Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Symphony,ZVII,ZVII,2916MB,Phone,Mediatek MT6753,1920x1080,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Symphony,ZVIII,ZVIII,2884MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,1"
Symphony,i10,i10,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Symphony,i100,i100,1916MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Symphony,i10 plus,i10_plus,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Symphony,i12,i12,915MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi;armeabi-v7a,29,"3,2"
Symphony,i120,i120,1839MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Symphony,i15,i15,890MB,Phone,Spreadtrum SC7731,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Symphony,i18,i18,922MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Symphony,i20,i20,1975MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Symphony,i30,i30,922MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Symphony,i50,i50,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Symphony,i60,i60,1973MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Symphony,i65,i65,887MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Symphony,i66,i66,894MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,29,"3,2"
Symphony,i68,i68,1384MB,Phone,Spreadtrum SC9832E,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Symphony,i72,i72,880MB,Phone,Spreadtrum SC9832E,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Symphony,i74,i74,1794MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,i90,i90,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Symphony,i95,i95,1796MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Symphony,i97,i97,1819MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,i98,i98,1829MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Symphony,i99,i99,1829MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Symphony,roarV95,roarV95,948MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Symphony,roar_V150,roar_V150,861MB,Phone,Spreadtrum SC9850,480x960,240,armeabi;armeabi-v7a,24,"3,2"
T-Mobile,REVVL 2,A30ATMO,1885MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
T-Mobile,REVVL 2 PLUS,A70AXLTMO,1850-2866MB,Phone,Mediatek MT6763T,1080x2160,480,armeabi;armeabi-v7a,27,"3,2"
T-Mobile,REVVL 4+,Porto,3643MB,Phone,Qualcomm SM6125,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
T-Mobile,REVVL 5G,Seattle_5G,5479MB,Phone,Qualcomm SM7250,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
T-Mobile, REVVL 4,Tokyo_Lite_4G,1827MB,Phone,Mediatek MT6761,720x1520,280,armeabi;armeabi-v7a,29,"3,2"
T-Mobile,REVVLRY+,lake_n,3745-3746MB,Phone,Qualcomm SDM636,1080x2270,408;480,arm64-v8a;armeabi;armeabi-v7a,28;29,"3,2"
TAG Heuer,Connected Modular 45,anthracite,429-468MB,Wearable,Intel Z3520,400x400,280,x86,25;26;28,"3,0"
TAG Heuer,Connected,glacier,941MB,Wearable,Intel Z3520,360x360,240,x86,25,"3,0"
TAG Heuer,Connected 2020,orbital,948MB,Wearable,Qualcomm APQ8009,454x454,320,armeabi;armeabi-v7a,28,"3,0"
TAG Heuer,Connected Modular 41,spectralite,943-971MB,Wearable,Intel Z3520,390x390,320,x86,25;26;28,"3,0"
TAG-DC,TAG-DC,TAG-DC,3832MB,Tablet,Spreadtrum SC9863A,1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TAG-TECH,TAG-TABKIDS,TAG-TABKIDS,1930MB,Phone,Spreadtrum SC7731E,800x1280,240,armeabi;armeabi-v7a,29,"3,2"
TAG-TECH,TAG_TAB_II,TAG_TAB_II,3832MB,Tablet,Spreadtrum SC9863A,1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TAGITAL,T7K_PLUS,T7K-PLUS,1996MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,28,"2,0"
TASKPHONE,T20,T20P,3743MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCL,Smartphone,A5A_INFINI,1830-2837MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
TCL,TCL TAB 8 4G,Apollo_8_4G,1835MB,Phone,Mediatek MT8766B,1280x800,240,armeabi;armeabi-v7a,29,"3,2"
TCL,TCL TAB 10 SMART,Aquaman_10_4G,1835MB,Phone,Mediatek MT8766B,800x1280,240,armeabi;armeabi-v7a,29,"3,2"
TCL,3T10 WIFI KDDI,Aquaman_10_KDDI,2948MB,Phone,Mediatek MT8766B,800x1280,240,armeabi;armeabi-v7a,29,"3,2"
TCL,TCL 10 Plus,Boston,5593-7591MB,Phone,Qualcomm SM6125,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL L10+,Jakarta,2770-3778MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL L10 Lite,Jakarta_Lite,2770MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL T Pro,Milan,3812MB,Phone,Mediatek MT6762,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL 10 SE,Oakland,3826MB,Phone,Mediatek MT6762,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL 10 5G,Seattle,5477-5480MB,Phone,Qualcomm SM7250,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL L7,Seoul,868-1883MB,Phone,Qualcomm QM215,720x1440,320,armeabi;armeabi-v7a,29,"3,0"
TCL,TCL PLEX,T1,5590-5638MB,Phone,Qualcomm SM6150,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28;29,"3,2"
TCL,TCL 10L,T1_LITE,5592-5632MB,Phone,Qualcomm SM6125,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL 10 Pro,T1_PRO,5590-5591MB,Phone,Qualcomm SM6150,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL TAB kids,Thor_8_4G_VZW,2641MB,Tablet,Qualcomm SM6125,1200x1920;1920x1200,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCL,TCL L9S,Tokyo_Lite,1826MB,Phone,Mediatek MT6762d,720x1520,320,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 3C,5006,1933MB,Phone,Mediatek MT8321,720x1440,320,armeabi;armeabi-v7a,28,"2,0"
TCT (Alcatel),Alcatel 3,A3A,1887-1890MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),3T10 4G,A3A_10_4G,1884-2900MB,Tablet,Mediatek MT8765B,800x1280,213,armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),Alcatel 3T 8,A3A_8_4G,879-2909MB,Phone,Mediatek MT8765B,1280x800;800x1280,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),9027W,A3A_8_4G_TMO,1899MB,Phone,Mediatek MT8765A,800x1280,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),Alcatel 3L,A3A_LITE,1890MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),Alcatel 3X,A3A_PLUS,1827-2833MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
TCT (Alcatel),ALCATEL 3C,A3A_XL_3G,924MB,Phone,Mediatek MT8321,720x1440,320,armeabi;armeabi-v7a,24,"2,0"
TCT (Alcatel),Alcatel 3V,A3A_XL_4G,1888-2904MB,Phone,Mediatek MT8735,1080x2160,480,armeabi;armeabi-v7a,26,"3,1"
TCT (Alcatel),Alcatel 5X,A5X,2847MB,Phone,Mediatek MT6762,720x1280;720x1500,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),alcatel 3T8,Apollo_8_4G,1835MB,Phone,Mediatek MT8766B,800x1280,240,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),3T10 4G,Aquaman_10_4G,1835-2850MB,Phone,Mediatek MT8766B,800x1280,240,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),TKEE MAX,Aquaman_10_Kids_WIFI,1987MB,Tablet,Mediatek MT8167B,1280x800;800x1280,160,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),1T10 SMART,Aquaman_10_Smart_WIFI,1987MB,Tablet,Mediatek MT8167B,1280x800;800x1280,160,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),1T10  WIFI,Aquaman_10_WIFI,973MB,Tablet,Mediatek MT8167B,1280x800;800x1280,160,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),U5 HD,BUZZ6E,904-1919MB,Phone,Mediatek MT6737,1280x720;720x1280,320,armeabi;armeabi-v7a,24,"3,1"
TCT (Alcatel),U5,BUZZ6T4G,910-916MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,23;24,"3,0;3,1"
TCT (Alcatel),Alcatel_5044C,BUZZ6T4GCRICKET,1919MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),ELEMENT5,BUZZ6T4GGOPHONE,904MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),U50™,BUZZ6T4GTELUS,904MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),Alcatel Raven LTE,BUZZ6T4GTFUMTS,1915MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,25,"3,0"
TCT (Alcatel),5011A,BUZZ6_55,892MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
TCT (Alcatel),Alcatel 3L,Benz,1871-1873MB,Phone,Qualcomm SDM429,720x1280;720x1506,320,armeabi;armeabi-v7a,27;28,"3,2"
TCT (Alcatel),Alcatel 1C,Curie,903MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),Alcatel 3,Dive_73,1890MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),TBC,Dubai_Plus_ATT,1825MB,Phone,Mediatek MT6761D,720x1440,320,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),TCL SIGNA,Dubai_VZW,1881MB,Phone,Qualcomm SDM429,720x1440,320,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),TCL XL2,EDISON_TF,1892MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),A5,ELSA6,1885-2892MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),A7,ELSA6P,2835-3845MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
TCT (Alcatel),Alcatel JOY TAB,EasyTAB8MPCS,1897MB,Phone,Mediatek MT8765A,800x1280,240,armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),9029W,EasyTAB8TMO,1897MB,Phone,Mediatek MT8765A,800x1280,240,armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),alcatel 1X,Edison,1884-1886MB,Phone,Mediatek MT6739WW,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),Alcatel ONYX™,Edison_CKT,1883MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),INSIGHT™,FERMI_ATT,1498MB,Phone,Mediatek MT6739WA,480x960,240,armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),tbd,FERMI_TF,1897MB,Phone,Mediatek MT6739WM,960x480,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),FL03,FLASH3,2771MB,Phone,Mediatek MT6797,1920x1080,420,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel), Alcatel 1S ,Faraday,2824-3832MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),Alcatel 3,Gauss,2852-3604MB,Phone,Qualcomm SDM439,1506x720;720x1506;720x1560,320,arm64-v8a;armeabi;armeabi-v7a,27;28,"3,2"
TCT (Alcatel),T2,HANDYT2,1843MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
TCT (Alcatel),smart tab 7,Hulk_7_GL_WIFI,1453MB,Tablet,Mediatek MT8167D,1024x600;600x1024,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),smart tab 7 ,Hulk_7_KIDS_WIFI,1453MB,Tablet,Mediatek MT8167D,1024x600;600x1024,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),IDOL 5S,IDOL5S,2849MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
TCT (Alcatel),Alcatel 1SE,Jakarta,1829-3778MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 1SE elite edition,Jakarta_Lite,1829MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),alcatel 1T7 4G,King_Kong_7_4G,887-888MB,Tablet,Mediatek MT8765B,600x1024,160,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel_7049D,Lion-5,1926-1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
TCT (Alcatel),A30,MICKEY6US,1919MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),PIXI 5 HD,Mickey6CC,901MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),A30,Mickey6RW,1916MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),A577VL,Mickey6TFEVDO,901-1917MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,24;25,"3,0"
TCT (Alcatel),tbd,Mickey6TFUMTS,1917MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,25,"3,0"
TCT (Alcatel),5049W,Mickey6TTMO,1815MB,Phone,Mediatek MT6738,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
TCT (Alcatel),5049S,Mickey6TVZW,1802MB,Phone,Mediatek MT6738,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
TCT (Alcatel),5046S,Mickey6VZW,1919MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,24,"3,0"
TCT (Alcatel),Alcatel 3X,Milan,3819-5829MB,Phone,Mediatek MT6762,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 3V,Morgan_4G,2819MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),Alcatel U3,PIXI4-4C_GO,453MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,27,"2,0"
TCT (Alcatel),9015U,PIXI4-7_4G,932MB,Tablet,Mediatek MT8735,600x1024,160,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),Pixi4-4 3G Telus,PIXI4_4TF,875-967MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),SMART_ PLUS,PIXI4_55_3G,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),ALCATEL PIXI 4 (5),PIXI4_5_4G,934-1442MB,Phone,Mediatek MT6735M,480x854,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),A3 XL,PIXI5-6_4G,1910-2940MB,Phone,Mediatek MT8735,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
TCT (Alcatel),9024W,PIXI5-8_4G_TMO,1915MB,Tablet,Qualcomm MSM8909,800x1280,213,armeabi;armeabi-v7a,25,"3,0"
TCT (Alcatel),9024O,PIXI5-8_4G_Telus,1915MB,Tablet,Qualcomm MSM8909,800x1280,213,armeabi;armeabi-v7a,25,"3,0"
TCT (Alcatel),9030Q,POP4-10_4G,1901MB,Tablet,Qualcomm MSM8937,1200x1920,320,armeabi;armeabi-v7a,23,"3,1"
TCT (Alcatel),"POP 4 6"" 4G android",POP4-6_4G,1838MB,Phone,Mediatek MT6755M,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9025Q,POP4-7_4G,1944MB,Phone,Mediatek MT8735,720x1280,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),5051M,POP45,898-1408MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),5056D,POP455C,1408-1916MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),A7 XL,POP5-6_4G,2830MB,Phone,Mediatek MT6755M,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
TCT (Alcatel),ALCATEL ONETOUCH PIXI 4 (4),Pixi4-4,457-965MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),PIXI 4 (5) ,Pixi4-5,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),Alcatel_5098O,Pixi4-64GMEX,1916MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9001D,Pixi4-6_4G,1408-1915MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),5098O,Pixi4-6_4G_CKT,1916MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9003A,Pixi4-7_3G,963MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),9015B,Pixi4-7_4G_Bell,901MB,Tablet,Qualcomm MSM8909,600x1024,160,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9015B,Pixi4-7_4G_NA,901MB,Tablet,Qualcomm MSM8909,600x1024,160,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9015B,Pixi4-7_4G_Rogers,901MB,Tablet,Qualcomm MSM8909,600x1024,160,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9015W,Pixi4-7_4G_TMO,902MB,Tablet,Qualcomm MSM8909,600x1024,160,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),9015B,Pixi4-7_4G_Telus,901MB,Tablet,Qualcomm MSM8909,1024x600,160,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),8063,Pixi4-7_WIFI,980-981MB,Tablet,Mediatek MT8127,1024x600;600x1024,160,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),4060W,Pixi445,899MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),PIXI™4,Pixi445CAN,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),No,Pixi445Cricket,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),5027B,Pixi445SPR,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),5023E,Pixi4PlusPower,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),Alcatel_9026S,Pixi5-10_4G,1923-1924MB,Tablet,Mediatek MT8735,800x1280,160,armeabi;armeabi-v7a,24,"3,1"
TCT (Alcatel),9203A,Pixi5-7_3G,963MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),IDOL 5,SIMBA6L,2895-2899MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
TCT (Alcatel),TCL 10 5G UW,Seattle_VZW,5480MB,Phone,Qualcomm SM7250,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 1B,Seoul,868-1883MB,Phone,Qualcomm QM215,720x1440,320,armeabi;armeabi-v7a,29,"3,0"
TCT (Alcatel),TBD,Seoul_ATT,1890MB,Phone,Mediatek MT6739WW,480x960,220,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),TBD,Seoul_TF,2871MB,Phone,Mediatek MT6761D,480x960,220,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 1S,Tokyo,2812-2813MB,Phone,Mediatek MT6762d,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 3X Plus,TokyoPro,3820-3821MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 1S,Tokyo_CAN,1848MB,Phone,Mediatek MT6761D,720x1520,320,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),Alcatel 1V,Tokyo_Lite,1826MB,Phone,Mediatek MT6762d,720x1520,320,armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),TCL A2X,Tokyo_TF,2830MB,Phone,Mediatek MT6761D,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
TCT (Alcatel),4055T,U3,934-935MB,Phone,Mediatek MT6737M,480x800,240,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),ALCATEL 1T 10,U3A_10_WIFI,952MB,Tablet,Mediatek MT8321,1280x800;800x1280,160,armeabi;armeabi-v7a,27,"2,0"
TCT (Alcatel),ALCATEL 1T 10,U3A_10_WIFI_P,1950MB,Phone,Mediatek MT8321,800x1280,240,armeabi;armeabi-v7a,28,"2,0"
TCT (Alcatel),ALCATEL 1T 7,U3A_7_3G,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
TCT (Alcatel),Alcatel 1T 7 WIFI,U3A_7_WIFI,957MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
TCT (Alcatel),Alcatel 1,U3A_PLUS_4G,873-885MB,Phone,Mediatek MT6739WA,480x853;480x960,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),U3,U3_3G,461-462MB,Phone,Mediatek MT6570,480x800,240,armeabi;armeabi-v7a,23,"2,0"
TCT (Alcatel),5059Z,U50APLUSTMO,1893MB,Phone,Mediatek MT6739WA,480x960,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),TETRA,U50A_ATT,1889MB,Phone,Mediatek MT6739WM,480x854,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),tbd,U50A_PLUS_ATT,1888MB,Phone,Mediatek MT6739WM,480x960,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),TCL LX,U50A_PLUS_TF,1890MB,Phone,Mediatek MT6739WM,480x960,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),Alcatel 1C,U5A_PLUS_3G,935MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,24,"2,0"
TCT (Alcatel),Alcatel 1X,U5A_PLUS_4G,875-1891MB,Phone,Mediatek MT6739WA,480x853,240,armeabi;armeabi-v7a,27,"3,2"
TCT (Alcatel),4047X,U5_3G,940-948MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
TCT (Alcatel),NeXT by Maxis (B1),VFD500,934MB,Phone,Mediatek MT6735M,480x854,213,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),NeXT by Maxis (M1),VFD700,1865MB,Phone,Mediatek MT6755M,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),Alcatel 3X,Venice,3834-5848MB,Phone,Mediatek MT6763,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),Alcatel 1V,Wright,850-2824MB,Phone,Spreadtrum SC9863A,480x960,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
TCT (Alcatel),Xess mini,Xess-mini,1912MB,Tablet,Mediatek MT8783T,1920x1080,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),5085O,elsa6_amz,1858MB,Phone,Mediatek MT6738,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
TCT (Alcatel),Alcatel_5085C,elsa6_na,1856MB,Phone,Mediatek MT6738,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
TCT (Alcatel),Mirage,feijao,1408MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
TCT (Alcatel),ALCATEL ONETOUCH IDOL 3 (5.5),idol3,1887-1894MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,21;23,"3,0;3,1"
TCT (Alcatel),6039Y,idol347,1405-1406MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi;armeabi-v7a,21;23,"3,0"
TCT (Alcatel),Alcatel_6055U,idol4,1873-2866MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,1"
