Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Southern Telecom,PDT9000,PDT9000,972MB,Tablet,Mediatek MT8163,1024x600,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Southern Telecom,A500,Polaroid_Phone,966MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Southern Telecom,Streamachine,X13,1998MB,Tablet,Rockchip RK3368,1920x1080,240,arm64-v8a;armeabi;armeabi-v7a,23,"3,1"
SoyMomo,SoyMomo_Pro_V1,Pro_V1,1819MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
SoyMomo,S8-RK3368,S8-RK3368,1959MB,Tablet,Rockchip RK3326,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
SoyMomo,SoyMomo_Lite_V1_EEA,SoyMomo_Lite_V1,1996MB,Tablet,Allwinner A50,600x1024,160,armeabi;armeabi-v7a,28,"2,0"
SoyMomo,LATAM and America,SoyMomo_Lite_V2,1975MB,Tablet,Allwinner A100,1024x600,160,armeabi;armeabi-v7a,29,"3,2"
SoyMomo,SoyMomo_Pro_EU_V1,SoyMomo_Pro_EU_V1,1829MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Spark,Spark_Plus_3,Spark_Plus_3,894MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,28,"3,2"
Spectralink,Versity,Versity,3662-3740MB,Phone,Qualcomm SDM660,1080x1920;1920x1080,480,arm64-v8a;armeabi;armeabi-v7a,27;29,"3,2"
Speedmind,AM801,AM801,981MB,Tablet,Allwinner A50,800x1280,213,armeabi;armeabi-v7a,29,"2,0"
Speedmind,Pr6145,Pr6145,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
Spice,Dream Uno,Mi-498_sprout,963-965MB,Phone,Mediatek MTK6582M,480x854,240,armeabi;armeabi-v7a,19;22;23,"2,0"
Spice,F305,Spice-F305,878MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Spice,F301,Spice_F301,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Spice,F302,Spice_F302,874MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Spice,K601,Spice_K601,1890MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Spice,V801,Spice_V801,2899MB,Phone,Mediatek MT6737M,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Sprint,AQT82,NKSA_AQT82,1914MB,Tablet,Qualcomm MSM8909,800x1280,213,armeabi;armeabi-v7a,25,"3,0"
Sprint,HTC Bolt,htc_acawhl,2723MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
StarMobile,Mobiistar_Zumbo_J2,Mobiistar_Zumbo_J2,1902MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
StarMobile,PLAY Click LTE,PLAY_Click_LTE,886MB,Phone,Spreadtrum SC9832,480x960,240,armeabi;armeabi-v7a,27,"3,2"
StarMobile,Play Go,PLAY_GO,447MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,27,"3,2"
StarMobile,UP Groove,UP_Groove,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
StarMobile,up_octa,UP_Octa,1819MB,Phone,Spreadtrum SC9863A,600x1280,280,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
StarMobile,UP Prime,UP_Prime,900MB,Phone,Mediatek MT6737M,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
StarMobile,UP Selfie,UP_Selfie,2872MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
StarMobile,UP_XL,UP_XL,957MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
StarMobile,UP Xtreme,UP_Xtreme,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
StarMobile,Y11,Y11,958MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,29,"2,0"
StarMobile,Y15,Y15,939MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,28,"2,0"
Starlight,C_Note,C_Note,944MB,Phone,Mediatek MT6580,720x1440,320,armeabi;armeabi-v7a,27,"2,0"
Starlight,C_Note_Pro,C_Note_Pro,2921MB,Phone,Mediatek MT6739WA,480x996,240,armeabi;armeabi-v7a,28,"3,2"
Starlight,Future,Future,919MB,Phone,Mediatek MT6737,1280x720,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Starlight,GioneeStar,GioneeStar,3854MB,Phone,Mediatek MT6763,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Starlight,Gionee_Star,Gionee_Star,2846MB,Phone,Mediatek MT6763,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Starlight,I STAR PLUS,I_STAR_PLUS,1879MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Starlight,I_Star_Plus,I_Star_Plus,1889MB,Phone,Mediatek MT6737,640x1280,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Starlight,I star,I_star,923MB,Phone,Mediatek MT6580,640x1280,320,armeabi;armeabi-v7a,27,"2,0"
Starlight,I star two,I_star_two,1866MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Starlight,Madrid,Madrid,896MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Starlight,My_Star_X,My_Star_X,953MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Starlight,My_star_19,My_star_19,940MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Starlight,RIO STAR,RIO_STAR,1879MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Starlight,STAR_MIX,STAR_MIX,6144MB,Phone,Mediatek MT6737,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Starlight,Safari,Safari,1879MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Starlight,Star_Mix_2,Star_Mix_2,3853MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Starlight,Star_Plus,Star_Plus,958MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Starlight,UMI_G,UMI_G,919MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Starlight,star_plus_plus,star_plus_plus,887MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Starlight,Star Two,star_two,945MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Strawberry,SX,SX,883-1863MB,Phone,Mediatek MT6739WA,480x960;720x1520,240;320,armeabi;armeabi-v7a,27;29,"3,2"
Stream,B1s,B1s,943MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Stream,HT28,B2Plus,1024MB,Phone,Mediatek MT6737,480x854,240,armeabi;armeabi-v7a,27,"3,1"
Stream,B2mini,B2mini,909MB,Phone,Mediatek MT6737,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Stream,B2s,B2s,1024MB,Phone,Mediatek MT6735P,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Stream,B3Pro,B3Pro,1907MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,27,"3,1"
Stream,Everest,Everest,3794MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Stream,HT16,HT16,894MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,27,"2,0"
Stream,Iron Pro,IRON_Pro,2048MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,1"
Stream,S7,MIRROR,3072MB,Phone,Mediatek MT6737,640x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Stream,PERLA,PERLA,3072MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,1"
Stream,SHARK,SHARK,2917MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Stylo,BOLD PLUS,BOLD_PLUS,955MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,29,"2,0"
Stylo,S54 Zen,CPE91,957MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,Destiny,Destiny,957MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,Ithemba,Ithemba,947MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,28,"2,0"
Stylo,Luna,Luna,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,Onyx,Onyx,957MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S40_EBONY,S40_EBONY,437MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S40_LIFE,S40_LIFE,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,29,"2,0"
Stylo,S40_VISTA,S40_VISTA,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,29,"2,0"
Stylo,Stylo S40,S40_Vida,451MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,27,"3,2"
Stylo,S40 Vino,S40_Vino,435MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S49 ECO,S49_ECO,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S49 MONO,S49_MONO,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S49_POISE,S49_POISE,954MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S49_cobalt,S49_cobalt,944MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S501,S501,948MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,28,"2,0"
Stylo,S50_BOLD,S50_BOLD,953MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S53_STARK,S53_STARK,943MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S55 Nova,S55_Nova,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S56 Mist,S56_MIST,934MB,Phone,Mediatek MT6580,720x1520,320,armeabi;armeabi-v7a,27,"2,0"
Stylo,S57_ALURE,S57_ALURE,952MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S57_AZURE,S57_AZURE,953MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,S61_JAZZ,S61_JAZZ,955MB,Phone,Mediatek MT6580,720x1440,320,armeabi;armeabi-v7a,24,"2,0"
Stylo,S64 ALPHA,S64_ALPHA,2866MB,Phone,Mediatek MT6739WA,720x1560,320,armeabi;armeabi-v7a,28,"3,2"
Stylo,S9 TOPAZ,S9_TOPAZ,962MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,24,"2,0"
Stylo,S50,STYLO_S50_Granite,877MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,28,"3,2"
Stylo,S551,STYLO_S551,892MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Stylo,STYLO_S61,STYLO_S61,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Stylo,STYLO MAX,Stylo_Max,951MB,Phone,Mediatek MT6580,720x1440,320,armeabi;armeabi-v7a,24,"2,0"
Stylo,Stylo_Viva,Stylo_Viva,449MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,28,"3,2"
Stylo,Ultra,Ultra,437MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,V,V,957MB,Phone,Mediatek MT6580,540x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylo,VS5502,VS5502,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Stylo,VS571,VS571,943MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Stylos,STTCE37,STTCE37,950MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,28,"2,0"
Stylos,TARISTAB2,TARISTAB2,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Stylos,TARISTAB3,TARISTAB3,1959MB,Tablet,Rockchip RK3326,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Stylos,TARISTAB4,TARISTAB4,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Stylos,Tab2,Tab2,1930MB,Tablet,Spreadtrum SC7731E,1024x600,160,armeabi;armeabi-v7a,29,"3,2"
Stylos,Tab8,Tab8,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Stylus,Wintech,WIN4,964MB,Phone,Mediatek MT6580,480x800,240,armeabi;armeabi-v7a,24,"2,0"
Sugar,SUGAR C12,SUGAR_C12,2875MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR P1,SUGAR_P1,2874MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR_P11,SUGAR_P11,2824MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Sugar,SUGAR Y12s,SUGAR_Y12s,894MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR Y13s,SUGAR_Y13s,1877MB,Phone,Mediatek MT6761D,480x960,240,armeabi;armeabi-v7a,29,"3,2"
Sugar,SUGAR Y16,SUGAR_Y16,2874MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR_Y18,SUGAR_Y18,2824MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Sugar,SUGAR S11,i9071ae,3598MB,Phone,Qualcomm SDM450,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Sugar,SUGAR Y12,p101bs,2858MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
Sugar,SUGAR Y15,p201as,3603MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR C13,p210cn,2825MB,Phone,Qualcomm SDM450,720x1512,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR T10,p312cs_tw,2832MB,Phone,Mediatek MT6762,720x1520,280,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Sugar,Sugar T50,p611bn,5777MB,Phone,Mediatek MT6771,1080x2340,420,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Sugar,SUGAR F20,p700as,3577MB,Phone,Qualcomm SDM450,1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR C11,v12bns,3610MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Sugar,SUGAR T20,v730_64,2792MB,Phone,Mediatek MT6762d,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Sugar,SUGAR T30,v830_64,2792MB,Phone,Mediatek MT6762d,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Sugar,SUGAR S20s,x600as,2825MB,Phone,Qualcomm SDM450,1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Sugar,SUGAR S20,x600as_hk,3577MB,Phone,Qualcomm SDM450,1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Sugar,Sugar S30,x800as,3577MB,Phone,Qualcomm SDM450,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Sunbio,SB-TM700,SB-TM700,1819MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Sunstech,TAB1090,TAB1090,1960MB,Tablet,Mediatek MT6580,1280x800,160,armeabi;armeabi-v7a,28,"2,0"
Supertab,A7A,A7A,974MB,Tablet,Allwinner A64,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,27,"2,0"
Supertab,S7G,S7G,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi;armeabi-v7a,27,"3,2"
Suponic,JYP_777,JYP_777,5845MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Supraim,AQ21,AQ21,964MB,Phone,Mediatek MT6580M,480x854,213,armeabi;armeabi-v7a,24,"2,0"
Supraim,AYCON,AYCON,877MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Supraim,SN10,SN10,964MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,24,"2,0"
Surface,Surface Duo,duo,5516MB,Phone,Qualcomm SDM855,1350x1800,400,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Surgephone,SURGE,VOLT_5XL,914MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,27,"3,1"
Surtab,SURTAB,SURTAB_74G,895MB,Phone,Mediatek MT8735,720x1280,213,armeabi;armeabi-v7a,24,"3,1"
Suunto,Suunto 7,salmon,932MB,Wearable,Qualcomm APQ8009,454x454,320,armeabi;armeabi-v7a,28,"3,0"
Sweam,S55E,Senwa_S55E,893MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Swipe,Elite Dual,EliteDual,878MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Swipe,Elite 4G,Elite_4G,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Swipe,Elite VR,Elite_VR,901MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Swipe,Slate2,Slate2,2916MB,Tablet,Mediatek MT8765B,1280x800,160,armeabi;armeabi-v7a,28,"3,2"
Swipe,Strike,Strike,2922MB,Tablet,Mediatek MT8765A,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Swipe,Razor,Swipe_Razor,876MB,Tablet,Spreadtrum SC9832,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Swipe,Strike,Swipe_Strike,1888MB,Tablet,Spreadtrum SC9832,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
SwissMobility,B4,B4SWM,2894MB,Phone,Mediatek MT6739CH,720x1512,320,armeabi;armeabi-v7a,27,"3,2"
SwissMobility,M9,M9,1890MB,Phone,Mediatek MT6739WA,480x960,240,armeabi;armeabi-v7a,27,"3,2"
SwissMobility,Z7,Z7,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
SwissMobility,Z72,Z72,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Swisstone,swisstone SD 510,SD5103G,904MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Swisstone,swisstone SD 530,SD5304G,867MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Swissvoice,G50,G50,892MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,29,"3,2"
Switel,VS700,VS700,1906MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,28,"3,2"
Symphony,E90,E90,451MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,E95,E95,450MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,G10,G10,878MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,28,"3,2"
Symphony,G100,G100,895MB,Phone,Mediatek MT6739WA,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,H400,H400,1927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Symphony,Helio S60,Helio_S60,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Symphony,INOVA,INOVA,1903MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Symphony,P11,P11,2867MB,Phone,Mediatek MT6737T,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Symphony,P7 Pro,P7_PRO,2932MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Symphony,P8 PRO,P8_PRO,1973MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Symphony,P9,P9,2907MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Symphony,P9+,P9_Plus,2893MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Symphony,R100,R100,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Symphony,R20,R20,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Symphony,R30,R30,897MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Symphony,R40,R40,921MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Symphony,Roar A50,Roar_A50_sprout,963-965MB,Phone,Mediatek MT6582,480x854,240,armeabi;armeabi-v7a,19;22;23,"2,0"
Symphony,S501,SYMPHONY_S501,932MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,SYMTAB25,SYMTAB25,1975MB,Phone,Mediatek MT8312,600x1024,213,armeabi;armeabi-v7a,24,"2,0"
Symphony,SYMTAB60,SYMTAB60,1970MB,Tablet,Mediatek MT8321,800x1280,213,armeabi;armeabi-v7a,24,"2,0"
Symphony, Symphony_Z12 ,Symphony_Z12,1819MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,Symphony_Z50,Symphony_Z50,3852MB,Phone,Mediatek MT6757,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,i25,Symphonyi25,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Symphony,V102,V102,957MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V105,V105,937MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,27,"2,0"
Symphony,V120,V120,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Symphony,V125,V125,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V128,V128,901MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,V140,V140,903MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V141,V141,928MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,V142,V142,943MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V145,V145,910MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,V155,V155,900MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Symphony,V44,V44,441MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V47,V47,948MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Symphony,V48,V48,450MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V75,V75,969MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Symphony,V75m,V75m,1980MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Symphony,V92,V92,451MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V94,V94,450MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,V96,V96,948MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V97,V97,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Symphony,V98,V98,957MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,V99,V99,895MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Symphony,V99+,V99plus,920MB,Phone,Spreadtrum SC7731E,720x1280,320,armeabi;armeabi-v7a,28,"3,2"
Symphony,Z10,Z10,2860MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
Symphony,Z15,Z15,1819MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,Z16,Z16,1807MB,Phone,Mediatek MT6762d,720x1600,280,armeabi;armeabi-v7a,29,"3,2"
Symphony,Z20,Z20,2824MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,Z25,Z25,2824MB,Phone,Spreadtrum SC9863A,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Symphony,Z28,Z28,2823MB,Phone,Mediatek MT6762d,720x1600,280,armeabi;armeabi-v7a,29,"3,2"
Symphony,Z30,Z30,2822MB,Phone,Mediatek MT6762d,720x1600,280,armeabi;armeabi-v7a,29,"3,2"
Symphony,Symphony_Z9,Z9,2807MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
