date,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2020-12-27,,,,,,,13,,,35,,,78,,,77,,,111,,,170,,,212,,,302,,,234,,,311,,,401,,,493,,,926,,,1234,,,1602,,
2020-12-28,,,,,,,23,,,76,,,123,,,153,,,182,,,280,,,319,,,481,,,327,,,379,,,490,,,600,,,1100,,,1487,,,1865,,
2020-12-29,,,,,,,36,,,106,,,178,,,233,,,289,,,389,,,474,,,668,,,453,,,486,,,567,,,661,,,1166,,,1563,,,1942,,
2020-12-30,,,,,,,41,,,128,,,214,,,264,,,334,,,435,,,517,,,724,,,505,,,502,,,583,,,678,,,1184,,,1573,,,1951,,
2020-12-31,,,,1,,,58,,,214,,,335,,,450,,,562,,,667,,,805,,,1018,,,689,,,570,,,626,,,706,,,1221,,,1591,,,1978,,
2021-01-01,,,,1,,,65,,,223,,,348,,,470,,,583,,,683,,,829,,,1036,,,698,,,570,,,626,,,708,,,1222,,,1595,,,1985,,
2021-01-02,,,,1,,,88,,,263,,,394,,,504,,,637,,,737,,,880,,,1105,,,724,,,576,,,626,,,708,,,1223,,,1595,,,1985,,
2021-01-03,,,,1,,,90,,,316,,,467,,,567,,,707,,,813,1,,931,,,1175,,,757,,,591,,,633,,,714,,,1235,,,1605,,,2000,,
2021-01-04,,,,1,,,105,,,371,,,548,,,671,,,815,,,917,1,,1068,,,1348,,,866,,,637,,,663,,,724,,,1263,,,1633,,,2063,,
2021-01-05,,,,2,,,146,,,496,,,735,,,934,,,1084,,,1238,1,,1412,,,1765,,,1116,,,734,,,725,,,768,,,1298,,,1668,,,2118,,
2021-01-06,,,,5,,,232,,,840,,,1208,,,1480,,,1768,,,1915,1,,2079,,,2659,,,1614,,,925,,,856,,,832,,,1339,,,1720,,,2159,1,
2021-01-07,1,,,5,,,363,,,1236,,,1684,,,1992,,,2385,,,2590,1,,2750,,,3457,,,2134,,,1145,,,995,,,937,,,1425,,,1793,,,2216,1,
2021-01-08,1,,,6,,,434,,,1500,,,1938,,,2249,,,2713,,,2913,1,,3084,,,3852,,,2423,,,1310,,,1143,,,1049,,,1567,,,1915,,,2276,2,
2021-01-09,1,,,6,,,436,,,1513,,,1947,,,2268,,,2738,,,2938,1,,3126,,,3892,,,2459,,,1324,,,1150,,,1049,,,1570,,,1922,,,2288,2,
2021-01-10,1,,,6,,,436,,,1513,,,1947,,,2268,,,2738,,,2939,1,,3126,,,3892,,,2459,,,1324,,,1150,,,1049,,,1570,,,1922,,,2288,2,
2021-01-11,1,,,6,,,453,,,1552,,,1993,,,2324,,,2789,,,2994,1,,3179,,,3943,,,2497,,,1340,,,1161,,,1055,,,1584,,,1941,,,2300,2,
2021-01-12,1,,,6,,,488,,,1635,,,2054,,,2404,,,2855,,,3111,1,,3275,,,4077,,,2586,,,1396,,,1223,,,1106,,,1955,,,2295,,,2528,2,
2021-01-13,1,,,6,,,547,,,1754,,,2186,,,2564,,,3046,,,3319,1,,3487,,,4345,,,2749,,,1505,,,1317,,,1218,,,3166,,,3423,2,,3098,2,
2021-01-14,1,,,6,,,621,,,1888,,,2349,,,2743,,,3243,,,3552,1,,3720,,,4601,,,2914,,,1621,1,,1435,,,1339,,,5074,,,5336,2,,4035,2,
2021-01-15,1,,,7,,,669,2,,1963,13,,2462,19,,2886,9,,3384,11,,3730,14,,3890,18,,4766,25,,3028,19,,1721,9,,1594,4,,1466,3,,6381,3,,6595,3,,4678,2,
2021-01-16,1,,,7,,,670,2,,1963,13,,2462,19,,2886,9,,3384,11,,3730,14,,3890,18,,4766,25,,3028,19,,1721,9,,1594,4,,1466,3,,6528,3,,6723,3,,4727,2,
2021-01-17,1,,,7,,,670,2,,1963,13,,2462,19,,2886,9,,3384,11,,3730,14,,3890,18,,4766,25,,3028,19,,1722,9,,1595,5,,1466,3,,6529,3,,6723,3,,4727,2,
2021-01-18,1,,,7,,,670,4,,1966,27,,2467,52,,2891,34,,3392,34,,3736,31,,3896,30,,4772,53,,3028,26,,1722,13,,1595,6,,1466,3,,6530,3,,6726,3,,4727,2,
2021-01-19,1,,,7,,,687,10,,2001,40,,2485,75,,2927,69,,3437,78,,3788,100,,3942,117,,4839,139,,3072,85,,1741,68,,1608,89,,1478,123,,6556,219,,6787,312,,4780,444,
2021-01-20,1,,,7,,,705,28,,2035,92,,2540,148,,3001,172,,3513,209,,3891,267,,4028,311,,4939,439,,3128,286,,1775,256,,1632,311,,1519,393,,6741,717,,6971,933,,4901,1214,
2021-01-21,1,,,7,1,,729,50,,2087,164,,2589,275,,3073,362,,3591,455,,3977,542,,4129,671,,5045,818,,3164,558,,1793,453,,1661,506,,1550,561,,6914,963,,7219,1271,,5087,1617,
2021-01-22,1,,,7,1,,739,60,,2119,202,,2630,327,,3127,419,,3663,537,,4042,637,,4220,773,,5133,958,,3189,637,,1801,503,,1679,547,,1567,594,,7228,1028,,7479,1349,,5180,1691,
2021-01-23,1,,,7,1,,743,74,,2125,246,,2635,385,,3131,471,,3673,601,,4047,708,,4227,831,,5141,1044,,3192,672,,1801,510,,1679,547,,1574,594,,7338,1029,,7528,1349,,5193,1691,
2021-01-24,1,,,7,1,,744,74,,2125,246,,2636,385,,3131,471,,3673,603,,4048,708,,4227,831,,5142,1044,,3194,676,,1802,517,,1681,561,,1576,609,,7340,1052,,7528,1379,,5197,1731,
2021-01-25,1,,,7,1,,744,74,,2125,246,,2636,385,,3131,471,,3673,603,,4049,708,,4227,832,,5142,1044,,3194,676,,1802,517,,1681,562,,1578,609,,7340,1052,,7528,1380,,5197,1733,
2021-01-26,1,,,7,2,,753,99,,2132,337,,2642,529,,3136,678,,3680,800,,4050,925,,4228,1058,,5149,1335,,3198,883,,1804,604,,1684,594,,1581,627,,7342,1055,,7538,1385,,5211,1736,
2021-01-27,1,,,8,4,,762,181,,2154,669,,2666,931,,3174,1183,,3704,1348,,4072,1535,,4259,1678,,5190,2161,,3217,1336,,1810,781,,1688,710,,1589,683,,7349,1105,,7542,1431,,5216,1769,
2021-01-28,1,,,9,4,,785,286,,2181,1022,,2708,1383,,3219,1684,,3738,2043,,4113,2259,,4298,2423,,5240,3055,,3240,1916,,1830,1031,,1701,885,,1599,796,,7408,1194,,7597,1507,,5257,1826,
2021-01-29,1,,,9,6,,813,383,,2209,1348,,2749,1752,,3267,2044,,3782,2523,,4149,2701,,4337,2860,,5278,3576,,3271,2236,,1844,1193,,1715,1025,,1614,906,,7492,1313,,7658,1618,,5284,1884,
2021-01-30,1,,,9,6,,813,384,,2209,1349,,2749,1753,,3267,2046,,3782,2528,,4150,2704,,4339,2867,,5278,3586,,3273,2251,,1845,1208,,1715,1037,,1614,911,,7492,1320,,7660,1627,,5287,1897,
2021-01-31,1,,,9,6,,813,384,,2209,1349,,2749,1753,,3267,2046,,3782,2528,,4150,2704,,4339,2867,,5278,3587,,3273,2251,,1845,1208,,1715,1037,,1614,911,,7492,1320,,7661,1628,,5287,1897,
2021-02-01,1,,,9,6,,813,385,,2210,1353,,2749,1757,,3270,2048,,3783,2530,,4152,2706,,4340,2870,,5280,3589,,3274,2262,,1846,1213,,1717,1041,,1616,912,,7493,1320,,7667,1630,,5287,1898,
2021-02-02,1,,,9,6,,813,403,,2211,1405,,2750,1792,,3271,2097,,3787,2582,,4153,2799,,4342,2952,,5281,3690,,3275,2342,,1846,1256,,1718,1075,,1618,945,,7495,1511,,7667,1785,,5289,1980,
2021-02-03,1,,,9,6,,822,481,,2215,1603,,2759,1981,,3283,2296,,3805,2806,,4167,3046,,4356,3187,,5295,4010,,3287,2536,,1852,1357,,1718,1159,,1621,1028,,7516,2571,,7701,2741,,5304,2485,
2021-02-04,1,,,9,6,,826,558,,2232,1738,,2768,2152,,3294,2495,,3827,3020,,4175,3280,,4365,3450,,5304,4302,,3292,2716,,1856,1471,,1720,1280,,1622,1146,,7694,4440,,7899,4656,,5437,3435,
2021-02-05,1,,,9,7,,844,609,,2245,1846,,2802,2292,,3316,2657,,3848,3207,,4207,3491,,4386,3660,,5335,4514,,3315,2869,,1863,1597,,1728,1461,,1629,1294,,7733,5828,,7950,6026,,5473,4121,
2021-02-06,1,,,9,7,,844,609,,2245,1850,,2803,2306,,3316,2663,,3848,3213,,4208,3506,,4386,3671,,5335,4525,,3315,2877,,1863,1610,,1729,1464,,1631,1302,,7748,6077,,7957,6185,,5474,4189,
2021-02-07,1,,,9,7,,844,609,,2245,1850,,2803,2306,,3316,2663,,3848,3213,,4208,3506,,4386,3671,,5335,4525,,3315,2877,,1863,1610,,1729,1464,,1631,1302,,7748,6077,,7957,6185,,5474,4189,
2021-02-08,1,,,9,7,,844,609,,2245,1850,,2803,2306,,3316,2663,,3848,3213,,4208,3506,,4386,3671,,5335,4525,,3315,2877,,1863,1610,,1729,1465,,1632,1302,,7927,6077,,8122,6185,,5528,4189,
2021-02-09,1,,,9,7,,844,609,,2248,1850,,2810,2306,,3332,2665,,3864,3214,,4221,3506,,4397,3671,,5342,4525,,3321,2878,,1866,1610,,1734,1465,,1633,1302,,7927,6078,,8122,6194,,5528,4207,
2021-02-10,1,,,9,7,,879,627,,2290,1889,,2859,2346,,3391,2732,,3920,3284,,4290,3593,,4455,3731,,5389,4605,,3353,2920,,1877,1629,,1757,1485,,1675,1318,,8710,6148,,8906,6243,,5932,4257,
2021-02-11,1,,,10,7,,1154,673,,2434,1970,,2967,2434,,3542,2856,,4083,3398,,4442,3749,,4582,3892,,5549,4767,,3457,2999,,1923,1669,,1797,1519,,1745,1367,,10972,6378,,11169,6578,,6780,4429,
2021-02-12,1,,,12,7,,1444,706,,2647,2025,,3111,2507,,3703,2954,,4308,3506,,4651,3856,,4806,4003,,5793,4884,,3621,3043,,1996,1702,,1846,1569,,1806,1404,,13230,6782,,13102,6959,,7460,4586,
2021-02-13,1,,,12,7,,1445,709,,2648,2031,,3114,2514,,3706,2961,,4310,3516,,4654,3863,,4809,4007,,5795,4892,,3623,3045,,1997,1702,,1850,1569,,1812,1414,,13563,6874,,13331,6988,,7578,4592,
2021-02-14,1,,,12,7,,1445,709,,2648,2031,,3114,2516,,3706,2961,,4310,3516,,4654,3864,,4810,4007,,5795,4893,,3623,3047,,1997,1703,,1850,1570,,1813,1416,,13568,6876,,13341,6988,,7578,4596,
2021-02-15,1,,,12,7,,1445,710,,2648,2032,,3114,2516,,3706,2962,,4311,3517,,4657,3864,,4814,4008,,5796,4894,,3626,3047,,1998,1703,,1851,1570,,1815,1418,,13587,6876,,13374,6988,,7586,4596,
2021-02-16,1,,,12,7,,1664,711,,2693,2039,,3132,2517,,3741,2969,,4355,3524,,4709,3870,,4868,4019,,5860,4908,,3684,3059,,2016,1709,,1861,1573,,1819,1418,,13830,6877,,13507,6988,,7644,4597,
2021-02-17,1,,,12,7,,1895,720,,2771,2066,,3176,2541,,3790,3021,,4403,3560,,4762,3905,,4935,4061,,5921,4966,,3741,3089,,2046,1723,,1884,1580,,2089,1439,,16182,6985,,14691,7081,,8045,4673,
2021-02-18,1,,,12,9,,1922,765,,2825,2093,,3255,2585,,3861,3062,,4499,3600,,4863,3940,,5044,4099,,6088,4998,,3997,3114,,2189,1738,,1958,1592,,2642,1455,,20207,7120,,16655,7226,,8658,4791,
2021-02-19,1,,,12,9,,1970,780,,2875,2137,,3341,2637,,3977,3115,,4643,3658,,5004,3994,,5214,4170,,6332,5079,,4380,3154,,2400,1749,,2020,1604,,3255,1470,,22633,7160,,17787,7256,,9008,4823,
2021-02-20,1,,,12,9,,1980,780,,2898,2137,,3364,2639,,4014,3116,,4682,3660,,5032,3994,,5257,4170,,6382,5080,,4445,3154,,2441,1749,,2041,1604,,4113,1471,,23427,7163,,18153,7261,,9135,4826,
2021-02-21,1,,,12,9,,1980,780,,2898,2138,,3364,2639,,4014,3116,,4682,3660,,5032,3994,,5257,4170,,6382,5080,,4445,3154,,2441,1749,,2041,1604,,4113,1471,,23427,7163,,18153,7261,,9135,4826,
2021-02-22,1,,,12,9,,1993,780,,2912,2138,,3381,2639,,4036,3117,,4709,3661,,5071,3994,,5300,4170,,6475,5080,,4543,3154,,2492,1749,,2059,1605,,4118,1471,,23437,7164,,18166,7261,,9147,4826,
2021-02-23,1,,,12,9,,1998,780,,2924,2138,,3394,2641,,4059,3118,,4748,3661,,5115,3995,,5357,4171,,6565,5081,,4664,3155,,2525,1750,,2092,1606,,4570,1473,,23816,7164,,18322,7262,,9214,4826,
2021-02-24,1,,,12,9,,2008,781,,2939,2142,,3411,2649,,4090,3130,,4782,3673,,5153,4007,,5410,4185,,6654,5096,,4997,3164,,2573,1757,,2249,1610,,6263,1482,,26592,7188,,19413,7291,,9650,4856,
2021-02-25,1,,,12,9,,2080,788,,2992,2150,,3474,2663,,4178,3149,,4895,3687,,5317,4028,,5611,4200,,7063,5114,,5623,3170,,2851,1768,,2727,1616,,10210,1484,,29632,7205,,20318,7313,,10015,4867,
2021-02-26,1,,,27,9,,2158,814,,3058,2180,,3566,2706,,4287,3186,,5043,3742,,5498,4073,,5866,4234,,7516,5166,,6517,3207,,3230,1777,,3043,1623,,12657,1493,,30862,7277,,20726,7379,,10209,4894,
2021-02-27,1,,,27,9,,2161,816,,3060,2181,,3577,2707,,4295,3186,,5057,3742,,5527,4074,,5925,4234,,7621,5167,,6840,3207,,3374,1777,,3078,1623,,12733,1495,,30954,7279,,20743,7379,,10211,4895,
2021-02-28,1,,,27,9,,2161,816,,3060,2181,,3577,2707,,4295,3186,,5057,3742,,5527,4074,,5925,4234,,7621,5167,,6840,3207,,3374,1777,,3078,1623,,12733,1495,,30954,7279,,20743,7379,,10211,4895,
2021-03-01,1,,,27,9,,2165,816,,3065,2181,,3584,2707,,4314,3186,,5082,3742,,5559,4074,,5987,4234,,7752,5167,,7358,3207,,3588,1777,,3130,1623,,12751,1495,,30969,7279,,20760,7379,,10231,4895,
2021-03-02,1,,,27,9,,2247,816,,3118,2181,,3610,2707,,4347,3186,,5144,3742,,5646,4075,,6098,4235,,7995,5168,,7958,3209,,3810,1777,,3208,1623,,13048,1495,,31113,7283,,20833,7380,,10300,4896,
2021-03-03,1,,,27,9,,2303,826,,3182,2203,,3664,2724,,4424,3210,,5279,3765,,5826,4096,,6430,4257,,8456,5196,,8739,3222,,4247,1782,,3609,1631,,15578,1508,,31838,7605,,21064,7640,,10418,5011,
2021-03-04,1,,,27,9,,2379,853,,3252,2247,,3748,2784,,4531,3296,,5420,3851,,6023,4179,,6746,4328,,9035,5295,,9559,3272,,4623,1820,,3845,1669,,18050,1565,,32650,9280,,21370,9269,,10562,5634,
2021-03-05,1,,,28,11,,2427,893,,3293,2316,,3795,2853,,4601,3371,,5521,3937,,6139,4260,,6895,4407,,9404,5387,,9967,3329,,4896,1841,,4127,1691,,19771,1607,,33259,11593,,21597,11273,,10699,6362,
2021-03-06,1,,,28,11,,2433,894,,3309,2317,,3814,2856,,4623,3374,,5561,3939,,6213,4265,,6989,4411,,9521,5389,,10210,3331,,5007,1842,,4146,1693,,20215,1610,,33384,11867,,21623,11465,,10707,6463,
2021-03-07,1,,,28,11,,2433,894,,3309,2317,,3814,2856,,4623,3374,,5561,3939,,6214,4265,,6990,4411,,9521,5389,,10210,3331,,5007,1842,,4146,1693,,20215,1610,,33384,11867,,21623,11465,,10707,6463,
2021-03-08,1,,,28,11,,2447,894,,3325,2317,,3845,2857,,4664,3374,,5618,3939,,6308,4265,,7119,4412,,9734,5389,,10606,3332,,5190,1842,,4220,1693,,20319,1612,,33411,12042,,21635,11630,,10727,6514,
2021-03-09,1,,,28,11,,2461,897,,3354,2325,,3909,2865,,4757,3392,,5781,3957,,6524,4284,,7351,4430,,10035,5405,,12244,3339,,5747,1847,,4278,1699,,20552,1665,,33442,12231,,21673,11728,,10754,6548,
2021-03-10,1,,,28,11,,2494,909,,3420,2331,,4007,2886,,4947,3415,,6071,3981,,6897,4305,,7796,4452,,10690,5428,,13658,3363,,6242,1858,,4435,1736,,20744,1907,,33634,14586,,21788,13259,,10832,7172,
2021-03-11,1,,,28,11,,2583,913,,3524,2336,,4150,2900,,5194,3429,,6471,3995,,7398,4320,,8549,4459,,11622,5448,,15133,3381,,6690,1883,,4590,1776,,21155,2443,,33926,18906,,21976,15478,,10964,7855,
2021-03-12,1,,,28,11,,2672,942,,3745,2382,,4462,2956,,5664,3487,,7285,4044,,8380,4358,,9816,4524,,13337,5530,,16484,3430,,7015,1916,,4756,1810,,21440,2995,,34172,21438,,22106,16687,,11074,8205,
2021-03-13,1,,,31,11,,2740,945,,3901,2389,,4733,2959,,6068,3495,,7933,4051,,9197,4361,,10564,4531,,14366,5541,,17565,3449,,7561,1931,,5117,1822,,21695,3830,,34220,22244,,22114,17077,,11074,8340,
2021-03-14,1,,,32,11,,2740,945,,3901,2389,,4733,2959,,6068,3495,,7933,4051,,9197,4361,,10564,4531,,14366,5541,,17565,3449,,7561,1931,,5117,1822,,21695,3830,,34220,22244,,22114,17077,,11074,8340,
2021-03-15,1,,,32,11,,2749,945,,3919,2389,,4753,2959,,6119,3496,,8010,4051,,9287,4361,,10692,4531,,14566,5541,,17863,3449,,7654,1931,,5209,1822,,21858,3830,,34285,22324,,22144,17244,,11082,8385,
2021-03-16,1,,,32,11,,2749,945,,3919,2389,,4753,2959,,6120,3496,,8011,4053,,9288,4361,,10694,4531,,14568,5541,,17871,3449,,7657,1932,,5217,1825,,22008,4136,,34348,22663,,22173,17343,,11093,8420,
2021-03-17,1,,,32,11,,2750,948,,3919,2394,,4758,2965,,6123,3499,,8016,4057,,9291,4365,,10697,4535,,14576,5552,,17880,3456,,7669,1941,,5283,1996,,22159,5910,,34433,25128,,22229,18260,,11138,8751,
2021-03-18,1,,,33,11,,2753,949,,3922,2399,,4760,2972,,6125,3509,,8019,4066,,9296,4381,,10702,4549,,14586,5564,,17893,3467,,7689,1962,,5433,2311,,23114,9608,,34779,28211,,22337,19170,,11191,9076,
2021-03-19,1,,,34,25,,2759,981,,3946,2408,,4801,2989,,6167,3533,,8096,4085,,9408,4412,,10826,4578,,14733,5606,,18008,3487,,7778,1986,,5701,2487,,24230,11917,,35290,29492,,22574,19559,,11263,9193,
2021-03-20,1,,,34,25,,2771,981,,4030,2408,,4894,2989,,6306,3533,,8291,4085,,9667,4412,,11102,4580,,15000,5607,,18161,3487,,7849,1987,,5817,2497,,26079,11978,,35738,29579,,22654,19577,,11287,9194,
2021-03-21,1,,,34,25,,2771,981,,4030,2408,,4894,2989,,6306,3533,,8291,4085,,9667,4413,,11102,4580,,15000,5607,,18161,3487,,7849,1987,,5817,2497,,26079,11978,,35738,29579,,22654,19577,,11288,9194,
2021-03-22,1,,,34,25,,2772,982,,4038,2409,,4903,2989,,6319,3533,,8324,4085,,9706,4413,,11169,4580,,15111,5607,,18290,3487,,7921,1987,,5912,2497,,26505,11978,,35831,29582,,22675,19579,,11300,9196,
2021-03-23,1,,,34,25,,2807,982,,4093,2413,,4984,2989,,6441,3533,,8537,4085,,9985,4413,,11538,4580,,15576,5607,,19131,3488,,8288,1995,,6286,2517,,27123,12048,,35959,29704,,22709,19652,,11320,9214,
2021-03-24,1,,,37,25,,2855,983,,4168,2418,,5072,2994,,6579,3538,,8696,4089,,10258,4422,,11852,4586,,15986,5616,,19784,3493,,8501,2050,,7780,2805,,29839,13481,,36474,30261,,22881,19809,,11426,9307,
2021-03-25,1,,,38,25,,2907,987,,4224,2427,,5172,2998,,6741,3543,,8922,4101,,10521,4432,,12121,4601,,16348,5626,,20487,3498,,9113,2067,,11060,2951,,34303,14989,,37362,30782,,23195,20019,,11606,9394,
2021-03-26,1,,,38,25,,3069,1003,,4468,2448,,5566,3019,,7360,3562,,9812,4134,,11608,4447,,13368,4615,,17828,5641,,21848,3525,,9699,2113,,13929,3179,,36397,16214,,37779,31214,,23396,20187,,11750,9467,
2021-03-27,1,,,39,25,,3177,1003,,4711,2450,,5878,3022,,7798,3565,,10393,4138,,12291,4450,,14082,4625,,18779,5642,,22979,3528,,10195,2116,,14739,3192,,36674,16498,,37828,31330,,23407,20228,,11752,9478,
2021-03-28,1,,,39,25,,3229,1003,,4782,2450,,5940,3022,,7879,3565,,10506,4138,,12416,4450,,14238,4625,,18951,5642,,23145,3528,,10291,2116,,14800,3192,,36757,16498,,37845,31332,,23409,20228,,11753,9479,
2021-03-29,1,,,39,25,,3235,1003,,4801,2450,,5992,3022,,7970,3565,,10649,4138,,12534,4451,,14382,4625,,19111,5643,,23352,3529,,10388,2118,,14868,3192,,36773,16498,,37851,31333,,23411,20228,,11754,9480,
2021-03-30,1,,,40,26,,3269,1004,,4977,2450,,6250,3022,,8252,3566,,11071,4139,,13035,4453,,14935,4625,,19755,5648,,23913,3530,,10839,2121,,17801,3218,,37491,16709,,37981,31384,,23464,20244,,11773,9485,
2021-03-31,1,,,60,26,,3348,1009,,5234,2453,,6573,3028,,8635,3571,,11616,4148,,13667,4457,,15586,4634,,20360,5671,,24651,3537,,11708,2129,,24078,3305,,39124,17488,,38228,31642,,23586,20326,,11829,9531,
2021-04-01,1,,,60,26,,3368,1010,,5280,2455,,6650,3032,,8727,3576,,11763,4154,,13827,4464,,15801,4642,,20606,5681,,25386,3551,,13692,2155,,34363,3393,,41161,19012,,38602,32276,,23799,20570,,12000,9649,
2021-04-02,1,,,60,26,,3424,1013,,5323,2458,,6713,3042,,8807,3579,,11891,4158,,13966,4468,,15986,4646,,20885,5686,,26102,3557,,15796,2182,,39452,3432,,42107,20232,,38789,32775,,23875,20755,,12049,9762,
2021-04-03,1,,,60,26,,3429,1013,,5336,2458,,6721,3042,,8823,3579,,11918,4158,,14014,4468,,16023,4646,,20961,5687,,26346,3559,,16276,2187,,41213,3441,,42416,20239,,38843,32777,,23893,20756,,12055,9764,
2021-04-04,1,,,60,26,,3431,1013,,5337,2458,,6730,3042,,8837,3579,,11931,4158,,14040,4468,,16051,4646,,21001,5687,,26435,3559,,16475,2187,,42192,3441,,42571,20239,,38870,32778,,23903,20757,,12057,9764,
2021-04-05,1,,,60,26,,3431,1013,,5337,2458,,6730,3042,,8837,3579,,11932,4158,,14040,4468,,16051,4646,,21001,5687,,26435,3559,,16475,2187,,42192,3441,,42571,20239,,38870,32778,,23903,20757,,12057,9764,
2021-04-06,1,,,60,26,,3434,1013,,5337,2459,,6732,3042,,8840,3579,,11942,4159,,14055,4469,,16078,4647,,21072,5688,,28348,3560,,16823,2190,,42227,3483,,42585,20516,,38880,32803,,23912,20763,,12067,9774,
2021-04-07,1,,,60,26,,3438,1013,,5340,2459,,6741,3042,,8851,3579,,11963,4159,,14083,4469,,16108,4647,,21122,5688,,32011,3560,,18142,2191,,42937,3483,,42802,20528,,38939,32808,,23933,20765,,12072,9775,
2021-04-08,1,,,71,27,,3473,1018,,5360,2462,,6772,3045,,8883,3580,,12014,4166,,14150,4474,,16188,4662,,21205,5705,,34388,3573,,24071,2206,,47737,3562,,43570,20793,,39195,32933,,24070,20828,,12154,9816,
2021-04-09,1,,,73,28,,3489,1025,,5378,2469,,6796,3056,,8904,3593,,12047,4177,,14204,4487,,16255,4672,,21317,5733,,35422,3608,,34699,2259,,52767,3713,,44491,21433,,39542,33342,,24225,21036,,12256,9920,
2021-04-10,1,,,74,28,,3504,1025,,5392,2469,,6811,3056,,8927,3594,,12089,4178,,14273,4489,,16352,4675,,21474,5736,,36475,3610,,39391,2262,,55315,3718,,44749,21473,,39609,33392,,24249,21050,,12263,9927,
2021-04-11,1,,,74,28,,3509,1025,,5397,2469,,6819,3056,,8939,3594,,12103,4179,,14287,4489,,16389,4675,,21511,5736,,36539,3610,,40188,2265,,55787,3722,,44863,21473,,39646,33392,,24258,21055,,12267,9927,
2021-04-12,1,,,74,28,,3510,1025,,5400,2469,,6819,3056,,8941,3594,,12108,4179,,14294,4489,,16403,4675,,21526,5736,,37152,3610,,40891,2266,,55982,3775,,44929,21572,,39664,33427,,24270,21068,,12272,9932,
2021-04-13,1,,,74,28,,3510,1029,,5403,2472,,6821,3062,,8942,3600,,12112,4193,,14298,4497,,16412,4691,,21544,5747,,38352,3631,,42204,2275,,56382,3907,,45014,21978,,39701,33529,,24277,21105,,12282,9943,
2021-04-14,1,,,77,31,,3528,1030,,5425,2473,,6846,3065,,8997,3608,,12190,4195,,14382,4501,,16565,4697,,21787,5752,,39529,3645,,45915,2334,,58024,5022,,45389,24059,,39833,33921,,24352,21213,,12330,10004,
2021-04-15,1,,,87,31,,3570,1034,,5442,2476,,6876,3078,,9048,3620,,12253,4208,,14455,4514,,16668,4716,,22005,5782,,40169,3675,,51240,2695,,60067,8103,,45922,29087,,40035,34927,,24454,21488,,12375,10180,
2021-04-16,1,,,88,31,,3601,1040,,5484,2478,,6937,3087,,9136,3635,,12424,4234,,14720,4533,,16962,4743,,22362,5811,,41005,3729,,55284,2878,,61546,9799,,46352,31636,,40212,35578,,24543,21815,,12418,10328,
2021-04-17,1,,,88,31,,3605,1042,,5491,2482,,6947,3088,,9152,3635,,12453,4236,,14751,4539,,17004,4750,,22451,5819,,41941,3741,,56223,2906,,61822,10563,,46431,33849,,40246,36060,,24554,21912,,12422,10355,
2021-04-18,1,,,88,31,,3608,1042,,5494,2482,,6949,3088,,9158,3635,,12456,4236,,14759,4539,,17013,4751,,22476,5819,,42381,3741,,56625,2906,,62054,10564,,46535,33851,,40266,36062,,24572,21913,,12426,10355,
2021-04-19,1,,,88,31,,3636,1046,,5512,2483,,6984,3089,,9213,3637,,12547,4236,,14908,4540,,17264,4754,,23108,5823,,42693,3770,,57206,2911,,62173,10610,,46584,34090,,40275,36090,,24576,21923,,12429,10356,
2021-04-20,1,,,88,32,,3678,1047,,5584,2486,,7085,3091,,9368,3640,,12846,4239,,15268,4546,,18402,4758,,24883,5839,,43417,3784,,57604,3049,,62277,11661,,46623,34285,,40285,36116,,24581,21931,,12429,10358,
2021-04-21,1,,,90,32,,3791,1061,,5627,2501,,7177,3115,,9493,3669,,13043,4278,,15634,4584,,18938,4833,,25667,5949,,45409,3937,,59465,3624,,63237,17373,,47003,36157,,40450,36399,,24669,22075,,12472,10428,
