date,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.pfizer.used.todate,vaccination.moderna.used.todate,vaccination.az.used.todate,vaccination.janssen.used.todate,vaccination.novavax.used.todate,vaccination.delivered.todate,vaccination.pfizer.delivered,vaccination.pfizer.delivered.todate,vaccination.moderna.delivered,vaccination.moderna.delivered.todate,vaccination.az.delivered,vaccination.az.delivered.todate,vaccination.janssen.delivered,vaccination.janssen.delivered.todate,vaccination.novavax.delivered,vaccination.novavax.delivered.todate,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2022-02-07,130,1262214,351,1213505,1591,607224,2936444,2236078,236872,327038,136456,,4269260,77820,3050460,,612600,,375800,,230400,,,2223,1281,3,37285,34391,495,85443,80906,19597,63641,60300,16612,71301,67380,19189,83726,79097,24893,99969,94745,34265,104066,98988,41081,104756,100511,47978,114576,110704,60286,110871,108234,67463,112232,110136,77792,97326,95789,72409,67377,66343,50549,55386,54353,40414,33833,32938,23213,18203,17409,10985
2022-02-08,1,1262215,5,1213510,24,607248,2936474,2236108,236872,327038,136456,,4269260,,3050460,,612600,,375800,,230400,,,2223,1281,3,37285,34391,495,85444,80907,19599,63641,60301,16614,71301,67380,19192,83726,79098,24893,99969,94745,34270,104066,98989,41087,104756,100512,47979,114576,110704,60288,110871,108234,67465,112232,110136,77793,97326,95789,72409,67377,66343,50549,55386,54353,40414,33833,32938,23213,18203,17409,10985
2022-02-09,239,1262454,678,1214188,2218,609466,2939566,2239010,237062,327038,136456,,4269260,,3050460,,612600,,375800,,230400,,,2236,1371,3,37302,34485,497,85481,80963,19775,63667,60338,16772,71324,67441,19329,83752,79142,25074,99998,94791,34493,104088,99032,41338,104766,100553,48208,114586,110741,60494,110879,108262,67665,112241,110162,77979,97326,95817,72523,67382,66359,50613,55388,54364,40466,33834,32951,23241,18204,17416,10996
2022-02-10,252,1262706,806,1214994,3401,612867,2943954,2243259,237201,327038,136456,,4269260,,3050460,,612600,,375800,,230400,,,2244,1403,3,37333,34613,505,85535,81043,20097,63695,60402,16939,71349,67488,19572,83776,79195,25310,100018,94862,34789,104101,99082,41658,104776,100616,48553,114599,110799,60838,110883,108300,67948,112249,110200,78263,97331,95848,72715,67384,66371,50749,55390,54383,40567,33837,32965,23318,18206,17424,11043
2022-02-11,193,1262899,567,1215561,2591,615458,2947232,2246349,237389,327038,136456,,4269260,,3050460,,612600,,375800,,230400,,,2246,1426,3,37354,34683,507,85581,81093,20339,63709,60445,17110,71373,67538,19731,83793,79236,25494,100032,94904,35013,104115,99136,41899,104787,100660,48845,114606,110840,61114,110890,108336,68182,112252,110217,78441,97335,95865,72836,67387,66385,50843,55393,54394,40628,33838,32969,23386,18208,17434,11087
2022-02-12,24,1262923,78,1215639,394,615852,2947718,2246790,237434,327038,136456,,4269260,,3050460,,612600,,375800,,230400,,,2246,1426,3,37355,34691,507,85583,81103,20392,63712,60450,17152,71380,67545,19768,83796,79242,25534,100035,94912,35048,104118,99147,41936,104788,100667,48890,114606,110845,61149,110890,108341,68206,112252,110220,78460,97335,95866,72845,67387,66386,50852,55394,54394,40635,33838,32970,23388,18208,17434,11087
2022-02-13,2,1262925,9,1215648,40,615892,2947768,2246840,237434,327038,136456,,4269260,,3050460,,612600,,375800,,230400,,,2246,1426,3,37355,34693,507,85583,81104,20395,63712,60451,17157,71380,67545,19770,83797,79242,25543,100036,94913,35052,104118,99149,41939,104788,100669,48894,114606,110845,61153,110890,108341,68208,112252,110220,78461,97335,95866,72846,67387,66386,50853,55394,54394,40636,33838,32970,23388,18208,17434,11087
2022-02-14,107,1263032,247,1215895,1255,617147,2949348,2248336,237518,327038,136456,,4348250,78990,3129450,,612600,,375800,,230400,,,2246,1426,3,37366,34720,509,85606,81129,20565,63720,60475,17279,71385,67569,19857,83811,79264,25637,100051,94938,35163,104123,99170,42046,104795,100690,49008,114613,110862,61268,110893,108351,68324,112257,110227,78539,97336,95872,72905,67388,66392,50886,55394,54401,40662,33839,32974,23401,18209,17435,11095
2022-02-15,159,1263191,337,1216232,1432,618579,2951237,2250188,237554,327038,136457,,4348250,,3129450,,612600,,375800,,230400,,,2247,1447,3,37389,34759,510,85628,81159,20679,63737,60503,17375,71405,67596,19954,83828,79298,25732,100068,94961,35298,104135,99214,42205,104806,100716,49155,114616,110883,61426,110896,108361,68482,112260,110234,78637,97341,95882,72976,67388,66397,50926,55397,54405,40694,33840,32978,23419,18210,17439,11108
2022-02-16,137,1263328,379,1216611,1445,620024,2953180,2252050,237635,327038,136457,,4348250,,3129450,,612600,,375800,,230400,,,2259,1521,3,37409,34806,511,85656,81199,20856,63750,60527,17485,71418,67632,20065,83834,79313,25837,100072,94976,35407,104144,99237,42316,104812,100742,49312,114622,110909,61582,110901,108380,68610,112263,110247,78737,97345,95886,73040,67389,66398,50961,55398,54413,40737,33843,32980,23444,18213,17445,11121
2022-02-17,141,1263469,368,1216979,1790,621814,2955438,2254204,237739,327038,136457,,4348250,,3129450,,612600,,375800,,230400,,,2269,1542,3,37429,34865,515,85690,81239,21052,63764,60556,17601,71424,67661,20166,83847,79347,25963,100080,94995,35534,104153,99260,42508,104818,100768,49531,114625,110926,61763,110909,108399,68781,112267,110264,78871,97346,95892,73112,67392,66404,51018,55400,54424,40787,33843,32987,23471,18213,17450,11138
2022-02-18,144,1263613,357,1217336,1820,623634,2957708,2256339,237874,327038,136457,,4348250,,3129450,,612600,,375800,,230400,,,2271,1553,3,37447,34908,518,85733,81280,21276,63785,60590,17741,71430,67692,20279,83853,79371,26084,100095,95028,35672,104162,99289,42670,104824,100796,49765,114629,110946,61982,110915,108412,68943,112270,110277,78973,97348,95899,73172,67394,66411,51063,55400,54435,40833,33844,32996,23498,18213,17453,11162
2022-02-19,18,1263631,39,1217375,251,623885,2958009,2256622,237892,327038,136457,,4348250,,3129450,,612600,,375800,,230400,,,2271,1553,3,37448,34915,518,85737,81283,21309,63787,60594,17775,71432,67696,20299,83854,79374,26101,100097,95033,35699,104163,99290,42695,104824,100801,49793,114631,110949,62017,110917,108413,68956,112271,110277,78979,97348,95900,73178,67394,66413,51066,55400,54435,40835,33844,32996,23499,18213,17453,11163
2022-02-20,4,1263635,2,1217377,17,623902,2958028,2256641,237892,327038,136457,,4348250,,3129450,,612600,,375800,,230400,,,2271,1553,3,37448,34915,518,85737,81283,21311,63787,60594,17776,71432,67696,20301,83854,79375,26101,100097,95033,35701,104163,99290,42697,104828,100802,49797,114631,110949,62019,110917,108413,68957,112271,110277,78979,97348,95900,73178,67394,66413,51067,55400,54435,40835,33844,32996,23499,18213,17453,11163
2022-02-21,35,1263670,85,1217462,558,624460,2958693,2257281,237917,327038,136457,,4420070,71820,3201270,,612600,,375800,,230400,,,2271,1553,3,37451,34926,518,85749,81293,21375,63791,60602,17806,71437,67703,20330,83855,79381,26138,100098,95037,35765,104165,99300,42741,104830,100810,49853,114631,110952,62072,110919,108418,69003,112272,110284,79019,97348,95903,73210,67394,66414,51083,55402,54436,40855,33844,32996,23519,18213,17454,11170
2022-02-22,39,1263709,108,1217570,485,624945,2959315,2257880,237940,327038,136457,,4420070,,3201270,,612600,,375800,,230400,,,2271,1558,3,37454,34936,518,85755,81298,21428,63796,60608,17831,71439,67713,20351,83861,79392,26188,100103,95047,35815,104167,99308,42784,104831,100821,49901,114634,110965,62135,110920,108423,69046,112273,110286,79049,97348,95905,73233,67395,66414,51094,55403,54442,40865,33844,32999,23527,18215,17455,11177
2022-02-23,50,1263759,182,1217752,884,625829,2960420,2258921,238003,327039,136457,,4420070,,3201270,,612600,,375800,,230400,,,2273,1577,3,37462,34955,518,85761,81312,21496,63804,60621,17879,71442,67725,20402,83863,79410,26257,100108,95061,35894,104173,99317,42889,104831,100834,49987,114634,110983,62246,110921,108432,69139,112275,110292,79110,97348,95908,73278,67398,66418,51115,55403,54446,40884,33846,33003,23541,18217,17458,11191
2022-02-24,61,1263820,192,1217944,860,626689,2961520,2259981,238043,327039,136457,,4420070,,3201270,,612600,,375800,,230400,,,2273,1582,3,37470,34981,521,85766,81335,21572,63817,60632,17932,71445,67740,20455,83871,79422,26319,100112,95077,35964,104179,99330,42968,104835,100846,50085,114638,110999,62348,110923,108445,69206,112277,110301,79178,97348,95912,73318,67399,66426,51147,55404,54451,40911,33846,33006,23559,18217,17459,11203
2022-02-25,76,1263896,190,1218134,954,627643,2962705,2261110,238098,327039,136458,,4450070,,3201270,30000,642600,,375800,,230400,,,2275,1587,3,37480,34993,522,85786,81357,21655,63823,60650,17997,71454,67755,20506,83878,79441,26373,100114,95096,36050,104182,99346,43082,104838,100864,50197,114642,111007,62451,110925,108455,69289,112277,110309,79222,97349,95916,73358,67401,66431,51184,55406,54456,40936,33848,33009,23592,18218,17462,11226
2022-02-26,6,1263902,5,1218139,69,627712,2962780,2261185,238098,327039,136458,,4450070,,3201270,,642600,,375800,,230400,,,2275,1587,3,37480,34993,522,85786,81357,21665,63824,60650,18003,71458,67755,20514,83878,79443,26380,100114,95098,36053,104182,99346,43088,104839,100864,50213,114642,111008,62457,110925,108455,69293,112277,110309,79223,97349,95916,73359,67401,66431,51184,55406,54456,40936,33848,33009,23592,18218,17462,11227
2022-02-27,,1263902,6,1218145,13,627725,2962799,2261204,238098,327039,136458,,4450070,,3201270,,642600,,375800,,230400,,,2275,1587,3,37480,34994,522,85786,81360,21668,63824,60650,18003,71458,67755,20516,83878,79443,26380,100114,95099,36054,104182,99347,43092,104839,100864,50214,114642,111008,62458,110925,108455,69294,112277,110309,79223,97349,95916,73359,67401,66431,51184,55406,54456,40936,33848,33009,23592,18218,17462,11227
2022-02-28,24,1263926,56,1218201,331,628056,2963200,2261583,238120,327039,136458,,4450070,,3201270,,642600,,375800,,230400,,,2277,1591,3,37482,35002,522,85794,81366,21704,63828,60652,18027,71458,67760,20540,83881,79447,26401,100115,95103,36085,104183,99357,43127,104840,100869,50249,114644,111011,62505,110925,108457,69324,112277,110310,79240,97349,95917,73367,67401,66432,51187,55406,54456,40945,33848,33009,23598,18218,17462,11232
2022-03-01,22,1263948,88,1218289,236,628292,2963537,2261915,238125,327039,136458,,4486070,,3201270,,642600,,375800,,230400,36000,36000,2279,1591,3,37482,35007,523,85797,81379,21718,63830,60665,18044,71460,67770,20563,83884,79456,26418,100120,95113,36120,104185,99361,43144,104841,100875,50275,114645,111018,62534,110926,108461,69346,112277,110311,79251,97349,95919,73377,67401,66434,51194,55406,54456,40947,33848,33009,23603,18218,17464,11232
2022-03-02,64,1264012,123,1218412,679,628971,2964389,2262690,238201,327040,136458,,4486070,,3201270,,642600,,375800,,230400,,36000,2288,1603,3,37486,35020,523,85807,81393,21784,63839,60676,18100,71468,67778,20608,83885,79465,26457,100120,95123,36176,104192,99367,43215,104846,100881,50354,114647,111022,62611,110929,108466,69408,112278,110318,79296,97350,95923,73415,67401,66441,51202,55408,54458,40969,33850,33012,23611,18218,17466,11239
2022-03-03,48,1264060,142,1218554,586,629557,2965154,2263439,238216,327040,136458,1,4486070,,3201270,,642600,,375800,,230400,,36000,2290,1624,3,37492,35045,526,85810,81405,21829,63846,60689,18136,71472,67788,20643,83887,79473,26500,100123,95135,36215,104195,99373,43289,104849,100888,50411,114653,111031,62688,110930,108470,69455,112279,110322,79324,97350,95925,73438,67403,66444,51225,55409,54458,40994,33853,33014,23627,18219,17470,11254
2022-03-04,46,1264106,129,1218683,678,630235,2965987,2264207,238280,327040,136458,2,4486070,,3201270,,642600,,375800,,230400,,36000,2290,1626,3,37494,35059,537,85819,81420,21894,63851,60696,18183,71475,67800,20693,83890,79482,26543,100130,95145,36279,104198,99388,43362,104853,100895,50475,114657,111042,62770,110931,108479,69517,112282,110328,79364,97350,95927,73462,67403,66447,51236,55410,54462,41015,33853,33014,23640,18220,17473,11262
2022-03-05,2,1264108,11,1218694,56,630291,2966056,2264276,238280,327040,136458,2,4486070,,3201270,,642600,,375800,,230400,,36000,2290,1626,3,37494,35060,543,85820,81422,21899,63851,60697,18186,71475,67802,20697,83890,79484,26548,100130,95146,36290,104198,99390,43367,104853,100895,50481,114658,111042,62774,110931,108479,69519,112282,110328,79365,97350,95927,73463,67403,66447,51238,55410,54462,41016,33853,33014,23640,18220,17473,11262
2022-03-06,,1264108,1,1218695,10,630301,2966067,2264287,238280,327040,136458,2,4486070,,3201270,,642600,,375800,,230400,,36000,2290,1626,3,37494,35060,543,85820,81422,21899,63851,60697,18188,71475,67803,20698,83890,79484,26549,100130,95146,36290,104198,99390,43369,104853,100895,50482,114658,111042,62776,110931,108479,69519,112282,110328,79365,97350,95927,73463,67403,66447,51238,55410,54462,41016,33853,33014,23641,18220,17473,11262
2022-03-07,12,1264120,56,1218751,270,630571,2966403,2264615,238288,327040,136458,2,4553120,67050,3268320,,642600,,375800,,230400,,36000,2290,1628,3,37496,35065,546,85826,81433,21920,63853,60701,18217,71475,67809,20717,83890,79486,26569,100130,95152,36320,104198,99394,43402,104855,100898,50508,114658,111047,62809,110931,108481,69538,112282,110331,79386,97350,95928,73474,67403,66447,51239,55410,54462,41018,33853,33015,23642,18220,17474,11263
2022-03-08,23,1264143,153,1218904,277,630848,2966851,2265061,238290,327040,136458,2,4553120,,3268320,,642600,,375800,,230400,,36000,2290,1640,3,37500,35078,551,85831,81443,21948,63854,60721,18242,71478,67821,20733,83890,79507,26590,100134,95169,36338,104198,99408,43441,104857,100907,50532,114659,111056,62836,110934,108486,69555,112282,110336,79396,97350,95930,73495,67403,66449,51248,55410,54463,41023,33853,33016,23649,18220,17474,11268
2022-03-09,48,1264191,129,1219033,662,631510,2967680,2265828,238341,327040,136458,13,4577120,,3268320,,642600,,375800,,230400,24000,60000,2293,1649,3,37505,35094,572,85834,81455,22000,63857,60726,18288,71482,67843,20777,83895,79514,26631,100141,95176,36417,104200,99416,43509,104859,100915,50611,114660,111061,62901,110938,108488,69621,112285,110342,79436,97352,95939,73510,67405,66451,51257,55410,54466,41037,33854,33021,23664,18221,17477,11276
2022-03-10,45,1264236,135,1219168,443,631953,2968297,2266436,238350,327040,136458,13,4577120,,3268320,,642600,,375800,,230400,,60000,2301,1676,4,37510,35112,578,85839,81459,22033,63862,60734,18323,71483,67853,20802,83895,79531,26655,100141,95188,36455,104203,99425,43557,104861,100921,50648,114662,111071,62947,110945,108491,69666,112287,110344,79469,97354,95941,73537,67405,66451,51271,55411,54470,41050,33855,33023,23677,18222,17478,11281
2022-03-11,39,1264275,90,1219258,684,632637,2969100,2267141,238445,327040,136458,16,4577120,,3268320,,642600,,375800,,230400,,60000,2302,1678,4,37513,35118,586,85845,81473,22087,63866,60742,18376,71486,67856,20849,83897,79538,26721,100146,95198,36527,104206,99429,43626,104862,100932,50718,114666,111076,63025,110947,108497,69727,112288,110350,79509,97355,95946,73558,67405,66452,51290,55411,54470,41061,33857,33024,23686,18223,17479,11287
2022-03-12,1,1264276,12,1219270,59,632696,2969172,2267206,238452,327040,136458,16,4577120,,3268320,,642600,,375800,,230400,,60000,2302,1678,4,37513,35121,586,85845,81476,22095,63866,60742,18384,71486,67858,20853,83897,79539,26727,100146,95199,36536,104206,99429,43631,104862,100932,50721,114666,111077,63028,110947,108497,69729,112289,110350,79512,97355,95946,73562,67405,66452,51292,55411,54470,41063,33857,33024,23686,18223,17480,11287
2022-03-13,,1264276,1,1219271,10,632706,2969183,2267217,238452,327040,136458,16,4577120,,3268320,,642600,,375800,,230400,,60000,2302,1678,4,37513,35121,586,85845,81476,22097,63866,60742,18386,71486,67858,20853,83897,79539,26728,100146,95200,36537,104206,99429,43631,104862,100932,50723,114666,111077,63029,110947,108497,69730,112289,110350,79512,97355,95946,73562,67405,66452,51292,55411,54470,41063,33857,33024,23686,18223,17480,11287
2022-03-14,18,1264294,38,1219309,259,632965,2969493,2267517,238462,327040,136458,16,4654340,77220,3345540,,642600,,375800,,230400,,60000,2303,1678,4,37515,35124,594,85849,81481,22113,63870,60746,18398,71486,67861,20874,83898,79539,26753,100150,95206,36565,104206,99434,43660,104862,100934,50764,114668,111081,63056,110947,108499,69749,112289,110351,79527,97355,95948,73569,67405,66453,51295,55411,54470,41067,33857,33024,23690,18223,17480,11287
2022-03-15,37,1264331,71,1219380,465,633430,2970059,2268054,238487,327042,136458,18,4654340,,3345540,,642600,,375800,,230400,,60000,2303,1678,4,37517,35131,601,85853,81487,22140,63873,60750,18435,71489,67869,20914,83904,79544,26803,100158,95211,36606,104209,99441,43717,104862,100941,50814,114669,111087,63109,110948,108504,69792,112289,110357,79550,97357,95950,73586,67406,66454,51307,55412,54470,41072,33858,33024,23692,18224,17482,11288
2022-03-16,35,1264366,96,1219476,706,634136,2970892,2268835,238536,327042,136458,21,4678340,,3345540,,642600,,375800,,230400,24000,84000,2306,1694,4,37524,35138,613,85860,81492,22185,63874,60754,18478,71491,67871,20951,83907,79553,26864,100160,95218,36672,104211,99450,43788,104862,100951,50885,114670,111099,63181,110951,108509,69872,112290,110359,79608,97358,95953,73629,67406,66457,51329,55413,54471,41079,33859,33024,23703,18224,17483,11295
2022-03-17,51,1264417,81,1219557,735,634871,2971746,2269636,238579,327042,136458,31,4678340,,3345540,,642600,,375800,,230400,,84000,2309,1701,4,37531,35146,623,85871,81500,22248,63878,60759,18527,71493,67877,21003,83915,79557,26932,100162,95224,36749,104214,99455,43884,104866,100959,50942,114672,111107,63247,110951,108509,69922,112293,110365,79665,97359,95958,73667,67407,66459,51353,55413,54473,41097,33859,33025,23706,18224,17483,11302
2022-03-18,48,1264465,78,1219635,795,635666,2972657,2270475,238649,327042,136458,33,4678340,,3345540,,642600,,375800,,230400,,84000,2312,1702,4,37538,35155,638,85876,81511,22298,63881,60765,18590,71496,67880,21058,83919,79565,26998,100165,95230,36823,104217,99463,43972,104868,100962,51037,114675,111113,63319,110953,108514,69992,112294,110368,79723,97362,95960,73694,67409,66461,51379,55415,54475,41111,33861,33027,23719,18224,17484,11311
2022-03-19,4,1264469,3,1219638,46,635712,2972710,2270528,238649,327042,136458,33,4678340,,3345540,,642600,,375800,,230400,,84000,2312,1702,4,37541,35155,638,85876,81511,22299,63882,60765,18591,71496,67880,21063,83919,79566,27004,100165,95231,36837,104217,99463,43975,104868,100963,51043,114675,111113,63323,110953,108514,69996,112294,110368,79724,97362,95960,73694,67409,66461,51379,55415,54475,41111,33861,33027,23720,18224,17484,11311
2022-03-20,1,1264470,4,1219642,16,635728,2972731,2270549,238649,327042,136458,33,4678340,,3345540,,642600,,375800,,230400,,84000,2312,1702,4,37541,35155,639,85876,81513,22299,63882,60765,18591,71496,67880,21065,83919,79566,27005,100165,95231,36840,104217,99463,43982,104868,100963,51044,114675,111114,63324,110953,108515,69996,112294,110368,79724,97363,95960,73694,67409,66461,51379,55415,54475,41111,33861,33027,23720,18224,17484,11311
2022-03-21,12,1264482,48,1219690,334,636062,2973123,2270885,238704,327042,136459,33,4755560,77220,3422760,,642600,,375800,,230400,,84000,2312,1703,4,37543,35159,643,85879,81515,22330,63883,60768,18617,71496,67884,21079,83921,79574,27033,100168,95237,36873,104217,99470,44018,104869,100967,51074,114675,111118,63365,110953,108517,70032,112294,110368,79748,97363,95961,73709,67409,66463,51387,55415,54475,41115,33861,33027,23723,18224,17484,11312
2022-03-22,24,1264506,57,1219747,448,636510,2973648,2271394,238718,327042,136459,35,4755560,,3422760,,642600,,375800,,230400,,84000,2313,1703,4,37544,35162,649,85881,81522,22356,63887,60771,18650,71500,67886,21115,83924,79577,27074,100171,95241,36918,104217,99477,44068,104870,100973,51128,114678,111129,63415,110954,108523,70070,112295,110370,79774,97363,95962,73732,67409,66464,51394,55415,54475,41123,33861,33028,23728,18224,17484,11312
2022-03-23,56,1264562,94,1219841,864,637374,2974648,2272353,238759,327042,136459,35,4755560,,3422760,,642600,,375800,,230400,,84000,2313,1705,4,37551,35170,658,85885,81528,22408,63898,60780,18703,71503,67897,21168,83929,79583,27148,100177,95250,37016,104220,99488,44163,104874,100978,51201,114678,111138,63497,110957,108525,70148,112295,110374,79841,97365,95965,73782,67413,66466,51422,55417,54476,41143,33861,33032,23745,18226,17486,11327
2022-03-24,40,1264602,80,1219921,778,638152,2975529,2273163,238824,327043,136459,40,4755560,,3422760,,642600,,375800,,230400,,84000,2313,1711,4,37558,35183,681,85893,81533,22470,63903,60784,18759,71504,67904,21223,83930,79589,27205,100182,95252,37099,104224,99494,44241,104877,100984,51276,114679,111147,63576,110959,108528,70196,112295,110377,79884,97366,95966,73825,67413,66468,51448,55417,54482,41170,33861,33032,23757,18228,17487,11338
2022-03-25,50,1264652,75,1219996,747,638899,2976392,2273939,238907,327043,136459,44,4755560,,3422760,,642600,,375800,,230400,,84000,2313,1711,4,37564,35187,687,85894,81539,22540,63903,60790,18797,71506,67908,21275,83933,79596,27264,100188,95259,37180,104226,99503,44348,104883,100991,51335,114684,111155,63648,110960,108538,70252,112301,110378,79925,97372,95967,73865,67417,66469,51477,55417,54484,41187,33863,33033,23765,18228,17488,11350
2022-03-26,2,1264654,4,1220000,29,638928,2976427,2273974,238907,327043,136459,44,4755560,,3422760,,642600,,375800,,230400,,84000,2313,1711,4,37564,35187,687,85894,81539,22543,63903,60791,18800,71506,67908,21279,83933,79596,27266,100188,95259,37185,104226,99504,44350,104885,100992,51338,114684,111156,63652,110960,108538,70253,112301,110378,79927,97372,95967,73865,67417,66469,51477,55417,54484,41187,33863,33033,23765,18228,17488,11350
2022-03-27,,1264654,3,1220003,13,638941,2976443,2273990,238907,327043,136459,44,4755560,,3422760,,642600,,375800,,230400,,84000,2313,1711,4,37564,35187,687,85894,81539,22544,63903,60792,18801,71506,67909,21282,83933,79596,27268,100188,95260,37186,104226,99504,44352,104885,100992,51341,114684,111156,63652,110960,108538,70253,112301,110378,79927,97372,95967,73865,67417,66469,51477,55417,54484,41187,33863,33033,23765,18228,17488,11350
2022-03-28,17,1264671,27,1220030,298,639239,2976781,2274321,238914,327043,136459,44,4785560,,3422760,30000,672600,,375800,,230400,,84000,2313,1711,4,37566,35189,696,85896,81544,22569,63903,60796,18825,71510,67910,21301,83934,79600,27295,100189,95261,37212,104228,99505,44386,104885,100997,51381,114685,111157,63684,110961,108540,70275,112302,110378,79940,97373,95968,73873,67417,66469,51482,55418,54484,41193,33863,33033,23772,18228,17488,11351
2022-03-29,20,1264691,47,1220077,370,639609,2977211,2274748,238917,327043,136459,44,4785560,,3422760,,672600,,375800,,230400,,84000,2313,1711,4,37569,35194,713,85898,81551,22606,63904,60798,18859,71513,67913,21330,83935,79602,27326,100191,95265,37250,104231,99508,44426,104886,101002,51413,114686,111162,63718,110964,108544,70299,112302,110380,79960,97373,95968,73888,67417,66470,51488,55418,54487,41203,33863,33033,23775,18228,17489,11351
2022-03-30,37,1264728,79,1220156,690,640299,2978014,2275507,238957,327043,136459,48,4785560,,3422760,,672600,,375800,,230400,,84000,2315,1717,4,37572,35204,728,85902,81553,22647,63907,60809,18903,71516,67918,21383,83940,79606,27375,100196,95270,37330,104232,99518,44518,104889,101008,51486,114688,111164,63783,110966,108549,70355,112304,110386,79998,97373,95971,73916,67417,66471,51511,55419,54487,41220,33863,33035,23784,18229,17490,11358
2022-03-31,29,1264757,56,1220212,726,641025,2978774,2276257,238958,327043,136461,55,4785560,,3422760,,672600,,375800,,230400,,84000,2316,1720,4,37575,35210,743,85904,81557,22706,63909,60816,18956,71519,67920,21442,83941,79612,27433,100201,95277,37392,104237,99521,44603,104891,101017,51575,114690,111165,63837,110966,108552,70421,112305,110387,80040,97373,95972,73947,67417,66472,51530,55421,54489,41238,33863,33035,23791,18229,17490,11367
2022-04-01,41,1264798,74,1220286,667,641692,2979547,2276964,239019,327043,136461,60,4785560,,3422760,,672600,,375800,,230400,,84000,2316,1720,4,37581,35213,755,85912,81566,22765,63912,60819,19013,71522,67927,21485,83945,79624,27489,100203,95284,37455,104240,99527,44668,104894,101019,51632,114690,111174,63889,110968,108558,70489,112308,110390,80090,97373,95975,73972,67419,66473,51542,55423,54489,41264,33863,33037,23802,18229,17491,11378
2022-04-02,3,1264801,4,1220290,36,641728,2979589,2277006,239019,327043,136461,60,4785560,,3422760,,672600,,375800,,230400,,84000,2316,1720,4,37581,35214,755,85912,81567,22770,63912,60819,19021,71522,67927,21488,83946,79624,27492,100203,95284,37461,104241,99528,44672,104894,101020,51633,114690,111174,63891,110969,108558,70490,112308,110390,80091,97373,95975,73974,67419,66473,51542,55423,54489,41264,33863,33037,23802,18229,17491,11378
2022-04-03,,1264801,1,1220291,15,641743,2979605,2277022,239019,327043,136461,60,4785560,,3422760,,672600,,375800,,230400,,84000,2316,1720,4,37581,35214,755,85912,81567,22772,63912,60820,19022,71522,67927,21489,83946,79624,27494,100203,95284,37462,104241,99528,44674,104894,101020,51636,114690,111174,63891,110969,108558,70492,112308,110390,80091,97373,95975,73975,67419,66473,51542,55423,54489,41264,33863,33037,23802,18229,17491,11378
2022-04-04,11,1264812,32,1220323,343,642086,2979987,2277376,239047,327043,136461,60,4785560,,3422760,,672600,,375800,,230400,,84000,2316,1720,4,37581,35217,758,85914,81569,22813,63912,60826,19049,71524,67929,21510,83948,79626,27518,100204,95287,37496,104241,99531,44709,104897,101023,51673,114691,111179,63932,110969,108560,70523,112308,110391,80115,97373,95975,73984,67419,66473,51553,55423,54489,41267,33863,33037,23803,18229,17491,11379
2022-04-05,17,1264829,46,1220369,385,642471,2980431,2277800,239067,327043,136461,60,4785560,,3422760,,672600,,375800,,230400,,84000,2316,1723,4,37581,35220,770,85920,81573,22854,63916,60827,19072,71525,67931,21537,83949,79633,27544,100206,95294,37537,104243,99532,44754,104897,101029,51715,114691,111183,63965,110969,108563,70558,112308,110392,80132,97374,95977,73995,67419,66475,51569,55423,54489,41278,33863,33037,23808,18229,17491,11379
