sewage.date,sewage.station,sewage.genome,sewage.ratio,sewage.region
2023-08-28,ČN Koper,Drugo,0.0018,kp
2023-08-28,ČN Koper,Omikron,0.0012,kp
2023-08-28,ČN Koper,XBB* (XBB.X),0.0014,kp
2023-08-28,ČN Koper,XBB.1.16* [Omikron (XBB.1.16.X)],0.0034,kp
2023-08-28,ČN Koper,XBB.1.9* [Omikron (XBB.1.9.X)],0.9922,kp
2023-09-03,CČN Ljubljana,Drugo,0.0039,lj
2023-09-03,CČN Ljubljana,XBB* (XBB.X),0.3,lj
2023-09-03,CČN Ljubljana,XBB.1.16* [Omikron (XBB.1.16.X)],0.0091,lj
2023-09-03,CČN Ljubljana,XBB.1.9* [Omikron (XBB.1.9.X)],0.3745,lj
2023-09-03,CČN Ljubljana,XBB.2.3* [Omikron (XBB.2.3.X)],0.3125,lj
2023-09-03,CČN Murska Sobota,Drugo,0.0112,ms
2023-09-03,CČN Murska Sobota,EG.5.1,0.00335969,ms
2023-09-03,CČN Murska Sobota,EG.5.1.3,0.00454545,ms
2023-09-03,CČN Murska Sobota,XBB* (XBB.X),0.1844,ms
2023-09-03,CČN Murska Sobota,XBB.1.16* [Omikron (XBB.1.16.X)],0.0017,ms
2023-09-03,CČN Murska Sobota,XBB.1.5* [Omikron (XBB.1.5.X)],0.4181,ms
2023-09-03,CČN Murska Sobota,XBB.1.9* [Omikron (XBB.1.9.X)],0.10159486,ms
2023-09-03,CČN Murska Sobota,XBB.2.3* [Omikron (XBB.2.3.X)],0.2743,ms
2023-09-03,ČN Kranj,Drugo,0.0036,kr
2023-09-03,ČN Kranj,EG.5.1.3,0.4963942,kr
2023-09-03,ČN Kranj,EG.5.1.6,0.0192308,kr
2023-09-03,ČN Kranj,XBB* (XBB.X),0.1952,kr
2023-09-03,ČN Kranj,XBB.1.16* [Omikron (XBB.1.16.X)],0.0312,kr
2023-09-03,ČN Kranj,XBB.1.9* [Omikron (XBB.1.9.X)],0.116075,kr
2023-09-03,ČN Kranj,XBB.2.3* [Omikron (XBB.2.3.X)],0.1377,kr
2023-09-03,ČN Nova Gorica,Drugo,0.0313,ng
2023-09-03,ČN Nova Gorica,EG.5.1,0.0255102,ng
2023-09-03,ČN Nova Gorica,Omikron,0.005,ng
2023-09-03,ČN Nova Gorica,XBB* (XBB.X),0.0922,ng
2023-09-03,ČN Nova Gorica,XBB.1.16* [Omikron (XBB.1.16.X)],0.3983,ng
2023-09-03,ČN Nova Gorica,XBB.1.5* [Omikron (XBB.1.5.X)],0.0226,ng
2023-09-03,ČN Nova Gorica,XBB.1.9* [Omikron (XBB.1.9.X)],0.3757898,ng
2023-09-03,ČN Nova Gorica,XBB.2.3* [Omikron (XBB.2.3.X)],0.0485,ng
2023-09-04,CČN Brežice,Drugo,0.0016,kk
2023-09-04,CČN Brežice,Omikron,0.0014,kk
2023-09-04,CČN Brežice,XBB* (XBB.X),0.0342,kk
2023-09-04,CČN Brežice,XBB.1.16* [Omikron (XBB.1.16.X)],0.6291,kk
2023-09-04,CČN Brežice,XBB.1.9* [Omikron (XBB.1.9.X)],0.3336,kk
2023-09-04,CČN Litija in Šmartno pri Litiji,Drugo,0.0032,za
2023-09-04,CČN Litija in Šmartno pri Litiji,XBB* (XBB.X),0.3525,za
2023-09-04,CČN Litija in Šmartno pri Litiji,XBB.1.16* [Omikron (XBB.1.16.X)],0.4407,za
2023-09-04,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.0027,za
2023-09-04,CČN Litija in Šmartno pri Litiji,XBB.1.9* [Omikron (XBB.1.9.X)],0.1987,za
2023-09-04,CČN Zagorje,EG.5,0.169368,za
2023-09-04,CČN Zagorje,EG.5.1,0.47271927,za
2023-09-04,CČN Zagorje,EG.5.1.2,0.00362319,za
2023-09-04,CČN Zagorje,EG.5.1.4,0.0120482,za
2023-09-04,CČN Zagorje,EG.5.1.6,0.00431034,za
2023-09-04,CČN Zagorje,XBB* (XBB.X),0.1203,za
2023-09-04,CČN Zagorje,XBB.1.16* [Omikron (XBB.1.16.X)],0.0075,za
2023-09-04,CČN Zagorje,XBB.1.9* [Omikron (XBB.1.9.X)],0.0102309999999999,za
2023-09-04,CČN Zagorje,XBB.2.3* [Omikron (XBB.2.3.X)],0.2,za
2023-09-04,OČN Šaleške doline,Drugo,0.0017,ce
2023-09-04,OČN Šaleške doline,XBB* (XBB.X),0.0164,ce
2023-09-04,OČN Šaleške doline,XBB.1.16* [Omikron (XBB.1.16.X)],0.9787,ce
2023-09-04,OČN Šaleške doline,XBB.1.9* [Omikron (XBB.1.9.X)],0.0026,ce
2023-09-10,CČN Murska Sobota,Drugo,0.0126,ms
2023-09-10,CČN Murska Sobota,EG.5.1,0.00310012,ms
2023-09-10,CČN Murska Sobota,XBB* (XBB.X),0.2716,ms
2023-09-10,CČN Murska Sobota,XBB.1.16* [Omikron (XBB.1.16.X)],0.1111,ms
2023-09-10,CČN Murska Sobota,XBB.1.5* [Omikron (XBB.1.5.X)],0.0076,ms
2023-09-10,CČN Murska Sobota,XBB.1.9* [Omikron (XBB.1.9.X)],0.59269988,ms
2023-09-10,ČN Kranj,EG.5.1,0.13896696,kr
2023-09-10,ČN Kranj,XBB* (XBB.X),0.5628,kr
2023-09-10,ČN Kranj,XBB.1.5* [Omikron (XBB.1.5.X)],0.1158,kr
2023-09-10,ČN Kranj,XBB.1.9* [Omikron (XBB.1.9.X)],0.11103304,kr
2023-09-10,ČN Kranj,XBB.2.3* [Omikron (XBB.2.3.X)],0.0714,kr
2023-09-10,ČN Nova Gorica,Drugo,0.0033,ng
2023-09-10,ČN Nova Gorica,EG.5.1.1,0.083762,ng
2023-09-10,ČN Nova Gorica,EG.5.1.4,0.0154736,ng
2023-09-10,ČN Nova Gorica,Epsilon,0.001,ng
2023-09-10,ČN Nova Gorica,XBB* (XBB.X),0.2991,ng
2023-09-10,ČN Nova Gorica,XBB.1.16* [Omikron (XBB.1.16.X)],0.1754,ng
2023-09-10,ČN Nova Gorica,XBB.1.9* [Omikron (XBB.1.9.X)],0.3713644,ng
2023-09-10,ČN Nova Gorica,XBB.2.3* [Omikron (XBB.2.3.X)],0.0506,ng
2023-09-11,CČN Brežice,XBB.1.5* [Omikron (XBB.1.5.X)],0.9953,kk
2023-09-11,CČN Brežice,XBB.1.9* [Omikron (XBB.1.9.X)],0.0043,kk
2023-09-11,CČN Litija in Šmartno pri Litiji,EG.5.1.3,0.125,za
2023-09-11,CČN Litija in Šmartno pri Litiji,XBB* (XBB.X),0.8279,za
2023-09-11,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.0065,za
2023-09-11,CČN Litija in Šmartno pri Litiji,XBB.1.9* [Omikron (XBB.1.9.X)],0.0406,za
2023-09-11,CČN Trbovlje,Drugo,0.0068,za
2023-09-11,CČN Trbovlje,Omikron,0.0046,za
2023-09-11,CČN Trbovlje,XBB* (XBB.X),0.1942,za
2023-09-11,CČN Trbovlje,XBB.1.16* [Omikron (XBB.1.16.X)],0.2805,za
2023-09-11,CČN Trbovlje,XBB.2.3* [Omikron (XBB.2.3.X)],0.5139,za
2023-09-11,CČN Zagorje,Drugo,0.0018,za
2023-09-11,CČN Zagorje,Omikron,0.0014,za
2023-09-11,CČN Zagorje,XBB* (XBB.X),0.1823,za
2023-09-11,CČN Zagorje,XBB.1.9* [Omikron (XBB.1.9.X)],0.2758,za
2023-09-11,CČN Zagorje,XBB.2.3* [Omikron (XBB.2.3.X)],0.5366,za
2023-09-11,OČN Šaleške doline,Drugo,0.0046,ce
2023-09-11,OČN Šaleške doline,EG.5.1.1,0.09620426,ce
2023-09-11,OČN Šaleške doline,EG.5.1.4,0.162281,ce
2023-09-11,OČN Šaleške doline,EG.5.1.6,0.0886199,ce
2023-09-11,OČN Šaleške doline,XBB* (XBB.X),0.0751,ce
2023-09-11,OČN Šaleške doline,XBB.1.16* [Omikron (XBB.1.16.X)],0.2237,ce
2023-09-11,OČN Šaleške doline,XBB.1.5* [Omikron (XBB.1.5.X)],0.1655,ce
2023-09-11,OČN Šaleške doline,XBB.1.9* [Omikron (XBB.1.9.X)],0.0628948399999999,ce
2023-09-11,OČN Šaleške doline,XBB.2.3* [Omikron (XBB.2.3.X)],0.1205,ce
2023-09-17,CČN Murska Sobota,Drugo,0.0155,ms
2023-09-17,CČN Murska Sobota,EG.5.1.3,0.72295421,ms
2023-09-17,CČN Murska Sobota,Omikron,0.004,ms
2023-09-17,CČN Murska Sobota,XBB* (XBB.X),0.1076,ms
2023-09-17,CČN Murska Sobota,XBB.1.16* [Omikron (XBB.1.16.X)],0.15,ms
2023-09-17,CČN Murska Sobota,XBB.1.9* [Omikron (XBB.1.9.X)],4.5789999999934494e-05,ms
2023-09-18,CČN Litija in Šmartno pri Litiji,Drugo,0.0099,za
2023-09-18,CČN Litija in Šmartno pri Litiji,EG.5.1,0.07902572,za
2023-09-18,CČN Litija in Šmartno pri Litiji,EG.5.1.2,0.00416667,za
2023-09-18,CČN Litija in Šmartno pri Litiji,EG.5.1.4,0.00492611,za
2023-09-18,CČN Litija in Šmartno pri Litiji,Omikron,0.0015,za
2023-09-18,CČN Litija in Šmartno pri Litiji,XBB* (XBB.X),0.0142,za
2023-09-18,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.8829,za
2023-09-18,CČN Litija in Šmartno pri Litiji,XBB.1.9* [Omikron (XBB.1.9.X)],0.0033815,za
2023-09-18,CČN Trbovlje,Omikron,0.0132,za
2023-09-18,CČN Trbovlje,XBB* (XBB.X),0.0203,za
2023-09-18,CČN Trbovlje,XBB.1.16* [Omikron (XBB.1.16.X)],0.4037,za
2023-09-18,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.1992,za
2023-09-18,CČN Trbovlje,XBB.1.9* [Omikron (XBB.1.9.X)],0.3636,za
2023-09-25,CČN Brežice,Drugo,0.0081,kk
2023-09-25,CČN Brežice,EG.5.1.3,0.00140056,kk
2023-09-25,CČN Brežice,XBB* (XBB.X),0.0578,kk
2023-09-25,CČN Brežice,XBB.1.16* [Omikron (XBB.1.16.X)],0.1052,kk
2023-09-25,CČN Brežice,XBB.1.5* [Omikron (XBB.1.5.X)],0.1661,kk
2023-09-25,CČN Brežice,XBB.1.9* [Omikron (XBB.1.9.X)],0.53549944,kk
2023-09-25,CČN Brežice,XBB.2.3* [Omikron (XBB.2.3.X)],0.1254,kk
2023-09-25,CČN Litija in Šmartno pri Litiji,Drugo,0.004,za
2023-09-25,CČN Litija in Šmartno pri Litiji,EG.5.1,0.45060943,za
2023-09-25,CČN Litija in Šmartno pri Litiji,EG.5.1.1,0.00122281,za
2023-09-25,CČN Litija in Šmartno pri Litiji,EG.5.1.3,0.00393701,za
2023-09-25,CČN Litija in Šmartno pri Litiji,XBB* (XBB.X),0.0026,za
2023-09-25,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.1612,za
2023-09-25,CČN Litija in Šmartno pri Litiji,XBB.1.9* [Omikron (XBB.1.9.X)],0.37483075,za
2023-09-25,CČN Postojna,Drugo,0.0034,po
2023-09-25,CČN Postojna,EG.5.1.4,0.00421941,po
2023-09-25,CČN Postojna,Omikron,0.0022,po
2023-09-25,CČN Postojna,XBB* (XBB.X),0.1094,po
2023-09-25,CČN Postojna,XBB.1.5* [Omikron (XBB.1.5.X)],0.0684,po
2023-09-25,CČN Postojna,XBB.1.9* [Omikron (XBB.1.9.X)],-1.9410000000000087e-05,po
2023-09-25,CČN Postojna,XBB.2.3* [Omikron (XBB.2.3.X)],0.812,po
2023-09-25,CČN Zagorje,Drugo,0.0049,za
2023-09-25,CČN Zagorje,EG.5.1,0.47608661,za
2023-09-25,CČN Zagorje,EG.5.1.3,0.00557103,za
2023-09-25,CČN Zagorje,EG.5.1.4,0.00363636,za
2023-09-25,CČN Zagorje,Omikron,0.0015,za
2023-09-25,CČN Zagorje,XBB* (XBB.X),0.1474,za
2023-09-25,CČN Zagorje,XBB.1.16* [Omikron (XBB.1.16.X)],0.0314,za
2023-09-25,CČN Zagorje,XBB.1.5* [Omikron (XBB.1.5.X)],0.0032,za
2023-09-25,CČN Zagorje,XBB.1.9* [Omikron (XBB.1.9.X)],0.3186059999999999,za
2023-09-25,CČN Zagorje,XBB.2.3* [Omikron (XBB.2.3.X)],0.0075,za
2023-09-25,ČN Kranj,Drugo,0.0036,kr
2023-09-25,ČN Kranj,EG.5.1.3,0.497585,kr
2023-09-25,ČN Kranj,Omikron,0.0027,kr
2023-09-25,ČN Kranj,XBB* (XBB.X),0.055,kr
2023-09-25,ČN Kranj,XBB.1.5* [Omikron (XBB.1.5.X)],0.0076,kr
2023-09-25,ČN Kranj,XBB.1.9* [Omikron (XBB.1.9.X)],0.427715,kr
2023-09-25,ČN Kranj,XBB.2.3* [Omikron (XBB.2.3.X)],0.0051,kr
2023-10-02,CČN Ljubljana,EG.5.1,0.10697299,lj
2023-10-02,CČN Ljubljana,EG.5.1.1,0.09759262,lj
2023-10-02,CČN Ljubljana,EG.5.1.3,0.186667,lj
2023-10-02,CČN Ljubljana,XBB* (XBB.X),0.0119,lj
2023-10-02,CČN Ljubljana,XBB.1.16* [Omikron (XBB.1.16.X)],0.0714,lj
2023-10-02,CČN Ljubljana,XBB.1.5* [Omikron (XBB.1.5.X)],0.0514,lj
2023-10-02,CČN Ljubljana,XBB.1.9* [Omikron (XBB.1.9.X)],0.47396739,lj
2023-10-02,ČN Kranj,Drugo,0.0022,kr
2023-10-02,ČN Kranj,EG.5.1,0.176463,kr
2023-10-02,ČN Kranj,EG.5.1.1,0.01377807,kr
2023-10-02,ČN Kranj,XBB* (XBB.X),0.2238,kr
2023-10-02,ČN Kranj,XBB.1.16* [Omikron (XBB.1.16.X)],0.4074,kr
2023-10-02,ČN Kranj,XBB.1.5* [Omikron (XBB.1.5.X)],0.0089,kr
2023-10-02,ČN Kranj,XBB.1.9* [Omikron (XBB.1.9.X)],0.1667589299999999,kr
2023-10-02,ČN Nova Gorica,CH.1.1* [Omikron (CH.1.1.X)],0.0867,ng
2023-10-02,ČN Nova Gorica,Drugo,0.0296,ng
2023-10-02,ČN Nova Gorica,EG.5.1.1,0.0040528,ng
2023-10-02,ČN Nova Gorica,EG.5.1.3,0.0971035,ng
2023-10-02,ČN Nova Gorica,Omikron,0.0018,ng
2023-10-02,ČN Nova Gorica,XBB* (XBB.X),0.0406,ng
2023-10-02,ČN Nova Gorica,XBB.1.16* [Omikron (XBB.1.16.X)],0.3163,ng
2023-10-02,ČN Nova Gorica,XBB.1.5* [Omikron (XBB.1.5.X)],0.0385,ng
2023-10-02,ČN Nova Gorica,XBB.1.9* [Omikron (XBB.1.9.X)],0.2698437,ng
2023-10-02,ČN Nova Gorica,XBB.2.3* [Omikron (XBB.2.3.X)],0.1141,ng
2023-10-03,CČN Brežice,EG.5.1,0.497738,kk
2023-10-03,CČN Brežice,XBB* (XBB.X),0.013,kk
2023-10-03,CČN Brežice,XBB.1.16* [Omikron (XBB.1.16.X)],0.1111,kk
2023-10-03,CČN Brežice,XBB.1.5* [Omikron (XBB.1.5.X)],0.2028,kk
2023-10-03,CČN Brežice,XBB.1.9* [Omikron (XBB.1.9.X)],0.1659619999999999,kk
2023-10-03,CČN Brežice,XBB.2.3* [Omikron (XBB.2.3.X)],0.0088,kk
2023-10-03,CČN Litija in Šmartno pri Litiji,Drugo,0.0052,za
2023-10-03,CČN Litija in Šmartno pri Litiji,EG.5.1,0.15809904,za
2023-10-03,CČN Litija in Šmartno pri Litiji,EG.5.1.2,0.00298507,za
2023-10-03,CČN Litija in Šmartno pri Litiji,EG.5.1.3,0.192641,za
2023-10-03,CČN Litija in Šmartno pri Litiji,EG.5.1.4,0.0573477,za
2023-10-03,CČN Litija in Šmartno pri Litiji,XBB* (XBB.X),0.063,za
2023-10-03,CČN Litija in Šmartno pri Litiji,XBB.1.16* [Omikron (XBB.1.16.X)],0.212,za
2023-10-03,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.1382,za
2023-10-03,CČN Litija in Šmartno pri Litiji,XBB.1.9* [Omikron (XBB.1.9.X)],0.1690271899999999,za
2023-10-03,CČN Murska Sobota,Drugo,0.0028,ms
2023-10-03,CČN Murska Sobota,XBB.1.16* [Omikron (XBB.1.16.X)],0.9799,ms
2023-10-03,CČN Murska Sobota,XBB.1.9* [Omikron (XBB.1.9.X)],0.0149,ms
2023-10-03,CČN Murska Sobota,XBB.2.3* [Omikron (XBB.2.3.X)],0.0015,ms
2023-10-03,CČN Postojna,Drugo,0.0071,po
2023-10-03,CČN Postojna,EG.5.1,0.37343376,po
2023-10-03,CČN Postojna,EG.5.1.1,0.00212314,po
2023-10-03,CČN Postojna,EG.5.1.6,0.00729927,po
2023-10-03,CČN Postojna,Omikron,0.0011,po
2023-10-03,CČN Postojna,XBB* (XBB.X),0.2487,po
2023-10-03,CČN Postojna,XBB.1.16* [Omikron (XBB.1.16.X)],0.0848,po
2023-10-03,CČN Postojna,XBB.1.5* [Omikron (XBB.1.5.X)],0.0654,po
2023-10-03,CČN Postojna,XBB.1.9* [Omikron (XBB.1.9.X)],0.0069438299999999,po
2023-10-03,CČN Postojna,XBB.2.3* [Omikron (XBB.2.3.X)],0.2028,po
2023-10-03,CČN Slovenj Gradec,Drugo,0.0311,sg
2023-10-03,CČN Slovenj Gradec,EG.5.1.3,0.00190476,sg
2023-10-03,CČN Slovenj Gradec,EG.5.1.6,0.06437747,sg
2023-10-03,CČN Slovenj Gradec,XBB* (XBB.X),0.1064,sg
2023-10-03,CČN Slovenj Gradec,XBB.1.16* [Omikron (XBB.1.16.X)],0.2481,sg
2023-10-03,CČN Slovenj Gradec,XBB.1.5* [Omikron (XBB.1.5.X)],0.2814,sg
2023-10-03,CČN Slovenj Gradec,XBB.1.9* [Omikron (XBB.1.9.X)],0.26611777,sg
2023-10-03,CČN Trbovlje,Drugo,0.0011,za
2023-10-03,CČN Trbovlje,EG.5,0.006656,za
2023-10-03,CČN Trbovlje,EG.5.1.2,0.00181159,za
2023-10-03,CČN Trbovlje,EG.5.1.3,0.0041841,za
2023-10-03,CČN Trbovlje,EG.5.1.4,0.05614949,za
2023-10-03,CČN Trbovlje,XBB.1.16* [Omikron (XBB.1.16.X)],0.361,za
2023-10-03,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.0194,za
2023-10-03,CČN Trbovlje,XBB.1.9* [Omikron (XBB.1.9.X)],0.36149882,za
2023-10-03,CČN Trbovlje,XBB.2.3* [Omikron (XBB.2.3.X)],0.1872,za
2023-10-03,CČN Zagorje,Drugo,0.0016,za
2023-10-03,CČN Zagorje,EG.5,0.075419,za
2023-10-03,CČN Zagorje,EG.5.1,0.16699199,za
2023-10-03,CČN Zagorje,EG.5.1.1,0.00134682,za
2023-10-03,CČN Zagorje,EG.5.1.4,0.03184016,za
2023-10-03,CČN Zagorje,XBB* (XBB.X),0.2802,za
2023-10-03,CČN Zagorje,XBB.1.16* [Omikron (XBB.1.16.X)],0.2405,za
2023-10-03,CČN Zagorje,XBB.1.5* [Omikron (XBB.1.5.X)],0.0077,za
2023-10-03,CČN Zagorje,XBB.1.9* [Omikron (XBB.1.9.X)],0.0258020299999999,za
2023-10-03,CČN Zagorje,XBB.2.3* [Omikron (XBB.2.3.X)],0.1669,za
2023-10-03,OČN Šaleške doline,Drugo,0.0035,ce
2023-10-03,OČN Šaleške doline,EG.5.1.1,0.01867406,ce
2023-10-03,OČN Šaleške doline,EG.5.1.3,0.00969443,ce
2023-10-03,OČN Šaleške doline,EG.5.1.4,0.00117008,ce
2023-10-03,OČN Šaleške doline,Omikron,0.0013,ce
2023-10-03,OČN Šaleške doline,XBB* (XBB.X),0.266,ce
2023-10-03,OČN Šaleške doline,XBB.1.16* [Omikron (XBB.1.16.X)],0.2591,ce
2023-10-03,OČN Šaleške doline,XBB.1.5* [Omikron (XBB.1.5.X)],0.2106,ce
2023-10-03,OČN Šaleške doline,XBB.1.9* [Omikron (XBB.1.9.X)],0.22596143,ce
2023-10-03,OČN Šaleške doline,XBB.2.3* [Omikron (XBB.2.3.X)],0.0021,ce
2023-10-03,ČN Maribor,Drugo,0.0036,mb
2023-10-03,ČN Maribor,EG.5.1,0.2551721,mb
2023-10-03,ČN Maribor,EG.5.1.7,0.0659574,mb
2023-10-03,ČN Maribor,XBB* (XBB.X),0.1925,mb
2023-10-03,ČN Maribor,XBB.1.16* [Omikron (XBB.1.16.X)],0.2241,mb
2023-10-03,ČN Maribor,XBB.1.5* [Omikron (XBB.1.5.X)],0.0027,mb
2023-10-03,ČN Maribor,XBB.1.9* [Omikron (XBB.1.9.X)],0.1989705,mb
2023-10-03,ČN Maribor,XBB.2.3* [Omikron (XBB.2.3.X)],0.0563,mb
2023-10-08,CČN Ljubljana,Drugo,0.003,lj
2023-10-08,CČN Ljubljana,EG.5.1.1,0.06901047,lj
2023-10-08,CČN Ljubljana,EG.5.1.3,0.00384615,lj
2023-10-08,CČN Ljubljana,EG.5.1.6,0.0881055,lj
2023-10-08,CČN Ljubljana,XBB* (XBB.X),0.303,lj
2023-10-08,CČN Ljubljana,XBB.1.16* [Omikron (XBB.1.16.X)],0.045,lj
2023-10-08,CČN Ljubljana,XBB.1.5* [Omikron (XBB.1.5.X)],0.0055,lj
2023-10-08,CČN Ljubljana,XBB.1.9* [Omikron (XBB.1.9.X)],0.4483378799999999,lj
2023-10-08,CČN Ljubljana,XBB.2.3* [Omikron (XBB.2.3.X)],0.0342,lj
2023-10-08,ČN Domžale Kamnik,Drugo,0.0035,lj
2023-10-08,ČN Domžale Kamnik,EG.5.1,0.439353,lj
2023-10-08,ČN Domžale Kamnik,XBB* (XBB.X),0.2486,lj
2023-10-08,ČN Domžale Kamnik,XBB.1.5* [Omikron (XBB.1.5.X)],0.0093,lj
2023-10-08,ČN Domžale Kamnik,XBB.1.9* [Omikron (XBB.1.9.X)],0.083447,lj
2023-10-08,ČN Domžale Kamnik,XBB.2.3* [Omikron (XBB.2.3.X)],0.2158,lj
2023-10-08,ČN Kranj,EG.5.1.1,0.06249999,kr
2023-10-08,ČN Kranj,XBB* (XBB.X),0.2791,kr
2023-10-08,ČN Kranj,XBB.1.16* [Omikron (XBB.1.16.X)],0.2179,kr
2023-10-08,ČN Kranj,XBB.1.9* [Omikron (XBB.1.9.X)],0.19350001,kr
2023-10-08,ČN Kranj,XBB.2.3* [Omikron (XBB.2.3.X)],0.2471,kr
2023-10-08,ČN Maribor,Drugo,0.0035,mb
2023-10-08,ČN Maribor,EG.5.1,0.19784384,mb
2023-10-08,ČN Maribor,EG.5.1.1,0.0415818,mb
2023-10-08,ČN Maribor,EG.5.1.2,0.00408163,mb
2023-10-08,ČN Maribor,XBB* (XBB.X),0.0996,mb
2023-10-08,ČN Maribor,XBB.1.5* [Omikron (XBB.1.5.X)],0.3061,mb
2023-10-08,ČN Maribor,XBB.1.9* [Omikron (XBB.1.9.X)],0.3435927299999999,mb
2023-10-08,ČN Maribor,XBB.2.3* [Omikron (XBB.2.3.X)],0.0031,mb
2023-10-08,ČN Nova Gorica,EG.5.1.1,0.00384237,ng
2023-10-08,ČN Nova Gorica,XBB* (XBB.X),0.2946,ng
2023-10-08,ČN Nova Gorica,XBB.1.5* [Omikron (XBB.1.5.X)],0.0329,ng
2023-10-08,ČN Nova Gorica,XBB.1.9* [Omikron (XBB.1.9.X)],0.66285763,ng
2023-10-08,ČN Nova Gorica,XBB.2.3* [Omikron (XBB.2.3.X)],0.0058,ng
2023-10-09,CČN Brežice,Drugo,0.0024,kk
2023-10-09,CČN Brežice,EG.5,0.0104082,kk
2023-10-09,CČN Brežice,EG.5.1,0.00999999,kk
2023-10-09,CČN Brežice,Omikron,0.0022,kk
2023-10-09,CČN Brežice,XBB* (XBB.X),0.4602,kk
2023-10-09,CČN Brežice,XBB.1.5* [Omikron (XBB.1.5.X)],0.5037,kk
2023-10-09,CČN Brežice,XBB.1.9* [Omikron (XBB.1.9.X)],0.00489181,kk
2023-10-09,CČN Brežice,XBB.2.3* [Omikron (XBB.2.3.X)],0.0062,kk
2023-10-09,CČN Litija in Šmartno pri Litiji,XBB* (XBB.X),0.48,za
2023-10-09,CČN Litija in Šmartno pri Litiji,XBB.1.5* [Omikron (XBB.1.5.X)],0.0172,za
2023-10-09,CČN Litija in Šmartno pri Litiji,XBB.1.9* [Omikron (XBB.1.9.X)],0.5,za
2023-10-09,CČN Litija in Šmartno pri Litiji,XBB.2.3* [Omikron (XBB.2.3.X)],0.0028,za
2023-10-09,CČN Postojna,Drugo,0.0029,po
2023-10-09,CČN Postojna,XBB* (XBB.X),0.0046,po
2023-10-09,CČN Postojna,XBB.1.9* [Omikron (XBB.1.9.X)],0.6942,po
2023-10-09,CČN Postojna,XBB.2.3* [Omikron (XBB.2.3.X)],0.2969,po
2023-10-09,CČN Slovenj Gradec,Drugo,0.0023,sg
2023-10-09,CČN Slovenj Gradec,EG.5,0.00900128,sg
2023-10-09,CČN Slovenj Gradec,EG.5.1.3,0.00598802,sg
2023-10-09,CČN Slovenj Gradec,XBB* (XBB.X),0.6316,sg
2023-10-09,CČN Slovenj Gradec,XBB.1.5* [Omikron (XBB.1.5.X)],0.0413,sg
2023-10-09,CČN Slovenj Gradec,XBB.1.9* [Omikron (XBB.1.9.X)],1.0699999999998905e-05,sg
2023-10-09,CČN Slovenj Gradec,XBB.2.3* [Omikron (XBB.2.3.X)],0.3036,sg
2023-10-09,CČN Trbovlje,A,0.0011,za
2023-10-09,CČN Trbovlje,Drugo,0.0026,za
2023-10-09,CČN Trbovlje,EG.5,0.026014,za
2023-10-09,CČN Trbovlje,Omikron,0.0026,za
2023-10-09,CČN Trbovlje,XBB* (XBB.X),0.1211,za
2023-10-09,CČN Trbovlje,XBB.1.16* [Omikron (XBB.1.16.X)],0.1233,za
2023-10-09,CČN Trbovlje,XBB.1.5* [Omikron (XBB.1.5.X)],0.2168,za
2023-10-09,CČN Trbovlje,XBB.1.9* [Omikron (XBB.1.9.X)],0.262586,za
2023-10-09,CČN Trbovlje,XBB.2.3* [Omikron (XBB.2.3.X)],0.2432,za
2023-10-09,CČN Zagorje,Drugo,0.0022,za
2023-10-09,CČN Zagorje,EG.5,0.19557298,za
2023-10-09,CČN Zagorje,EG.5.1,0.1474182,za
2023-10-09,CČN Zagorje,XBB* (XBB.X),0.186,za
2023-10-09,CČN Zagorje,XBB.1.9* [Omikron (XBB.1.9.X)],0.24240882,za
2023-10-09,CČN Zagorje,XBB.2.3* [Omikron (XBB.2.3.X)],0.2247,za
2023-10-09,OČN Šaleške doline,Drugo,0.0034,ce
2023-10-09,OČN Šaleške doline,EG.5.1,0.29439407,ce
2023-10-09,OČN Šaleške doline,EG.5.1.1,0.33889328,ce
2023-10-09,OČN Šaleške doline,Omikron,0.002,ce
2023-10-09,OČN Šaleške doline,XBB* (XBB.X),0.3175,ce
2023-10-09,OČN Šaleške doline,XBB.1.16* [Omikron (XBB.1.16.X)],0.003,ce
2023-10-09,OČN Šaleške doline,XBB.1.5* [Omikron (XBB.1.5.X)],0.0028,ce
2023-10-09,OČN Šaleške doline,XBB.1.9* [Omikron (XBB.1.9.X)],0.03781265,ce
2023-10-09,ČN Koper,Drugo,0.0018,kp
2023-10-09,ČN Koper,EG.5.1,0.01026769,kp
2023-10-09,ČN Koper,EG.5.2,0.00668151,kp
2023-10-09,ČN Koper,Omikron,0.1543,kp
2023-10-09,ČN Koper,XBB.1.9* [Omikron (XBB.1.9.X)],0.7610508,kp
2023-10-09,ČN Koper,XBB.2.3* [Omikron (XBB.2.3.X)],0.0649,kp
