date,vaccination.region.kp.1st,vaccination.region.kp.1st.todate,vaccination.region.kp.2nd,vaccination.region.kp.2nd.todate,vaccination.region.kp.3rd,vaccination.region.kp.3rd.todate,vaccination.region.ng.1st,vaccination.region.ng.1st.todate,vaccination.region.ng.2nd,vaccination.region.ng.2nd.todate,vaccination.region.ng.3rd,vaccination.region.ng.3rd.todate,vaccination.region.po.1st,vaccination.region.po.1st.todate,vaccination.region.po.2nd,vaccination.region.po.2nd.todate,vaccination.region.po.3rd,vaccination.region.po.3rd.todate,vaccination.region.kr.1st,vaccination.region.kr.1st.todate,vaccination.region.kr.2nd,vaccination.region.kr.2nd.todate,vaccination.region.kr.3rd,vaccination.region.kr.3rd.todate,vaccination.region.lj.1st,vaccination.region.lj.1st.todate,vaccination.region.lj.2nd,vaccination.region.lj.2nd.todate,vaccination.region.lj.3rd,vaccination.region.lj.3rd.todate,vaccination.region.nm.1st,vaccination.region.nm.1st.todate,vaccination.region.nm.2nd,vaccination.region.nm.2nd.todate,vaccination.region.nm.3rd,vaccination.region.nm.3rd.todate,vaccination.region.kk.1st,vaccination.region.kk.1st.todate,vaccination.region.kk.2nd,vaccination.region.kk.2nd.todate,vaccination.region.kk.3rd,vaccination.region.kk.3rd.todate,vaccination.region.za.1st,vaccination.region.za.1st.todate,vaccination.region.za.2nd,vaccination.region.za.2nd.todate,vaccination.region.za.3rd,vaccination.region.za.3rd.todate,vaccination.region.ce.1st,vaccination.region.ce.1st.todate,vaccination.region.ce.2nd,vaccination.region.ce.2nd.todate,vaccination.region.ce.3rd,vaccination.region.ce.3rd.todate,vaccination.region.sg.1st,vaccination.region.sg.1st.todate,vaccination.region.sg.2nd,vaccination.region.sg.2nd.todate,vaccination.region.sg.3rd,vaccination.region.sg.3rd.todate,vaccination.region.mb.1st,vaccination.region.mb.1st.todate,vaccination.region.mb.2nd,vaccination.region.mb.2nd.todate,vaccination.region.mb.3rd,vaccination.region.mb.3rd.todate,vaccination.region.ms.1st,vaccination.region.ms.1st.todate,vaccination.region.ms.2nd,vaccination.region.ms.2nd.todate,vaccination.region.ms.3rd,vaccination.region.ms.3rd.todate
2021-03-31,740,12566,14,6613,,,740,15659,13,7825,,,353,5804,24,2992,,,1844,25549,53,11589,,,2652,64586,86,32052,,,301,17902,190,6973,,,575,9497,7,4546,,,302,8250,112,3332,,,1965,29882,353,13380,,,859,10171,6,4324,,,2363,43642,219,16745,,,704,14417,254,6520,,
2021-04-01,651,13217,234,6847,,,1310,16969,111,7936,,,472,6276,21,3013,,,2068,27617,518,12107,,,4033,68619,188,32240,,,874,18776,244,7217,,,682,10179,70,4616,,,725,8975,20,3352,,,2581,32463,383,13763,,,598,10769,64,4388,,,1004,44646,785,17530,,,1795,16212,50,6570,,
2021-04-02,349,13566,24,6871,,,979,17948,45,7981,,,290,6566,42,3055,,,984,28601,125,12232,,,3308,71927,679,32919,,,487,19263,35,7252,,,337,10516,23,4639,,,361,9336,55,3407,,,949,33412,164,13927,,,270,11039,25,4413,,,952,45598,876,18406,,,867,17079,32,6602,,
2021-04-03,33,13599,1,6872,,,1,17949,,7981,,,10,6576,,3055,,,45,28646,,12232,,,2222,74149,,32919,,,263,19526,2,7254,,,11,10527,,4639,,,123,9459,,3407,,,9,33421,,13927,,,4,11043,,4413,,,13,45611,,18406,,,366,17445,26,6628,,
2021-04-04,30,13629,,6872,,,8,17957,,7981,,,9,6585,,3055,,,46,28692,,12232,,,1456,75605,2,32921,,,18,19544,,7254,,,3,10530,,4639,,,6,9465,,3407,,,7,33428,,13927,,,3,11046,,4413,,,4,45615,,18406,,,4,17449,,6628,,
2021-04-05,,13629,,6872,,,,17957,,7981,,,,6585,,3055,,,,28692,,12232,,,,75605,,32921,,,1,19545,,7254,,,,10530,,4639,,,,9465,,3407,,,,33428,,13927,,,,11046,,4413,,,,45615,,18406,,,,17449,,6628,,
2021-04-06,172,13801,,6872,,,265,18222,,7981,,,89,6674,,3055,,,43,28735,2,12234,,,996,76601,1,32922,,,53,19598,2,7256,,,61,10591,,4639,,,51,9516,,3407,,,553,33981,207,14134,,,50,11096,3,4416,,,13,45628,101,18507,,,121,17570,53,6681,,
2021-04-07,225,14026,,6872,,,706,18928,1,7982,,,40,6714,,3055,,,744,29479,,12234,,,1872,78473,,32922,,,413,20011,7,7263,,,189,10780,,4639,,,82,9598,,3407,,,521,34502,1,14135,,,104,11200,,4416,,,1232,46860,12,18519,,,17,17587,,6681,,
2021-04-08,237,14263,9,6881,,,1288,20216,22,8004,,,220,6934,28,3083,,,2084,31563,62,12296,,,4099,82572,156,33078,,,1287,21298,59,7322,,,633,11413,25,4664,,,494,10092,27,3434,,,1824,36326,107,14242,,,548,11748,41,4457,,,1569,48429,104,18623,,,472,18059,18,6699,,
2021-04-09,939,15202,96,6977,,,2204,22420,119,8123,,,571,7505,26,3109,,,2112,33675,249,12545,,,4120,86692,620,33698,,,779,22077,54,7376,,,529,11942,73,4737,,,418,10510,7,3441,,,3143,39469,142,14384,,,992,12740,43,4500,,,2441,50870,241,18864,,,307,18366,31,6730,,
2021-04-10,800,16002,18,6995,,,782,23202,,8123,,,19,7524,,3109,,,91,33766,,12545,,,3591,90283,58,33756,,,842,22919,,7376,,,90,12032,1,4738,,,321,10831,36,3477,,,243,39712,5,14389,,,309,13049,7,4507,,,1384,52254,1,18865,,,606,18972,5,6735,,
2021-04-11,17,16019,,6995,,,6,23208,,8123,,,2,7526,,3109,,,51,33817,1,12546,,,1496,91779,12,33768,,,18,22937,,7376,,,,12032,,4738,,,28,10859,,3477,,,4,39716,,14389,,,,13049,,4507,,,3,52257,,18865,,,3,18975,,6735,,
2021-04-12,27,16046,,6995,,,2,23210,,8123,,,77,7603,,3109,,,737,34554,3,12549,,,51,91830,1,33769,,,148,23085,,7376,,,25,12057,,4738,,,40,10899,,3477,,,170,39886,,14389,,,41,13090,,4507,,,298,52555,202,19067,,,41,19016,,6735,,
2021-04-13,143,16189,8,7003,,,206,23416,4,8127,,,112,7715,2,3111,,,63,34617,8,12557,,,209,92039,285,34054,,,392,23477,3,7379,,,46,12103,1,4739,,,58,10957,,3477,,,416,40302,242,14631,,,128,13218,8,4515,,,1072,53627,221,19288,,,242,19258,5,6740,,
2021-04-14,575,16764,377,7380,,,315,23731,8,8135,,,117,7832,34,3145,,,905,35522,333,12890,,,2109,94148,1265,35319,,,632,24109,15,7394,,,481,12584,54,4793,,,118,11075,136,3613,,,660,40962,1111,15742,,,296,13514,66,4581,,,1266,54893,433,19721,,,360,19618,31,6771,,
2021-04-15,527,17291,699,8079,,,716,24447,638,8773,,,283,8115,314,3459,,,867,36389,1872,14762,,,2150,96298,1556,36875,,,767,24876,801,8195,,,223,12807,744,5537,,,228,11303,275,3888,,,926,41888,997,16739,,,149,13663,792,5373,,,2024,56917,1164,20885,,,623,20241,210,6981,,
2021-04-16,452,17743,301,8380,,,724,25171,487,9260,,,171,8286,154,3613,,,1037,37426,1026,15788,,,2291,98589,1447,38322,,,330,25206,342,8537,,,402,13209,128,5665,,,453,11756,235,4123,,,1544,43432,524,17263,,,332,13995,90,5463,,,342,57259,746,21631,,,326,20567,258,7239,,
2021-04-17,45,17788,29,8409,,,9,25180,3,9263,,,613,8899,5,3618,,,30,37456,41,15829,,,1291,99880,2945,41267,,,28,25234,53,8590,,,62,13271,6,5671,,,15,11771,231,4354,,,106,43538,14,17277,,,163,14158,34,5497,,,98,57357,265,21896,,,45,20612,26,7265,,
2021-04-18,16,17804,,8409,,,5,25185,,9263,,,2,8901,,3618,,,20,37476,1,15830,,,963,100843,5,41272,,,7,25241,,8590,,,4,13275,,5671,,,246,12017,1,4355,,,12,43550,,17277,,,,14158,,5497,,,2,57359,,21896,,,2,20614,,7265,,
2021-04-19,17,17821,1,8410,,,376,25561,1,9264,,,156,9057,,3618,,,619,38095,253,16083,,,45,100888,5,41277,,,230,25471,59,8649,,,21,13296,,5671,,,1,12018,1,4356,,,744,44294,49,17326,,,11,14169,,5497,,,57,57416,5,21901,,,57,20671,,7265,,
2021-04-20,131,17952,6,8416,,,512,26073,5,9269,,,149,9206,9,3627,,,469,38564,3,16086,,,2464,103352,499,41776,,,386,25857,2,8651,,,79,13375,33,5704,,,160,12178,,4356,,,667,44961,340,17666,,,58,14227,250,5747,,,118,57534,6,21907,,,25,20696,325,7590,,
2021-04-21,541,18493,703,9119,,,332,26405,403,9672,,,401,9607,247,3874,,,1184,39748,414,16500,,,2576,105928,1718,43494,,,600,26457,132,8783,,,166,13541,234,5938,,,123,12301,156,4512,,,614,45575,1928,19594,,,37,14264,770,6517,,,885,58419,2137,24044,,,281,20977,309,7899,,
2021-04-22,863,19356,770,9889,,,454,26859,1195,10867,,,357,9964,458,4332,,,1117,40865,1792,18292,,,1148,107076,1410,44904,,,817,27274,674,9457,,,244,13785,606,6544,,,175,12476,422,4934,,,927,46502,1983,21577,,,695,14959,653,7170,,,728,59147,878,24922,,,614,21591,1079,8978,,
2021-04-23,1467,20823,132,10021,,,290,27149,1045,11912,,,326,10290,178,4510,,,1038,41903,1253,19545,,,3426,110502,1031,45935,,,575,27849,468,9925,,,186,13971,400,6944,,,196,12672,560,5494,,,1688,48190,678,22255,,,368,15327,22,7192,,,947,60094,923,25845,,,370,21961,136,9114,,
2021-04-24,43,20866,3,10024,,,9,27158,1,11913,,,6,10296,,4510,,,97,42000,,19545,,,1589,112091,192,46127,,,105,27954,4,9929,,,42,14013,,6944,,,333,13005,26,5520,,,96,48286,,22255,,,21,15348,,7192,,,86,60180,153,25998,,,60,22021,86,9200,,
2021-04-25,10,20876,,10024,,,,27158,,11913,,,2,10298,,4510,,,10,42010,,19545,,,614,112705,20,46147,,,9,27963,,9929,,,1,14014,,6944,,,4,13009,,5520,,,3,48289,,22255,,,1,15349,,7192,,,2,60182,,25998,,,2,22023,,9200,,
2021-04-26,1,20877,,10024,,,8,27166,,11913,,,,10298,,4510,,,65,42075,6,19551,,,88,112793,,46147,,,20,27983,,9929,,,3,14017,,6944,,,8,13017,1,5521,,,6,48295,1,22256,,,8,15357,,7192,,,86,60268,,25998,,,86,22109,,9200,,
2021-04-27,7,20884,,10024,,,1,27167,,11913,,,2,10300,,4510,,,16,42091,,19551,,,414,113207,6,46153,,,4,27987,2,9931,,,,14017,,6944,,,4,13021,,5521,,,6,48301,,22256,,,1,15358,1,7193,,,1,60269,,25998,,,1,22110,,9200,,
2021-04-28,548,21432,37,10061,,,66,27233,14,11927,,,122,10422,14,4524,,,201,42292,134,19685,,,1162,114369,2469,48622,,,435,28422,38,9969,,,22,14039,9,6953,,,68,13089,26,5547,,,228,48529,105,22361,,,1,15359,54,7247,,,297,60566,1495,27493,,,37,22147,418,9618,,
2021-04-29,1058,22490,261,10322,,,79,27312,736,12663,,,175,10597,189,4713,,,619,42911,971,20656,,,894,115263,4893,53515,,,519,28941,933,10902,,,324,14363,692,7645,,,122,13211,202,5749,,,1187,49716,1367,23728,,,455,15814,250,7497,,,335,60901,1893,29386,,,249,22396,994,10612,,
2021-04-30,321,22811,704,11026,,,18,27330,317,12980,,,73,10670,569,5282,,,509,43420,1731,22387,,,1401,116664,4011,57526,,,431,29372,944,11846,,,154,14517,348,7993,,,294,13505,385,6134,,,1116,50832,2514,26242,,,174,15988,950,8447,,,1495,62396,2218,31604,,,358,22754,190,10802,,
2021-05-01,15,22826,51,11077,,,1,27331,12,12992,,,2,10672,16,5298,,,17,43437,103,22490,,,666,117330,3522,61048,,,4,29376,573,12419,,,5,14522,20,8013,,,13,13518,238,6372,,,7,50839,230,26472,,,,15988,3,8450,,,56,62452,259,31863,,,84,22838,1335,12137,,
2021-05-02,20,22846,41,11118,,,1,27332,8,13000,,,3,10675,9,5307,,,22,43459,60,22550,,,1199,118529,1987,63035,,,19,29395,23,12442,,,1,14523,3,8016,,,12,13530,10,6382,,,6,50845,8,26480,,,2,15990,3,8453,,,4,62456,4,31867,,,2,22840,5,12142,,
2021-05-03,13,22859,24,11142,,,25,27357,636,13636,,,204,10879,6,5313,,,715,44174,864,23414,,,1019,119548,253,63288,,,364,29759,317,12759,,,122,14645,71,8087,,,36,13566,7,6389,,,1595,52440,524,27004,,,18,16008,6,8459,,,108,62564,213,32080,,,880,23720,23,12165,,
2021-05-04,217,23076,172,11314,,,111,27468,374,14010,,,67,10946,50,5363,,,1015,45189,234,23648,,,2520,122068,315,63603,,,679,30438,23,12782,,,92,14737,39,8126,,,121,13687,8,6397,,,772,53212,79,27083,,,53,16061,95,8554,,,1393,63957,1044,33124,,,137,23857,382,12547,,
2021-05-05,572,23648,700,12014,,,85,27553,1307,15317,,,652,11598,143,5506,,,1414,46603,576,24224,,,4606,126674,1255,64858,,,217,30655,845,13627,,,420,15157,208,8334,,,443,14130,73,6470,,,845,54057,303,27386,,,34,16095,378,8932,,,736,64693,1797,34921,,,148,24005,377,12924,,
2021-05-06,903,24551,934,12948,,,1035,28588,797,16114,,,368,11966,358,5864,,,2698,49301,1096,25320,,,3970,130644,3063,67921,,,1146,31801,620,14247,,,436,15593,461,8795,,,203,14333,490,6960,,,1319,55376,1627,29013,,,1163,17258,175,9107,,,1652,66345,2048,36969,,,796,24801,609,13533,,
2021-05-07,517,25068,65,13013,,,688,29276,1484,17598,,,197,12163,128,5992,,,1432,50733,793,26113,,,3800,134444,2076,69997,,,646,32447,602,14849,,,386,15979,720,9515,,,313,14646,539,7499,,,1237,56613,1323,30336,,,280,17538,432,9539,,,3582,69927,280,37249,,,484,25285,171,13704,,
2021-05-08,704,25772,531,13544,,,22,29298,16,17614,,,48,12211,617,6609,,,89,50822,63,26176,,,2796,137240,3147,73144,,,290,32737,56,14905,,,12,15991,9,9524,,,46,14692,458,7957,,,69,56682,71,30407,,,10,17548,5,9544,,,1360,71287,261,37510,,,79,25364,57,13761,,
2021-05-09,12,25784,1,13545,,,12,29310,1,17615,,,11,12222,2,6611,,,46,50868,8,26184,,,1485,138725,119,73263,,,27,32764,4,14909,,,3,15994,,9524,,,27,14719,,7957,,,19,56701,1,30408,,,,17548,,9544,,,5,71292,1,37511,,,5,25369,,13761,,
2021-05-10,18,25802,14,13559,,,228,29538,3,17618,,,225,12447,17,6628,,,850,51718,315,26499,,,175,138900,269,73532,,,76,32840,120,15029,,,21,16015,11,9535,,,35,14754,5,7962,,,467,57168,404,30812,,,39,17587,47,9591,,,34,71326,131,37642,,,158,25527,43,13804,,
2021-05-11,231,26033,171,13730,,,651,30189,16,17634,,,156,12603,103,6731,,,1427,53145,572,27071,,,2632,141532,329,73861,,,464,33304,476,15505,,,128,16143,126,9661,,,131,14885,68,8030,,,550,57718,237,31049,,,20,17607,22,9613,,,1286,72612,14,37656,,,587,26114,5,13809,,
2021-05-12,704,26737,598,14328,,,794,30983,314,17948,,,446,13049,383,7114,,,1618,54763,332,27403,,,5501,147033,1190,75051,,,900,34204,765,16270,,,647,16790,194,9855,,,138,15023,246,8276,,,2476,60194,861,31910,,,349,17956,137,9750,,,2418,75030,623,38279,,,602,26716,229,14038,,
2021-05-13,539,27276,1163,15491,,,1187,32170,421,18369,,,472,13521,249,7363,,,2767,57530,1075,28478,,,5645,152678,1685,76736,,,1493,35697,1055,17325,,,769,17559,353,10208,,,388,15411,267,8543,,,2312,62506,949,32859,,,879,18835,652,10402,,,1837,76867,1318,39597,,,1221,27937,584,14622,,
2021-05-14,783,28059,645,16136,,,1553,33723,455,18824,,,383,13904,259,7622,,,1815,59345,1058,29536,,,4388,157066,1467,78203,,,901,36598,658,17983,,,771,18330,572,10780,,,648,16059,171,8714,,,2200,64706,1044,33903,,,1712,20547,193,10595,,,1895,78762,1872,41469,,,349,28286,297,14919,,
2021-05-15,842,28901,965,17101,,,33,33756,45,18869,,,50,13954,445,8067,,,442,59787,149,29685,,,3229,160295,1581,79784,,,877,37475,376,18359,,,136,18466,297,11077,,,359,16418,167,8881,,,365,65071,85,33988,,,219,20766,24,10619,,,106,78868,66,41535,,,266,28552,138,15057,,
2021-05-16,,28901,40,17141,,,,33756,11,18880,,,1,13955,7,8074,,,7,59794,63,29748,,,47,160342,2747,82531,,,1,37476,29,18388,,,,18466,1,11078,,,124,16542,26,8907,,,1,65072,12,34000,,,,20766,1,10620,,,2,78870,12,41547,,,,28552,7,15064,,
2021-05-17,144,29045,123,17264,,,161,33917,268,19148,,,40,13995,190,8264,,,923,60717,194,29942,,,1594,161936,367,82898,,,227,37703,504,18892,,,133,18599,142,11220,,,27,16569,37,8944,,,126,65198,991,34991,,,2,20768,59,10679,,,33,78903,1936,43483,,,132,28684,313,15377,,
2021-05-18,575,29620,615,17879,,,687,34604,35,19183,,,54,14049,58,8322,,,661,61378,124,30066,,,3351,165287,288,83186,,,487,38190,380,19272,,,246,18845,279,11499,,,179,16748,154,9098,,,1465,66663,695,35686,,,132,20900,10,10689,,,2200,81103,873,44356,,,298,28982,132,15509,,
2021-05-19,1222,30842,532,18411,,,751,35355,325,19508,,,921,14970,77,8399,,,1589,62967,592,30658,,,4600,169887,1347,84533,,,696,38886,674,19946,,,688,19533,165,11664,,,278,17026,145,9243,,,1856,68519,1172,36858,,,463,21363,333,11022,,,2246,83349,2617,46973,,,604,29586,82,15591,,
2021-05-20,887,31729,1043,19454,,,2418,37773,141,19649,,,595,15565,336,8735,,,2251,65218,762,31420,,,6237,176124,1199,85732,,,1649,40535,1128,21074,,,848,20381,332,11996,,,326,17352,180,9423,,,3317,71836,790,37648,,,753,22116,541,11563,,,2586,85935,384,47357,,,1694,31280,248,15839,,
2021-05-21,1128,32857,858,20312,,,1512,39285,746,20395,,,448,16013,96,8831,,,1404,66622,851,32271,,,2915,179039,2401,88133,,,1214,41749,822,21896,,,613,20994,939,12935,,,823,18175,448,9871,,,1810,73646,2125,39773,,,251,22367,361,11924,,,2585,88520,2521,49878,,,336,31616,656,16495,,
2021-05-22,11,32868,43,20355,,,8,39293,2,20397,,,12,16025,11,8842,,,37,66659,96,32367,,,1191,180230,3490,91623,,,222,41971,31,21927,,,63,21057,18,12953,,,856,19031,177,10048,,,852,74498,298,40071,,,46,22413,774,12698,,,133,88653,2072,51950,,,47,31663,546,17041,,
2021-05-23,13,32881,24,20379,,,4,39297,2,20399,,,6,16031,7,8849,,,57,66716,36,32403,,,1062,181292,1729,93352,,,15,41986,17,21944,,,4,21061,5,12958,,,19,19050,18,10066,,,20,74518,9,40080,,,3,22416,2,12700,,,6,88659,3,51953,,,5,31668,4,17045,,
2021-05-24,12,32893,44,20423,,,159,39456,322,20721,,,41,16072,149,8998,,,34,66750,1259,33662,,,151,181443,1468,94820,,,46,42032,179,22123,,,13,21074,153,13111,,,12,19062,151,10217,,,554,75072,425,40505,,,5,22421,109,12809,,,148,88807,597,52550,,,31,31699,487,17532,,
2021-05-25,71,32964,304,20727,,,283,39739,53,20774,,,16,16088,137,9135,,,275,67025,320,33982,,,780,182223,1485,96305,,,509,42541,556,22679,,,11,21085,71,13182,,,87,19149,98,10315,,,675,75747,1076,41581,,,81,22502,488,13297,,,685,89492,1976,54526,,,263,31962,455,17987,,
2021-05-26,375,33339,667,21394,,,327,40066,552,21326,,,593,16681,753,9888,,,445,67470,1978,35960,,,1162,183385,4975,101280,,,254,42795,911,23590,,,767,21852,447,13629,,,57,19206,270,10585,,,1208,76955,2287,43868,,,462,22964,518,13815,,,1025,90517,1669,56195,,,583,32545,121,18108,,
2021-05-27,675,34014,942,22336,,,383,40449,1063,22389,,,357,17038,458,10346,,,2454,69924,2687,38647,,,1075,184460,5495,106775,,,336,43131,1654,25244,,,369,22221,704,14333,,,293,19499,513,11098,,,1868,78823,1593,45461,,,596,23560,919,14734,,,502,91019,3378,59573,,,363,32908,1148,19256,,
2021-05-28,244,34258,942,23278,,,392,40841,1385,23774,,,209,17247,352,10698,,,1429,71353,1300,39947,,,2944,187404,1866,108641,,,690,43821,994,26238,,,399,22620,513,14846,,,463,19962,513,11611,,,842,79665,2368,47829,,,92,23652,446,15180,,,382,91401,2581,62154,,,439,33347,935,20191,,
2021-05-29,7,34265,150,23428,,,6,40847,18,23792,,,3,17250,17,10715,,,31,71384,110,40057,,,761,188165,3793,112434,,,128,43949,1713,27951,,,4,22624,55,14901,,,214,20176,277,11888,,,20,79685,34,47863,,,10,23662,350,15530,,,2655,94056,49,62203,,,28,33375,325,20516,,
2021-05-30,,34265,,23428,,,,40847,,23792,,,,17250,,10715,,,,71384,,40057,,,,188165,1,112435,,,,43949,,27951,,,,22624,,14901,,,,20176,,11888,,,,79685,,47863,,,,23662,1,15531,,,1,94057,,62203,,,,33375,,20516,,
2021-05-31,67,34332,172,23600,,,27,40874,520,24312,,,35,17285,94,10809,,,307,71691,1251,41308,,,1050,189215,161,112596,,,358,44307,390,28341,,,76,22700,87,14988,,,21,20197,39,11927,,,547,80232,386,48249,,,6,23668,26,15557,,,429,94486,676,62879,,,67,33442,277,20793,,
2021-06-01,237,34569,671,24271,,,43,40917,685,24997,,,408,17693,61,10870,,,177,71868,743,42051,,,784,189999,3803,116399,,,711,45018,460,28801,,,156,22856,154,15142,,,33,20230,182,12109,,,1311,81543,2031,50280,,,27,23695,64,15621,,,503,94989,2203,65082,,,347,33789,805,21598,,
2021-06-02,1064,35633,980,25251,,,468,41385,594,25591,,,418,18111,404,11274,,,2781,74649,1349,43400,,,3510,193509,5022,121421,,,657,45675,919,29720,,,830,23686,456,15598,,,436,20666,140,12249,,,2279,83822,1957,52237,,,384,24079,823,16444,,,1915,96904,1615,66697,,,1143,34932,301,21899,,
2021-06-03,967,36600,798,26049,,,1544,42929,977,26568,,,638,18749,325,11599,,,1232,75881,2899,46299,,,3911,197420,5270,126691,,,1236,46911,1364,31084,,,538,24224,866,16464,,,540,21206,544,12793,,,3034,86856,2275,54512,,,1706,25785,931,17375,,,1853,98757,2394,69091,,,1092,36024,1310,23209,,
2021-06-04,745,37345,670,26719,,,416,43345,1383,27951,,,306,19055,487,12086,,,1029,76910,2255,48554,,,2716,200136,4709,131400,,,1230,48141,1460,32544,,,432,24656,613,17077,,,469,21675,710,13503,,,1446,88302,2876,57388,,,402,26187,2143,19518,,,1588,100345,1881,70972,,,333,36357,1802,25011,,
2021-06-05,29,37374,70,26789,,,25,43370,1161,29112,,,14,19069,28,12114,,,810,77720,446,49000,,,1910,202046,2828,134228,,,117,48258,1161,33705,,,15,24671,18,17095,,,207,21882,321,13824,,,76,88378,243,57631,,,572,26759,208,19726,,,2281,102626,125,71097,,,567,36924,285,25296,,
2021-06-06,26,37400,9,26798,,,11,43381,3,29115,,,9,19078,4,12118,,,71,77791,15,49015,,,1717,203763,680,134908,,,22,48280,12,33717,,,5,24676,3,17098,,,15,21897,3,13827,,,32,88410,20,57651,,,12,26771,12,19738,,,1873,104499,1852,72949,,,254,37178,105,25401,,
2021-06-07,38,37438,46,26844,,,73,43454,386,29501,,,121,19199,247,12365,,,271,78062,1080,50095,,,1587,205350,464,135372,,,87,48367,659,34376,,,39,24715,28,17126,,,119,22016,40,13867,,,92,88502,632,58283,,,4,26775,64,19802,,,266,104765,470,73419,,,379,37557,319,25720,,
2021-06-08,427,37865,843,27687,,,347,43801,140,29641,,,377,19576,153,12518,,,946,79008,622,50717,,,2087,207437,2587,137959,,,779,49146,693,35069,,,112,24827,255,17381,,,49,22065,203,14070,,,594,89096,868,59151,,,60,26835,167,19969,,,896,105661,920,74339,,,806,38363,318,26038,,
2021-06-09,745,38610,1050,28737,,,565,44366,203,29844,,,373,19949,687,13205,,,822,79830,1677,52394,,,4528,211965,3535,141494,,,775,49921,888,35957,,,375,25202,596,17977,,,131,22196,154,14224,,,846,89942,1495,60646,,,31,26866,428,20397,,,458,106119,3166,77505,,,101,38464,206,26244,,
2021-06-10,1385,39995,612,29349,,,1011,45377,1880,31724,,,487,20436,647,13852,,,1502,81332,1971,54365,,,5316,217281,2311,143805,,,766,50687,1830,37787,,,567,25769,763,18740,,,434,22630,248,14472,,,1941,91883,3464,64110,,,717,27583,644,21041,,,1591,107710,2213,79718,,,453,38917,1178,27422,,
2021-06-11,831,40826,789,30138,,,272,45649,1551,33275,,,165,20601,394,14246,,,968,82300,2157,56522,,,1287,218568,4666,148471,,,715,51402,1117,38904,,,273,26042,571,19311,,,602,23232,462,14934,,,1072,92955,1646,65756,,,312,27895,397,21438,,,926,108636,3058,82776,,,376,39293,586,28008,,
2021-06-12,422,41248,70,30208,,,18,45667,47,33322,,,174,20775,82,14328,,,66,82366,289,56811,,,1797,220365,3626,152097,,,265,51667,274,39178,,,10,26052,78,19389,,,54,23286,965,15899,,,178,93133,941,66697,,,15,27910,10,21448,,,1293,109929,107,82883,,,387,39680,197,28205,,
2021-06-13,22,41270,13,30221,,,18,45685,7,33329,,,7,20782,2,14330,,,47,82413,23,56834,,,2434,222799,502,152599,,,32,51699,9,39187,,,11,26063,3,19392,,,17,23303,138,16037,,,14,93147,5,66702,,,2,27912,2,21450,,,12,109941,3,82886,,,7,39687,1,28206,,
2021-06-14,25,41295,156,30377,,,369,46054,12,33341,,,52,20834,116,14446,,,61,82474,979,57813,,,1403,224202,1068,153667,,,99,51798,586,39773,,,121,26184,79,19471,,,83,23386,91,16128,,,76,93223,373,67075,,,1,27913,4,21454,,,596,110537,177,83063,,,32,39719,289,28495,,
2021-06-15,58,41353,163,30540,,,52,46106,483,33824,,,29,20863,17,14463,,,297,82771,428,58241,,,3153,227355,1210,154877,,,578,52376,701,40474,,,35,26219,28,19499,,,64,23450,117,16245,,,187,93410,239,67314,,,297,28210,141,21595,,,630,111167,1257,84320,,,309,40028,181,28676,,
2021-06-16,817,42170,892,31432,,,199,46305,1142,34966,,,369,21232,249,14712,,,1162,83933,1174,59415,,,1890,229245,2426,157303,,,313,52689,392,40866,,,435,26654,434,19933,,,57,23507,145,16390,,,1159,94569,1563,68877,,,103,28313,213,21808,,,732,111899,1588,85908,,,30,40058,427,29103,,
2021-06-17,681,42851,862,32294,,,273,46578,307,35273,,,220,21452,509,15221,,,908,84841,2234,61649,,,1671,230916,3789,161092,,,722,53411,752,41618,,,310,26964,503,20436,,,199,23706,327,16717,,,824,95393,1894,70771,,,164,28477,352,22160,,,1153,113052,1741,87649,,,589,40647,917,30020,,
2021-06-18,127,42978,397,32691,,,509,47087,867,36140,,,139,21591,184,15405,,,549,85390,1503,63152,,,1217,232133,2178,163270,,,241,53652,550,42168,,,228,27192,656,21092,,,192,23898,579,17296,,,648,96041,1287,72058,,,139,28616,779,22939,,,679,113731,687,88336,,,226,40873,291,30311,,
2021-06-19,9,42987,10,32701,,,64,47151,8,36148,,,7,21598,3,15408,,,24,85414,15,63167,,,629,232762,441,163711,,,278,53930,359,42527,,,11,27203,9,21101,,,121,24019,381,17677,,,11,96052,20,72078,,,1,28617,1,22940,,,135,113866,86,88422,,,38,40911,3,30314,,
2021-06-20,1,42988,15,32716,,,2,47153,14,36162,,,,21598,7,15415,,,4,85418,58,63225,,,76,232838,1223,164934,,,,53930,22,42549,,,1,27204,3,21104,,,2,24021,28,17705,,,1,96053,21,72099,,,,28617,4,22944,,,2,113868,9,88431,,,,40911,2,30316,,
2021-06-21,10,42998,31,32747,,,35,47188,529,36691,,,86,21684,78,15493,,,510,85928,496,63721,,,453,233291,1587,166521,,,276,54206,308,42857,,,29,27233,24,21128,,,27,24048,81,17786,,,129,96182,408,72507,,,4,28621,2,22946,,,121,113989,397,88828,,,52,40963,166,30482,,
2021-06-22,356,43354,612,33359,,,211,47399,414,37105,,,12,21696,327,15820,,,114,86042,826,64547,,,1122,234413,3188,169709,,,92,54298,641,43498,,,153,27386,230,21358,,,31,24079,85,17871,,,114,96296,445,72952,,,20,28641,28,22974,,,568,114557,683,89511,,,266,41229,323,30805,,
