date,region.ce.cases.active,region.ce.cases.confirmed.todate,region.ce.deceased.todate,region.ce.vaccinated.1st.todate,region.ce.vaccinated.2nd.todate,region.ce.vaccinated.3rd.todate,region.foreign.cases.active,region.foreign.cases.confirmed.todate,region.foreign.deceased.todate,region.kk.cases.active,region.kk.cases.confirmed.todate,region.kk.deceased.todate,region.kk.vaccinated.1st.todate,region.kk.vaccinated.2nd.todate,region.kk.vaccinated.3rd.todate,region.kp.cases.active,region.kp.cases.confirmed.todate,region.kp.deceased.todate,region.kp.vaccinated.1st.todate,region.kp.vaccinated.2nd.todate,region.kp.vaccinated.3rd.todate,region.kr.cases.active,region.kr.cases.confirmed.todate,region.kr.deceased.todate,region.kr.vaccinated.1st.todate,region.kr.vaccinated.2nd.todate,region.kr.vaccinated.3rd.todate,region.lj.cases.active,region.lj.cases.confirmed.todate,region.lj.deceased.todate,region.lj.vaccinated.1st.todate,region.lj.vaccinated.2nd.todate,region.lj.vaccinated.3rd.todate,region.mb.cases.active,region.mb.cases.confirmed.todate,region.mb.deceased.todate,region.mb.vaccinated.1st.todate,region.mb.vaccinated.2nd.todate,region.mb.vaccinated.3rd.todate,region.ms.cases.active,region.ms.cases.confirmed.todate,region.ms.deceased.todate,region.ms.vaccinated.1st.todate,region.ms.vaccinated.2nd.todate,region.ms.vaccinated.3rd.todate,region.ng.cases.active,region.ng.cases.confirmed.todate,region.ng.deceased.todate,region.ng.vaccinated.1st.todate,region.ng.vaccinated.2nd.todate,region.ng.vaccinated.3rd.todate,region.nm.cases.active,region.nm.cases.confirmed.todate,region.nm.deceased.todate,region.nm.vaccinated.1st.todate,region.nm.vaccinated.2nd.todate,region.nm.vaccinated.3rd.todate,region.po.cases.active,region.po.cases.confirmed.todate,region.po.deceased.todate,region.po.vaccinated.1st.todate,region.po.vaccinated.2nd.todate,region.po.vaccinated.3rd.todate,region.sg.cases.active,region.sg.cases.confirmed.todate,region.sg.deceased.todate,region.sg.vaccinated.1st.todate,region.sg.vaccinated.2nd.todate,region.sg.vaccinated.3rd.todate,region.unknown.cases.active,region.unknown.cases.confirmed.todate,region.unknown.deceased.todate,region.za.cases.active,region.za.cases.confirmed.todate,region.za.deceased.todate,region.za.vaccinated.1st.todate,region.za.vaccinated.2nd.todate,region.za.vaccinated.3rd.todate
2022-01-20,11846,71364,759,150928,144845,66304,15,1031,2,3044,22160,277,43190,40820,18441,4540,29690,253,66767,64008,30157,11005,59448,527,125953,121779,60393,30956,153138,1276,345369,329725,156481,11424,85214,1265,185265,177296,82407,2573,29314,555,68885,66283,31817,6440,32610,345,72004,69385,34251,6709,44698,435,83510,79433,35358,2454,14666,165,32553,30897,14885,2823,18596,252,43539,42162,21438,596,2838,6,2162,14876,179,35646,34168,16743
2022-01-21,12720,72892,762,150960,144881,66944,15,1032,2,3372,22605,278,43205,40844,18572,4979,30437,253,66785,64048,30376,11289,60246,528,125964,121809,60534,31740,155355,1279,345465,329884,157495,12431,86668,1269,185332,177462,82999,2818,29696,555,68907,66311,32026,7101,33529,345,72030,69428,34569,7094,45449,436,83545,79483,35612,2573,14863,165,32559,30905,14962,2906,18758,252,43552,42191,21746,607,2897,6,2411,15177,179,35658,34189,16908
2022-01-22,14601,75168,765,150961,144882,66948,15,1032,2,3612,22945,281,43205,40844,18575,5629,31185,253,66787,64055,30407,12559,61767,529,125973,121814,60549,34102,159023,1284,345500,329941,157853,14675,89284,1271,185333,177465,83008,3308,30319,556,68908,66315,32064,7374,33989,345,72030,69429,34578,7543,46133,438,83546,79483,35620,2896,15231,165,32560,30905,14966,3396,19374,253,43552,42191,21747,613,2959,6,2565,15387,179,35659,34190,16910
2022-01-23,15722,76417,765,150961,144882,66951,8,1032,2,3710,23105,281,43205,40844,18575,5901,31512,255,66787,64055,30407,13629,63099,529,125973,121814,60551,35113,161196,1288,345508,329950,157920,15469,90421,1275,185334,177465,83009,3611,30683,556,68908,66315,32064,7608,34357,346,72030,69429,34580,7924,46657,438,83546,79483,35621,3079,15428,167,32560,30906,14966,3579,19643,253,43552,42192,21747,620,2989,6,2800,15672,179,35659,34190,16912
2022-01-24,16860,78049,767,150975,144920,67095,6,1032,2,3971,23548,281,43213,40872,18684,6154,32037,256,66791,64063,30452,14468,64562,532,125986,121836,60676,37100,164919,1292,345543,330009,158379,16697,92102,1276,185369,177534,83342,3951,31089,556,68917,66351,32248,8111,35247,347,72034,69442,34617,8390,47526,440,83562,79516,35732,3260,15795,168,32562,30912,15008,3960,20179,253,43556,42196,21783,634,3042,6,2875,15922,179,35661,34201,16944
2022-01-25,18343,80794,767,151004,144977,67395,4,1032,2,4430,24151,282,43213,40879,18709,6655,32927,258,66816,64082,30588,15224,66157,534,125993,121857,60717,39074,169274,1299,345627,330154,158869,18285,94436,1282,185411,177613,83726,4631,31953,557,68937,66395,32433,8507,36197,348,72056,69468,34762,9472,49080,440,83584,79582,35907,3622,16306,168,32569,30923,15037,4446,20845,253,43558,42206,21821,643,3093,6,3177,16316,181,35667,34219,17026
2022-01-26,19649,83073,774,151036,145029,67702,4,1032,2,4748,24720,283,43231,40916,18848,6905,33589,260,66826,64105,30709,15895,67617,534,126027,121941,61188,40138,172728,1301,345707,330352,159617,19759,96506,1286,185453,177681,84096,5162,32627,557,68949,66429,32566,9020,37007,348,72073,69532,34900,10199,50251,440,83598,79634,36073,3807,16677,168,32572,30948,15133,4575,21122,253,43566,42238,21925,633,3142,6,3367,16698,181,35669,34225,17055
2022-01-27,21221,85459,774,151077,145126,68178,5,1033,2,5244,25390,286,43232,40920,18866,7364,34401,260,66846,64157,30926,16977,69585,535,126051,122022,61512,42153,176872,1302,345818,330589,160579,21768,99325,1289,185505,177764,84541,5833,33444,557,68958,66481,32820,9013,37694,349,72081,69556,35116,10809,51307,440,83611,79713,36309,4054,17090,169,32577,30954,15191,4931,21663,253,43575,42261,22095,650,3207,6,3796,17217,181,35673,34256,17151
2022-01-28,22563,87866,776,151087,145184,68454,5,1033,2,5455,25891,286,43242,40972,19011,7741,35079,262,66865,64201,31125,17624,71131,537,126065,122036,61648,43003,180294,1309,345901,330812,161527,23205,101574,1290,185562,177964,85149,6492,34289,559,68974,66534,33029,9584,38552,349,72101,69633,35451,11416,52370,441,83622,79769,36537,4301,17553,169,32589,30973,15285,5240,22177,253,43595,42293,22279,655,3261,6,3833,17520,182,35677,34280,17273
2022-01-29,23580,89823,780,151087,145186,68484,4,1033,2,5723,26313,290,43243,40976,19015,7973,35622,264,66868,64207,31180,18374,72479,538,126066,122041,61662,44448,183661,1312,345928,330880,161908,25224,104347,1294,185563,177965,85164,7028,35019,559,68974,66534,33030,9771,39188,350,72102,69634,35461,11919,53192,441,83622,79770,36548,4615,17973,170,32589,30973,15287,5577,22651,253,43595,42293,22281,672,3316,6,4055,17841,182,35677,34280,17279
2022-01-30,24248,90911,781,151088,145188,68491,3,1033,2,5875,26619,291,43243,40976,19016,8133,35881,265,66868,64207,31180,18710,73369,540,126068,122046,61685,44634,185517,1316,345932,330899,161966,26074,106126,1298,185563,177965,85165,7539,35687,561,68974,66534,33030,9790,39487,350,72102,69634,35461,12296,53837,443,83622,79770,36551,4832,18208,170,32589,30973,15287,5619,22961,254,43595,42293,22282,667,3335,6,4148,18071,182,35677,34280,17281
2022-01-31,24369,91806,782,151102,145220,68656,2,1033,2,6346,27325,291,43259,41014,19145,8400,36608,266,66871,64214,31252,18780,74461,542,126074,122074,61757,44701,188731,1319,345958,331024,162552,26803,107892,1301,185594,178050,85716,7798,36239,562,68980,66563,33246,9872,40006,352,72108,69651,35559,12812,54999,447,83626,79778,36611,5110,18654,170,32589,30980,15319,5752,23320,255,43600,42302,22339,667,3381,6,4192,18318,183,35677,34287,17355
2022-02-01,26891,95825,784,151130,145306,69074,2,1033,2,6726,28107,293,43262,41023,19180,9012,37807,269,66878,64250,31507,19568,76719,543,126081,122100,61818,46110,193491,1325,346032,331215,163273,29153,111956,1303,185627,178162,86276,9077,37836,563,68994,66618,33472,10510,41609,353,72108,69656,35571,13380,56433,449,83635,79806,36753,5300,19220,170,32591,30995,15374,6451,24408,255,43602,42309,22371,717,3484,6,4663,19103,183,35679,34315,17538
2022-02-02,27820,98097,784,151151,145384,69451,2,1033,2,6911,28653,293,43278,41086,19392,9094,38408,269,66887,64275,31665,20229,78576,545,126115,122184,62290,47059,197015,1330,346086,331453,164025,31267,115322,1308,185661,178228,86674,9756,38757,564,68999,66650,33631,10604,42589,355,72123,69711,35815,13641,57554,454,83649,79878,37074,5405,19733,170,32594,31028,15569,6698,25042,255,43614,42340,22518,762,3570,6,4808,19484,184,35682,34325,17614
2022-02-03,28208,99572,789,151192,145526,70074,2,1033,2,6940,29100,296,43281,41096,19423,9274,38964,269,66911,64348,31901,20189,79637,546,126134,122281,62846,46628,199766,1331,346157,331664,165066,32051,117265,1316,185692,178333,87221,10201,39515,565,69008,66703,33845,10688,43298,357,72129,69739,36216,13797,58495,457,83665,79945,37395,5370,20036,171,32596,31040,15600,6873,25469,258,43618,42356,22638,783,3621,6,4975,19851,184,35687,34341,17758
2022-02-04,28289,101181,795,151212,145595,70331,1,1033,2,6955,29560,297,43293,41133,19571,9109,39546,270,66928,64402,32109,20461,80707,549,126141,122318,63003,47064,202419,1338,346208,331822,165886,32517,119185,1325,185744,178502,87847,10488,40184,565,69018,66752,34015,10431,43960,357,72144,69819,36658,13989,59438,459,83677,79980,37599,5470,20333,172,32606,31059,15695,7191,25949,258,43632,42394,22855,783,3680,6,5014,20191,185,35690,34382,17906
2022-02-05,26980,102148,802,151214,145596,70342,1,1033,2,6913,29858,299,43293,41133,19576,8793,39978,271,66930,64412,32167,19550,81317,550,126141,122321,63025,45119,204142,1342,346234,331912,166315,31117,120401,1330,185745,178504,87854,10319,40638,567,69018,66754,34033,10396,44385,358,72147,69830,36738,13958,60091,461,83680,80001,37660,5274,20505,172,32606,31061,15702,6883,26257,260,43632,42395,22860,769,3728,6,5041,20428,187,35690,34384,17908
2022-02-06,26430,102847,807,151215,145596,70344,1,1033,2,6937,30042,299,43293,41133,19577,8831,40343,271,66930,64412,32167,18765,81864,552,126141,122323,63028,44129,205325,1355,346235,331921,166349,30839,121260,1332,185745,178504,87855,10349,41032,567,69018,66754,34033,10336,44693,360,72147,69830,36738,13827,60484,461,83680,80001,37663,5261,20689,173,32607,31061,15702,6872,26515,260,43632,42395,22860,765,3754,6,4929,20601,187,35690,34385,17911
2022-02-07,26186,104235,809,151224,145634,70453,1,1033,2,6956,30504,300,43300,41174,19676,8844,40881,272,66934,64413,32178,18234,82796,555,126145,122339,63089,43054,207973,1357,346273,332009,166812,31051,123153,1340,185777,178581,88221,10618,41707,568,69023,66790,34181,10157,45404,362,72152,69838,36904,13820,61346,463,83687,80011,37697,5125,20920,175,32611,31079,15729,6777,26956,260,43634,42399,22896,769,3811,6,5084,21006,187,35691,34395,17969
2022-02-08,24128,104922,813,151224,145634,70454,1,1033,2,6457,30608,302,43300,41174,19676,8222,41149,277,66934,64413,32178,17175,83332,559,126145,122339,63091,39973,209247,1360,346274,332014,166833,29507,123943,1341,185777,178581,88221,10054,42007,571,69023,66790,34181,9477,45674,362,72152,69838,36904,12640,61720,463,83687,80011,37697,4781,21087,176,32611,31079,15729,6312,27157,262,43634,42399,22896,738,3831,6,4837,21153,187,35691,34395,17969
2022-02-09,23284,106357,814,151251,145699,70726,1,1033,2,6404,31124,302,43307,41216,19786,8198,41787,277,66949,64439,32297,16781,84398,560,126159,122381,63251,39392,212120,1365,346350,332235,167402,29407,125913,1346,185811,178649,88479,10155,42782,572,69029,66824,34293,9487,46494,363,72163,69878,37063,12335,62586,463,83702,80090,37907,4722,21399,176,32626,31108,15840,6546,27668,263,43640,42412,22981,740,3882,6,4847,21545,188,35700,34411,18011
2022-02-10,21761,107220,814,151283,145823,71230,,1033,2,6071,31461,304,43311,41226,19798,7779,42180,278,66962,64492,32443,15491,85076,560,126197,122525,63900,37053,213925,1368,346420,332407,168201,27780,127105,1360,185845,178769,88890,9813,43257,572,69046,66873,34452,9317,47011,363,72172,69889,37336,11762,63069,467,83712,80160,38164,4479,21569,177,32627,31112,15871,6347,28010,264,43645,42431,23060,715,3922,6,4612,21829,188,35702,34432,18080
2022-02-11,20209,108075,817,151292,145861,71403,1,1034,2,5873,31764,305,43323,41252,19910,7466,42545,280,66975,64527,32626,14579,85710,560,126202,122542,63977,35392,215686,1375,346467,332530,168856,26736,128310,1366,185877,178888,89333,9472,43761,573,69055,66902,34590,8949,47501,366,72196,69925,37571,11225,63595,470,83717,80225,38324,4205,21758,179,32638,31141,15973,6098,28275,266,43649,42448,23240,700,3961,6,4576,22096,191,35704,34453,18194
2022-02-12,18794,108617,818,151292,145861,71406,1,1034,2,5611,31924,307,43325,41252,19911,7149,42771,281,66981,64531,32657,13627,86106,562,126203,122551,63993,33077,216738,1380,346480,332589,169156,24644,128991,1367,185877,178888,89339,9004,44023,573,69055,66902,34591,8555,47743,366,72196,69925,37575,10706,63898,473,83717,80228,38346,3886,21859,180,32639,31143,15978,5799,28450,267,43649,42448,23240,672,3988,6,4401,22242,191,35704,34454,18196
2022-02-13,18149,109060,822,151292,145861,71410,1,1034,2,5402,32021,307,43325,41252,19911,7103,42984,281,66982,64531,32657,13098,86467,565,126204,122554,64008,32032,217549,1387,346480,332595,169173,23447,129573,1373,185877,178888,89341,8596,44283,574,69055,66902,34591,8477,47964,368,72196,69925,37576,10344,64181,474,83717,80228,38346,3740,21948,181,32639,31143,15978,5639,28600,268,43649,42448,23240,672,4007,6,4292,22363,191,35704,34454,18197
2022-02-14,18102,109908,824,151306,145881,71514,2,1035,2,5036,32361,311,43330,41271,19988,6721,43329,281,66984,64540,32678,12617,87078,565,126209,122567,64068,30485,219216,1392,346509,332662,169523,22844,130736,1382,185902,178930,89520,8499,44738,575,69062,66927,34683,8432,48438,372,72196,69928,37708,9662,64661,477,83722,80251,38465,3488,22142,181,32641,31149,16011,5581,28901,268,43651,42455,23260,670,4051,6,4298,22616,194,35709,34463,18260
2022-02-15,14611,110436,829,151345,145907,71709,10,1043,2,4433,32540,312,43331,41272,20004,5755,43562,281,66998,64566,32834,10811,87530,566,126224,122586,64183,26821,220312,1397,346557,332782,169877,19554,131510,1391,185917,179001,89789,7223,45059,578,69064,66940,34776,7173,48782,372,72201,69936,37713,8569,65002,479,83727,80280,38580,3053,22273,181,32644,31157,16056,4655,29063,268,43655,42457,23288,601,4085,6,3660,22763,196,35712,34476,18295
2022-02-16,12908,111005,832,151357,145963,71867,10,1043,2,4081,32734,313,43339,41295,20093,5393,43801,282,67004,64584,32924,9315,87891,570,126232,122598,64316,24315,221330,1404,346591,332904,170283,16914,132236,1393,185939,179039,89959,6651,45408,578,69067,66951,34813,6542,49131,374,72219,69966,37843,7748,65302,481,83741,80307,38684,2664,22397,181,32647,31178,16104,4192,29234,268,43657,42471,23330,533,4103,6,3443,22927,198,35713,34478,18320
2022-02-17,11836,111408,836,151373,146016,72109,14,1047,2,3773,32873,314,43339,41300,20104,5030,43994,284,67014,64614,33051,8617,88254,572,126255,122680,64719,22415,222181,1410,346637,333013,170768,15601,132866,1401,185945,179057,90066,6196,45711,579,69075,66966,34907,6124,49422,376,72220,69973,37873,7072,65567,482,83743,80327,38784,2475,22511,182,32647,31181,16130,3922,29391,268,43661,42479,23398,496,4117,6,3191,23042,198,35722,34485,18395
2022-02-18,10674,111855,841,151379,146044,72253,14,1047,2,3476,33036,314,43343,41320,20217,4646,44192,284,67023,64634,33171,7871,88578,573,126258,122687,64751,20626,223045,1415,346690,333095,171270,14237,133422,1403,185966,179151,90359,5789,45973,581,69085,66980,34984,5744,49704,381,72234,70018,38150,6404,65842,483,83746,80339,38844,2278,22611,182,32650,31194,16157,3594,29543,268,43667,42493,23500,464,4144,6,2966,23157,199,35722,34490,18452
2022-02-19,9991,112139,845,151379,146044,72257,14,1047,2,3256,33114,315,43343,41320,20219,4352,44330,284,67023,64637,33172,7450,88767,573,126259,122687,64761,19422,223564,1419,346703,333127,171481,13368,133769,1408,185967,179151,90362,5481,46119,582,69085,66980,34985,5501,49886,382,72234,70018,38152,5920,66011,485,83746,80340,38850,2172,22677,183,32652,31196,16165,3375,29632,271,43667,42493,23500,427,4155,6,2808,23236,202,35722,34490,18455
2022-02-20,9495,112342,847,151379,146044,72257,14,1047,2,3145,33187,317,43343,41320,20219,4097,44440,286,67023,64637,33172,7076,88940,575,126259,122688,64763,18673,223998,1423,346703,333128,171492,12817,134077,1416,185967,179151,90362,5297,46329,582,69085,66980,34985,5364,50057,384,72234,70018,38152,5665,66149,488,83746,80340,38850,2040,22729,183,32652,31196,16165,3209,29724,272,43667,42493,23500,407,4161,6,2702,23303,203,35722,34490,18455
2022-02-21,8347,112582,854,151380,146052,72319,14,1047,2,2823,33327,318,43345,41335,20265,3668,44549,288,67023,64637,33176,6297,89093,577,126261,122690,64786,16540,224513,1425,346713,333152,171628,11251,134404,1420,185972,179168,90458,4880,46587,583,69090,66985,35036,4844,50248,386,72234,70018,38153,4976,66322,490,83747,80349,38925,1858,22778,184,32652,31196,16175,2857,29813,272,43667,42493,23508,364,4175,6,2376,23382,204,35723,34492,18492
2022-02-22,7929,112851,860,151385,146058,72341,14,1047,2,2823,33431,318,43347,41336,20270,3528,44677,289,67030,64651,33256,5956,89288,578,126263,122691,64813,15825,225072,1431,346720,333186,171753,10829,134772,1423,185978,179196,90541,4743,46750,585,69094,66996,35068,4788,50462,387,72234,70019,38156,4765,66485,490,83750,80357,38980,1737,22824,185,32652,31197,16180,2762,29919,275,43669,42493,23516,363,4194,6,2298,23451,205,35724,34495,18530
2022-02-23,6734,113091,863,151394,146082,72478,14,1047,2,2409,33533,319,43348,41357,20314,3038,44825,289,67032,64657,33295,5102,89500,582,126265,122704,64884,13493,225613,1434,346728,333231,172044,9186,135099,1424,185986,179216,90636,4148,46930,587,69096,67005,35103,4209,50703,388,72245,70029,38214,4074,66660,490,83752,80360,39003,1481,22880,185,32655,31214,16212,2325,29993,275,43670,42501,23531,324,4206,6,1970,23515,205,35724,34498,18563
2022-02-24,6077,113297,864,151402,146099,72635,14,1047,2,2161,33622,319,43348,41363,20323,2734,44914,290,67034,64670,33319,4601,89677,586,126273,122728,65082,12100,226025,1437,346742,333288,172236,8266,135371,1430,185994,179243,90710,3825,47082,587,69101,67014,35171,3899,50910,389,72247,70034,38230,3727,66796,492,83756,80372,39040,1358,22927,185,32656,31223,16225,2052,30062,275,43670,42505,23570,298,4220,6,1753,23582,206,35725,34503,18586
2022-02-25,5410,113485,866,151410,146117,72704,13,1047,2,1938,33702,320,43351,41373,20364,2471,45016,290,67039,64689,33372,4119,89829,587,126274,122730,65106,10718,226404,1443,346755,333326,172475,7338,135648,1436,186008,179298,90869,3457,47218,592,69103,67021,35281,3598,51099,391,72250,70046,38323,3335,66930,494,83761,80381,39087,1220,22978,185,32660,31227,16249,1849,30124,275,43671,42512,23591,272,4233,6,1551,23647,206,35725,34508,18641
2022-02-26,4962,113579,868,151410,146117,72706,13,1047,2,1814,33738,323,43351,41373,20364,2288,45059,290,67039,64689,33374,3797,89903,589,126275,122730,65110,9929,226667,1447,346758,333331,172533,6794,135785,1442,186008,179298,90870,3275,47298,593,69103,67021,35281,3430,51173,392,72250,70046,38323,3092,66990,494,83761,80381,39088,1122,22981,187,32660,31227,16249,1712,30162,276,43671,42512,23591,253,4241,6,1424,23666,207,35725,34508,18641
2022-02-27,4552,113612,869,151410,146118,72706,13,1047,2,1739,33760,323,43351,41373,20364,2112,45096,291,67039,64689,33375,3496,89963,591,126275,122730,65112,9317,226866,1449,346758,333335,172542,6306,135879,1450,186008,179298,90871,3109,47392,595,69103,67021,35281,3255,51219,393,72250,70046,38323,2856,67037,494,83761,80381,39088,1042,22990,188,32660,31228,16249,1593,30193,276,43671,42512,23591,239,4246,6,1306,23669,208,35725,34508,18641
2022-02-28,3975,113883,869,151411,146128,72728,12,1047,2,1517,33878,323,43352,41376,20371,1907,45236,291,67040,64690,33379,3080,90158,592,126276,122733,65128,8251,227467,1459,346764,333344,172649,5482,136218,1452,186011,179304,90943,2845,47583,596,69106,67024,35298,3039,51477,393,72252,70050,38326,2553,67214,494,83762,80395,39133,932,23074,188,32660,31228,16257,1363,30264,277,43671,42512,23591,207,4258,6,1155,23771,210,35725,34509,18662
2022-03-01,3648,114084,870,151413,146138,72749,4,1047,2,1404,33944,324,43352,41378,20376,1760,45322,293,67040,64694,33388,2781,90311,594,126276,122737,65143,7606,227918,1461,346775,333393,172741,4959,136469,1453,186016,179317,90972,2670,47729,597,69106,67026,35314,2845,51627,395,72253,70050,38330,2369,67371,495,83764,80397,39163,865,23138,188,32660,31229,16268,1275,30338,277,43671,42512,23591,187,4272,6,1064,23827,210,35726,34510,18664
2022-03-02,3281,114286,872,151418,146152,72826,4,1047,2,1284,34018,324,43355,41390,20421,1613,45414,294,67042,64699,33440,2578,90469,594,126279,122748,65237,7041,228371,1461,346791,333422,172930,4455,136691,1457,186031,179329,91037,2466,47874,598,69107,67027,35328,2645,51776,396,72258,70067,38383,2206,67508,497,83765,80404,39191,828,23225,188,32661,31231,16283,1178,30412,278,43673,42519,23600,181,4284,6,958,23885,210,35728,34513,18694
2022-03-03,3073,114481,875,151423,146166,72939,,1047,2,1211,34084,324,43355,41390,20427,1517,45511,294,67049,64723,33491,2368,90622,596,126281,122760,65317,6610,228791,1465,346809,333463,173067,4064,136930,1458,186035,179332,91055,2325,48036,599,69109,67035,35379,2544,51966,397,72263,70075,38398,2107,67674,497,83766,80417,39237,784,23295,188,32662,31232,16296,1104,30495,278,43674,42531,23638,178,4295,6,891,23933,211,35728,34517,18706
2022-03-04,2808,114663,877,151423,146174,72970,,1047,2,1112,34148,324,43355,41395,20452,1438,45630,296,67057,64731,33526,2198,90776,598,126285,122762,65338,6167,229212,1471,346819,333498,173247,3756,137178,1460,186040,179359,91161,2217,48190,603,69115,67044,35410,2408,52112,399,72266,70087,38482,1963,67805,498,83770,80427,39302,774,23385,188,32662,31240,16318,1038,30581,278,43674,42534,23674,169,4313,6,835,23992,212,35728,34518,18740
2022-03-05,2619,114758,879,151424,146174,72973,,1047,2,1065,34179,325,43355,41395,20453,1361,45691,296,67057,64731,33526,2062,90829,598,126285,122763,65341,5904,229468,1475,346819,333507,173290,3573,137342,1461,186040,179359,91162,2151,48270,605,69115,67044,35410,2305,52191,399,72266,70087,38482,1866,67877,498,83771,80428,39304,715,23392,189,32662,31240,16318,998,30630,278,43674,42534,23674,166,4321,6,764,24000,216,35728,34518,18741
2022-03-06,2468,114810,882,151424,146174,72974,,1047,2,1022,34209,325,43355,41395,20454,1295,45735,297,67057,64731,33526,1926,90866,598,126285,122763,65341,5677,229675,1475,346819,333508,173297,3404,137481,1461,186040,179359,91163,2048,48377,606,69115,67044,35410,2170,52227,400,72266,70087,38482,1776,67925,498,83771,80428,39304,684,23413,190,32662,31240,16318,933,30657,279,43674,42534,23674,169,4330,6,709,24012,216,35728,34518,18741
2022-03-07,2574,115156,884,151426,146180,73004,,1047,2,1003,34330,325,43356,41400,20465,1381,45930,298,67057,64732,33528,2028,91121,599,126285,122767,65352,5884,230397,1476,346822,333518,173359,3511,137915,1464,186043,179373,91234,2003,48590,608,69115,67045,35433,2246,52494,402,72266,70087,38482,1888,68210,499,83771,80441,39341,777,23555,191,32662,31240,16318,944,30757,279,43674,42534,23677,175,4350,6,732,24114,216,35729,34520,18757
2022-03-08,2521,115372,888,151426,146194,73019,,1047,2,966,34397,325,43356,41402,20470,1383,46060,298,67058,64742,33534,2014,91302,599,126287,122782,65381,5866,230938,1477,346833,333586,173449,3478,138250,1465,186048,179390,91309,2000,48750,610,69116,67051,35446,2193,52655,403,72266,70092,38490,1899,68384,499,83771,80444,39358,797,23621,191,32662,31241,16330,916,30835,279,43674,42536,23679,176,4370,6,743,24194,217,35729,34527,18758
2022-03-09,2483,115574,888,151440,146207,73095,,1047,2,934,34467,325,43357,41412,20534,1368,46193,300,67061,64749,33585,1997,91497,599,126293,122791,65454,5928,231541,1479,346844,333622,173623,3513,138612,1467,186054,179406,91396,1968,48898,611,69117,67052,35459,2160,52863,403,72269,70104,38511,1888,68548,500,83771,80451,39383,830,23710,192,32663,31246,16359,917,30910,279,43675,42544,23705,186,4392,6,742,24257,217,35729,34528,18777
2022-03-10,2490,115787,890,151447,146238,73207,,1047,2,907,34529,325,43357,41412,20535,1404,46318,300,67065,64757,33639,2010,91687,599,126301,122797,65494,6071,232096,1480,346855,333670,173718,3558,138929,1470,186060,179415,91405,1959,49041,611,69120,67059,35506,2124,53034,404,72270,70108,38534,1906,68702,500,83772,80458,39405,849,23776,193,32664,31248,16372,908,30970,279,43675,42553,23726,303,4523,6,747,24329,217,35730,34532,18780
2022-03-11,2533,116018,890,151450,146241,73268,,1047,2,899,34601,326,43358,41416,20564,1463,46479,300,67066,64759,33680,2035,91864,600,126304,122802,65536,6268,232672,1482,346863,333702,173909,3593,139241,1473,186067,179434,91496,1970,49188,613,69121,67066,35548,2153,53252,405,72280,70115,38614,1942,68872,501,83773,80461,39448,886,23864,193,32664,31249,16384,923,31047,280,43677,42557,23749,305,4538,6,742,24389,217,35730,34534,18805
2022-03-12,2519,116098,890,151450,146242,73268,,1047,2,886,34624,326,43358,41416,20564,1504,46563,300,67066,64759,33681,2037,91940,602,126304,122803,65541,6342,233009,1483,346864,333710,173958,3640,139425,1473,186067,179435,91497,1974,49272,616,69121,67066,35548,2178,53351,405,72280,70115,38614,1984,68974,503,83773,80461,39449,884,23865,193,32664,31249,16385,928,31090,280,43677,42557,23749,308,4549,6,740,24406,218,35730,34535,18806
2022-03-13,2523,116135,892,151450,146242,73268,,1047,2,888,34648,326,43358,41416,20564,1540,46636,303,67066,64759,33682,2020,91983,602,126304,122803,65541,6398,233264,1486,346864,333711,173966,3741,139620,1477,186067,179435,91497,2007,49399,617,69121,67066,35548,2173,53392,407,72280,70115,38614,1996,69033,505,83773,80461,39450,902,23892,193,32664,31249,16385,931,31124,280,43677,42557,23749,308,4554,6,751,24420,219,35730,34535,18806
2022-03-14,2614,116497,893,151450,146242,73293,,1047,2,915,34793,327,43362,41419,20573,1687,46923,304,67066,64759,33683,2216,92374,602,126304,122805,65555,6869,234336,1493,346867,333721,174026,3981,140199,1477,186074,179445,91584,2067,49650,617,69122,67068,35564,2300,53777,407,72280,70116,38614,2130,69344,506,83773,80467,39483,964,24038,193,32664,31250,16386,1001,31265,280,43677,42558,23750,314,4572,6,799,24570,219,35731,34536,18816
2022-03-15,2677,116761,893,151452,146250,73306,,1047,2,921,34865,328,43362,41420,20581,1794,47116,304,67067,64761,33690,2290,92601,603,126312,122812,65592,7214,235132,1494,346876,333749,174188,4161,140630,1480,186081,179456,91682,2116,49845,617,69123,67070,35600,2438,54065,407,72280,70117,38616,2210,69581,506,83775,80475,39536,1000,24138,194,32669,31251,16411,1019,31357,280,43678,42558,23755,314,4586,6,829,24656,219,35732,34537,18823
2022-03-16,2751,117037,894,151458,146264,73429,,1047,2,945,34963,329,43363,41427,20642,1961,47375,304,67071,64769,33728,2358,92827,604,126314,122823,65668,7548,235919,1495,346879,333769,174298,4330,141021,1481,186087,179463,91788,2173,50047,618,69123,67071,35620,2582,54358,407,72283,70127,38662,2336,69844,507,83778,80484,39579,1031,24256,195,32670,31256,16438,1045,31457,280,43680,42559,23789,321,4605,6,876,24761,219,35734,34539,18844
