date,region.ce.cases.active,region.ce.cases.confirmed.todate,region.ce.deceased.todate,region.ce.vaccinated.1st.todate,region.ce.vaccinated.2nd.todate,region.ce.vaccinated.3rd.todate,region.foreign.cases.active,region.foreign.cases.confirmed.todate,region.foreign.deceased.todate,region.kk.cases.active,region.kk.cases.confirmed.todate,region.kk.deceased.todate,region.kk.vaccinated.1st.todate,region.kk.vaccinated.2nd.todate,region.kk.vaccinated.3rd.todate,region.kp.cases.active,region.kp.cases.confirmed.todate,region.kp.deceased.todate,region.kp.vaccinated.1st.todate,region.kp.vaccinated.2nd.todate,region.kp.vaccinated.3rd.todate,region.kr.cases.active,region.kr.cases.confirmed.todate,region.kr.deceased.todate,region.kr.vaccinated.1st.todate,region.kr.vaccinated.2nd.todate,region.kr.vaccinated.3rd.todate,region.lj.cases.active,region.lj.cases.confirmed.todate,region.lj.deceased.todate,region.lj.vaccinated.1st.todate,region.lj.vaccinated.2nd.todate,region.lj.vaccinated.3rd.todate,region.mb.cases.active,region.mb.cases.confirmed.todate,region.mb.deceased.todate,region.mb.vaccinated.1st.todate,region.mb.vaccinated.2nd.todate,region.mb.vaccinated.3rd.todate,region.ms.cases.active,region.ms.cases.confirmed.todate,region.ms.deceased.todate,region.ms.vaccinated.1st.todate,region.ms.vaccinated.2nd.todate,region.ms.vaccinated.3rd.todate,region.ng.cases.active,region.ng.cases.confirmed.todate,region.ng.deceased.todate,region.ng.vaccinated.1st.todate,region.ng.vaccinated.2nd.todate,region.ng.vaccinated.3rd.todate,region.nm.cases.active,region.nm.cases.confirmed.todate,region.nm.deceased.todate,region.nm.vaccinated.1st.todate,region.nm.vaccinated.2nd.todate,region.nm.vaccinated.3rd.todate,region.po.cases.active,region.po.cases.confirmed.todate,region.po.deceased.todate,region.po.vaccinated.1st.todate,region.po.vaccinated.2nd.todate,region.po.vaccinated.3rd.todate,region.sg.cases.active,region.sg.cases.confirmed.todate,region.sg.deceased.todate,region.sg.vaccinated.1st.todate,region.sg.vaccinated.2nd.todate,region.sg.vaccinated.3rd.todate,region.unknown.cases.active,region.unknown.cases.confirmed.todate,region.unknown.deceased.todate,region.za.cases.active,region.za.cases.confirmed.todate,region.za.deceased.todate,region.za.vaccinated.1st.todate,region.za.vaccinated.2nd.todate,region.za.vaccinated.3rd.todate
2022-03-17,2867,117348,894,151465,146274,73512,,1047,2,975,35059,329,43363,41427,20647,2101,47612,304,67074,64774,33800,2435,93057,605,126317,122834,65776,7933,236724,1496,346901,333797,174523,4523,141453,1481,186088,179463,91814,2194,50230,618,69126,67081,35694,2627,54593,409,72285,70129,38693,2418,70092,507,83782,80489,39618,1041,24336,196,32670,31261,16461,1084,31579,280,43680,42562,23814,324,4619,6,903,24836,219,35736,34540,18864
2022-03-18,3031,117694,894,151468,146282,73572,,1047,2,1020,35168,329,43364,41433,20669,2211,47841,307,67079,64785,33851,2554,93330,606,126319,122837,65823,8358,237570,1498,346909,333806,174729,4699,141877,1483,186103,179480,91930,2253,50443,619,69129,67084,35739,2783,54895,409,72288,70138,38832,2493,70298,508,83783,80490,39649,1077,24462,197,32670,31261,16478,1123,31704,280,43681,42566,23830,319,4632,6,936,24928,219,35738,34542,18902
2022-03-19,3061,117819,897,151468,146282,73572,,1047,2,1018,35197,329,43364,41433,20670,2287,47978,307,67079,64785,33851,2593,93422,606,126319,122837,65830,8569,238037,1499,346913,333809,174759,4756,142098,1485,186103,179480,91930,2287,50557,620,69129,67084,35739,2819,55010,410,72288,70138,38834,2535,70412,509,83783,80490,39649,1093,24485,198,32670,31261,16480,1127,31757,280,43681,42566,23831,317,4638,6,952,24952,220,35738,34542,18905
2022-03-20,3067,117877,899,151468,146282,73572,,1047,2,1001,35210,330,43364,41433,20670,2339,48074,308,67079,64786,33851,2605,93471,607,126319,122837,65833,8663,238338,1499,346913,333811,174770,4839,142320,1487,186103,179480,91932,2332,50709,620,69129,67084,35739,2827,55054,410,72288,70138,38834,2551,70476,510,83784,80491,39649,1103,24516,199,32670,31261,16480,1158,31815,280,43681,42566,23831,319,4649,6,954,24966,221,35738,34542,18905
2022-03-21,3223,118379,899,151469,146286,73596,,1047,2,1060,35390,330,43364,41433,20689,2490,48420,309,67079,64790,33858,2739,93860,607,126319,122837,65844,9235,239632,1499,346916,333820,174842,5068,142983,1490,186106,179502,91984,2403,50993,621,69130,67086,35768,3023,55517,411,72288,70138,38835,2688,70898,510,83786,80496,39734,1135,24690,199,32670,31261,16483,1250,32007,280,43681,42566,23833,323,4673,6,1010,25124,221,35739,34543,18931
2022-03-22,3374,118746,899,151469,146290,73616,,1047,2,1114,35511,330,43364,41434,20697,2570,48630,309,67079,64790,33864,2868,94170,609,126319,122839,65885,9543,240481,1500,346919,333829,174937,5211,143461,1490,186118,179529,92149,2441,51191,621,69134,67090,35819,3161,55816,411,72288,70139,38836,2765,71149,510,83790,80502,39773,1159,24780,199,32670,31263,16497,1277,32112,281,43681,42566,23836,324,4694,6,1022,25216,221,35739,34543,18935
2022-03-23,3516,119090,900,151475,146305,73755,,1047,2,1154,35621,331,43368,41442,20770,2651,48844,310,67082,64796,33903,2955,94452,609,126326,122845,65965,9765,241306,1502,346935,333852,175156,5280,143892,1490,186123,179542,92260,2517,51415,624,69134,67092,35834,3252,56115,412,72293,70147,38880,2867,71415,510,83790,80505,39818,1165,24875,199,32672,31266,16524,1339,32249,281,43686,42571,23892,325,4717,6,1041,25298,221,35740,34544,18945
2022-03-24,3616,119403,900,151478,146310,73847,,1047,2,1200,35729,332,43368,41442,20772,2705,49023,311,67086,64808,33977,2993,94680,611,126328,122847,66012,9904,242000,1504,346950,333889,175450,5395,144324,1493,186125,179548,92307,2590,51631,627,69138,67095,35922,3306,56340,412,72293,70153,38917,2921,71623,511,83792,80508,39847,1190,24966,199,32673,31269,16539,1403,32373,281,43687,42572,23919,207,4730,6,1048,25377,221,35741,34545,18962
2022-03-25,3729,119747,901,151482,146319,73897,,1047,2,1216,35817,332,43368,41442,20789,2757,49236,311,67089,64815,34029,3087,94951,611,126329,122850,66047,10001,242673,1507,346961,333903,175619,5466,144707,1493,186136,179566,92439,2624,51812,627,69142,67101,35967,3342,56594,412,72299,70159,39014,3009,71881,512,83797,80516,39898,1181,25045,199,32675,31270,16553,1449,32496,282,43688,42573,23957,213,4751,6,1052,25441,221,35742,34546,19005
2022-03-26,3785,119883,901,151482,146320,73897,,1047,2,1228,35852,332,43368,41442,20789,2757,49320,312,67089,64815,34031,3090,95030,611,126331,122850,66048,10078,243087,1508,346961,333906,175640,5466,144891,1493,186136,179566,92439,2638,51910,628,69142,67101,35967,3347,56698,413,72299,70159,39015,3001,71975,512,83797,80516,39899,1185,25050,199,32675,31270,16555,1486,32576,282,43688,42573,23958,212,4761,6,1058,25464,222,35742,34546,19005
2022-03-27,3806,119941,902,151482,146320,73897,,1047,2,1230,35878,332,43368,41442,20789,2748,49384,312,67089,64815,34031,3080,95063,611,126331,122850,66049,10074,243338,1511,346961,333909,175652,5485,145105,1493,186136,179566,92439,2614,52013,628,69142,67101,35967,3341,56733,413,72299,70159,39015,3016,72049,512,83797,80516,39899,1182,25074,200,32675,31270,16555,1493,32617,283,43688,42573,23958,222,4776,6,1059,25479,223,35742,34546,19005
2022-03-28,3911,120408,903,151483,146321,73920,,1047,2,1284,36077,332,43368,41445,20796,2700,49623,312,67089,64816,34031,3096,95470,612,126331,122851,66059,10116,244452,1511,346967,333916,175736,5508,145707,1494,186140,179571,92527,2593,52243,628,69143,67102,35990,3345,57122,413,72300,70159,39015,3116,72460,513,83799,80520,39951,1166,25204,200,32675,31270,16555,1514,32779,283,43688,42573,23960,227,4799,6,1065,25635,223,35743,34548,19014
2022-03-29,3982,120743,903,151486,146325,73972,,1047,2,1315,36180,332,43368,41445,20798,2667,49783,313,67089,64817,34036,3143,95744,612,126332,122852,66079,10165,245297,1511,346974,333933,175861,5498,146128,1496,186144,179582,92595,2573,52418,631,69143,67108,36024,3298,57363,413,72300,70159,39016,3118,72699,513,83801,80523,39969,1134,25272,201,32677,31271,16582,1538,32895,285,43688,42573,23963,229,4815,6,1057,25713,224,35743,34550,19028
2022-03-30,4019,121056,903,151492,146334,74070,,1047,2,1333,36296,333,43371,41447,20850,2572,49947,313,67094,64825,34073,3147,95974,613,126335,122860,66155,10103,246022,1516,346977,333957,176034,5494,146515,1498,186149,179592,92683,2539,52586,632,69143,67110,36036,3218,57576,413,72300,70165,39051,3087,72931,514,83806,80527,40001,1074,25330,202,32682,31273,16614,1561,33018,285,43689,42575,23999,223,4828,6,1027,25788,224,35744,34552,19046
2022-03-31,3943,121291,903,151495,146342,74159,,1047,2,1327,36386,334,43371,41448,20858,2479,50091,315,67095,64828,34119,3136,96193,615,126338,122864,66292,9943,246667,1518,346985,333977,176217,5405,146858,1500,186150,179594,92704,2490,52720,633,69147,67118,36122,3164,57757,413,72301,70165,39074,3030,73122,514,83808,80531,40043,1067,25403,202,32682,31275,16623,1534,33113,285,43691,42578,24060,219,4838,6,1011,25847,224,35744,34552,19062
2022-04-01,3870,121564,904,151498,146344,74190,,1047,2,1306,36474,334,43373,41452,20868,2404,50245,316,67100,64832,34182,3095,96425,615,126339,122866,66310,9706,247276,1518,346994,333997,176396,5322,147199,1500,186160,179607,92835,2406,52849,634,69150,67121,36157,3069,57964,413,72306,70176,39162,3008,73306,514,83811,80537,40088,993,25455,202,32682,31278,16645,1496,33200,286,43691,42578,24080,215,4847,6,986,25914,225,35744,34556,19084
2022-04-02,3854,121673,905,151498,146344,74191,,1047,2,1305,36502,335,43373,41452,20868,2340,50318,318,67100,64832,34182,3068,96490,615,126339,122866,66313,9522,247559,1520,346996,334001,176422,5202,147300,1503,186160,179607,92835,2354,52911,635,69150,67121,36157,3029,58039,414,72306,70176,39162,2965,73377,514,83812,80537,40091,974,25459,203,32682,31278,16645,1486,33243,286,43691,42578,24080,220,4858,6,978,25930,225,35744,34556,19087
2022-04-03,3842,121719,907,151498,146344,74191,,1047,2,1322,36532,336,43373,41453,20868,2286,50360,318,67100,64832,34183,3063,96534,615,126339,122866,66315,9458,247796,1523,346996,334001,176432,5131,147451,1503,186160,179607,92835,2285,52994,635,69150,67121,36157,3026,58080,414,72306,70176,39163,2961,73437,515,83812,80537,40091,961,25477,203,32682,31278,16645,1475,33290,286,43691,42578,24080,213,4862,6,972,25938,225,35744,34556,19087
2022-04-04,3719,122098,907,151498,146346,74218,,1047,2,1298,36688,336,43375,41458,20879,2101,50521,318,67100,64832,34185,3054,96914,615,126339,122866,66330,8995,248627,1526,346998,334010,176525,4887,147870,1505,186166,179613,92913,2176,53169,638,69150,67125,36178,2844,58361,415,72306,70176,39165,2846,73744,515,83813,80542,40171,876,25566,203,32682,31278,16645,1413,33420,286,43691,42578,24081,209,4882,6,919,26043,226,35744,34557,19098
2022-04-05,3648,122394,909,151500,146346,74246,,1047,2,1270,36781,336,43375,41458,20881,1996,50626,318,67100,64834,34186,3002,97172,616,126339,122871,66352,8725,249206,1527,347002,334027,176638,4711,148172,1506,186173,179626,93017,2081,53272,640,69151,67127,36216,2705,58521,415,72306,70176,39166,2781,73930,516,83813,80545,40207,827,25607,204,32683,31281,16661,1417,33529,286,43691,42578,24082,199,4893,6,883,26099,226,35744,34558,19116
2022-04-06,3550,122640,910,151505,146351,74364,,1047,2,1260,36881,338,43377,41469,20922,1892,50736,318,67104,64842,34227,2930,97382,617,126344,122879,66438,8438,249744,1527,347009,334058,176872,4569,148461,1508,186177,179636,93142,1959,53374,641,69152,67128,36226,2565,58680,415,72313,70181,39185,2687,74102,516,83814,80551,40248,785,25660,204,32685,31286,16703,1366,33615,286,43692,42583,24110,189,4906,6,856,26154,226,35744,34560,19135
2022-04-07,3450,122853,912,151513,146361,74487,,1047,2,1246,36975,338,43377,41469,20929,1805,50828,318,67106,64846,34277,2884,97564,617,126345,122882,66536,8237,250237,1530,347017,334087,177122,4394,148718,1509,186178,179639,93168,1856,53487,641,69155,67129,36313,2474,58814,416,72313,70182,39211,2623,74246,516,83815,80559,40276,736,25702,204,32685,31286,16708,1314,33687,286,43693,42586,24141,189,4919,6,834,26211,226,35744,34564,19154
2022-04-08,3301,123048,912,151516,146372,74523,,1047,2,1249,37066,338,43377,41469,20946,1696,50932,321,67108,64851,34327,2782,97733,618,126348,122885,66589,8017,250690,1530,347027,334111,177294,4216,148923,1510,186184,179661,93263,1773,53585,641,69157,67132,36355,2388,58982,416,72316,70188,39277,2539,74420,516,83817,80565,40321,706,25751,205,32687,31287,16729,1275,33771,286,43694,42592,24169,184,4935,6,819,26260,227,35745,34565,19163
2022-04-09,3240,123123,913,151516,146372,74526,,1047,2,1245,37097,338,43377,41469,20946,1648,50968,321,67108,64852,34327,2769,97799,619,126348,122887,66592,7850,250937,1531,347027,334115,177321,4117,149008,1512,186184,179661,93263,1715,53625,641,69157,67132,36355,2350,59048,416,72316,70188,39277,2523,74498,516,83817,80565,40321,704,25754,205,32687,31287,16729,1240,33816,286,43694,42592,24169,181,4942,6,816,26280,227,35745,34565,19164
2022-04-10,3218,123159,913,151516,146373,74526,,1047,2,1234,37112,338,43377,41469,20946,1608,50992,321,67108,64852,34327,2757,97820,620,126348,122887,66593,7764,251102,1533,347030,334116,177334,4002,149107,1516,186184,179661,93263,1679,53692,642,69157,67132,36355,2336,59069,417,72316,70188,39278,2487,74536,516,83817,80565,40321,696,25770,205,32687,31287,16729,1227,33844,287,43694,42592,24169,172,4948,6,809,26288,227,35745,34565,19164
2022-04-11,3057,123465,914,151518,146374,74541,,1047,2,1198,37275,339,43381,41471,20963,1475,51098,321,67108,64852,34329,2648,98118,621,126348,122887,66606,7245,251697,1535,347033,334127,177415,3709,149416,1517,186189,179667,93323,1568,53811,642,69158,67134,36374,2203,59325,417,72316,70190,39278,2321,74781,517,83820,80570,40383,634,25838,205,32687,31287,16733,1146,33925,288,43694,42592,24169,172,4971,6,755,26390,228,35745,34567,19189
2022-04-12,2893,123636,914,151526,146383,74566,,1047,2,1189,37369,339,43381,41472,20966,1382,51165,321,67109,64852,34337,2548,98292,621,126350,122889,66652,6832,252129,1538,347048,334138,177491,3491,149619,1518,186191,179677,93370,1447,53865,642,69159,67140,36390,2093,59456,417,72317,70190,39283,2201,74900,517,83821,80575,40397,603,25875,205,32688,31287,16742,1107,34002,289,43694,42593,24169,171,4986,6,726,26439,228,35745,34567,19204
2022-04-13,2757,123813,915,151530,146392,74647,,1047,2,1164,37460,340,43382,41474,21008,1280,51227,321,67110,64861,34374,2465,98439,624,126352,122896,66695,6486,252508,1540,347056,334160,177652,3277,149792,1521,186191,179685,93439,1355,53941,645,69160,67141,36395,2008,59584,417,72318,70197,39299,2104,75035,517,83822,80581,40426,570,25900,205,32690,31304,16775,1067,34085,290,43694,42597,24193,174,5002,6,706,26494,228,35745,34569,19209
2022-04-14,2673,123964,916,151535,146397,74715,,1047,2,1161,37547,341,43383,41478,21051,1187,51278,321,67110,64862,34383,2374,98567,624,126359,122902,66737,6165,252832,1540,347071,334184,177929,3103,149961,1524,186195,179695,93482,1288,54008,646,69161,67149,36442,1937,59694,417,72318,70198,39321,2031,75153,518,83825,80583,40449,527,25930,205,32690,31304,16779,1046,34159,290,43695,42597,24207,176,5014,6,682,26529,228,35745,34572,19229
2022-04-15,2553,124117,917,151537,146397,74738,,1047,2,1154,37628,341,43383,41480,21060,1081,51326,321,67112,64869,34418,2290,98715,624,126360,122903,66762,5895,253171,1540,347079,334202,178077,2916,150115,1526,186200,179707,93574,1209,54058,646,69162,67151,36461,1850,59814,418,72318,70205,39378,1947,75253,519,83829,80591,40525,502,25957,206,32691,31307,16783,1002,34202,290,43695,42597,24220,182,5029,6,653,26567,228,35745,34575,19245
2022-04-16,2497,124170,917,151537,146397,74738,,1047,2,1153,37655,341,43383,41480,21060,1043,51361,321,67112,64869,34419,2260,98750,625,126360,122903,66763,5768,253327,1541,347080,334204,178098,2898,150198,1527,186200,179707,93574,1171,54082,648,69162,67151,36461,1818,59857,418,72318,70205,39378,1929,75306,519,83829,80591,40525,509,25968,206,32691,31307,16783,997,34240,290,43695,42597,24220,178,5036,6,643,26573,228,35745,34575,19245
2022-04-17,2472,124191,917,151537,146397,74738,,1047,2,1142,37674,341,43383,41480,21060,1022,51382,321,67112,64869,34419,2252,98786,625,126360,122903,66763,5667,253463,1543,347081,334205,178101,2822,150273,1527,186200,179707,93574,1117,54111,649,69162,67151,36461,1792,59872,419,72318,70205,39378,1886,75323,519,83829,80591,40526,496,25973,206,32691,31307,16783,965,34255,290,43695,42597,24220,177,5039,6,642,26580,228,35745,34575,19245
2022-04-18,2136,124234,917,151537,146397,74738,,1047,2,1013,37701,342,43383,41480,21060,899,51420,321,67112,64869,34419,1895,98809,625,126361,122903,66764,4973,253600,1546,347081,334207,178107,2467,150337,1528,186200,179707,93574,975,54144,649,69162,67151,36461,1539,59900,421,72318,70205,39378,1608,75352,520,83829,80591,40526,410,25976,206,32691,31307,16783,861,34281,291,43695,42597,24220,172,5054,7,547,26590,228,35745,34575,19245
2022-04-19,2096,124490,917,151540,146403,74766,,1047,2,1007,37788,342,43384,41481,21068,890,51516,321,67112,64869,34420,1891,99063,627,126361,122905,66785,4863,254069,1548,347089,334226,178206,2421,150593,1528,186204,179716,93627,933,54205,651,69165,67152,36476,1550,60071,421,72318,70206,39381,1613,75543,520,83829,80593,40535,473,26080,206,32692,31309,16791,867,34396,291,43695,42597,24220,185,5078,7,568,26667,228,35745,34576,19253
2022-04-20,2005,124645,917,151544,146411,74831,,1047,2,993,37874,343,43388,41486,21085,848,51584,321,67112,64871,34448,1826,99208,627,126366,122912,66861,4609,254353,1548,347093,334240,178317,2303,150764,1529,186204,179723,93691,860,54234,651,69165,67153,36485,1497,60177,423,72319,70209,39407,1536,75638,520,83829,80595,40551,458,26118,207,32693,31315,16814,842,34457,291,43699,42597,24244,179,5085,7,538,26692,228,35745,34580,19263
2022-04-21,1912,124765,917,151549,146414,74898,,1047,2,956,37931,344,43388,41486,21091,833,51661,321,67113,64872,34482,1740,99304,627,126371,122916,66913,4408,254645,1548,347102,334255,178459,2207,150925,1531,186209,179724,93719,808,54295,651,69167,67155,36521,1442,60256,423,72320,70210,39422,1483,75729,522,83832,80600,40604,442,26144,207,32693,31315,16814,830,34517,292,43699,42597,24254,178,5097,7,512,26723,228,35745,34581,19277
2022-04-22,1836,124884,919,151551,146417,74916,,1047,2,914,37980,344,43390,41487,21097,787,51719,321,67114,64882,34523,1678,99411,628,126371,122921,66956,4199,254889,1550,347109,334264,178583,2147,151070,1534,186212,179748,93798,747,54332,652,69168,67156,36537,1354,60336,423,72324,70217,39454,1385,75805,523,83832,80600,40623,426,26177,208,32693,31316,16829,808,34579,292,43699,42597,24260,172,5107,7,497,26757,228,35745,34583,19284
2022-04-23,1802,124925,920,151551,146417,74916,,1047,2,901,37998,344,43390,41488,21097,797,51765,321,67114,64882,34525,1649,99448,630,126371,122924,66957,4101,255038,1552,347111,334266,178613,2132,151140,1535,186212,179748,93798,728,54353,652,69168,67156,36537,1324,60372,423,72324,70217,39454,1350,75848,523,83832,80600,40623,426,26180,209,32693,31316,16829,798,34614,293,43699,42597,24260,171,5113,7,480,26760,228,35745,34583,19284
2022-04-24,1798,124957,921,151551,146417,74918,,1047,2,893,38005,344,43390,41488,21097,795,51787,321,67114,64882,34525,1647,99467,630,126371,122924,66957,4023,255125,1554,347111,334266,178620,2097,151204,1539,186212,179748,93798,688,54380,652,69168,67156,36537,1320,60389,423,72324,70218,39454,1324,75860,523,83832,80600,40623,433,26203,209,32694,31316,16832,801,34645,295,43699,42597,24260,166,5114,7,476,26764,228,35745,34583,19285
2022-04-25,1665,125130,923,151552,146417,74935,,1047,2,772,38047,344,43390,41490,21098,807,51905,321,67114,64882,34526,1493,99611,631,126373,122926,66991,3807,255504,1556,347112,334272,178705,1986,151402,1540,186215,179752,93851,623,54434,652,69168,67156,36546,1166,60491,423,72324,70218,39460,1238,76019,524,83832,80600,40628,426,26264,211,32694,31316,16834,803,34728,295,43700,42597,24262,149,5120,7,413,26803,230,35745,34584,19296
2022-04-26,1630,125266,923,151553,146418,74963,,1047,2,725,38094,344,43390,41490,21109,806,51971,321,67115,64883,34531,1431,99723,631,126376,122929,67056,3676,255805,1557,347123,334294,178808,1947,151566,1541,186216,179757,93910,614,54479,652,69169,67159,36565,1113,60569,423,72327,70218,39463,1191,76091,525,83834,80603,40658,427,26302,211,32694,31318,16837,771,34773,295,43700,42598,24263,146,5132,7,395,26834,231,35745,34584,19303
2022-04-27,1480,125293,925,151553,146418,74963,,1047,2,638,38098,344,43390,41490,21109,764,51991,321,67116,64883,34531,1302,99741,631,126377,122929,67059,3386,255894,1557,347124,334295,178821,1833,151625,1542,186216,179757,93910,558,54499,652,69169,67159,36565,995,60579,423,72327,70218,39463,1072,76107,525,83834,80603,40658,407,26307,211,32694,31318,16837,708,34793,295,43700,42598,24263,133,5135,7,343,26837,231,35745,34584,19303
2022-04-28,1457,125421,926,151555,146423,75001,,1047,2,588,38135,344,43390,41490,21120,788,52066,321,67116,64884,34533,1299,99866,631,126378,122930,67062,3384,256216,1560,347127,334299,178881,1835,151796,1544,186216,179759,93921,537,54545,654,69171,67160,36587,992,60686,423,72327,70218,39470,1052,76205,525,83834,80603,40667,419,26349,211,32694,31318,16837,709,34868,295,43702,42598,24272,132,5146,7,338,26867,231,35745,34584,19311
2022-04-29,1419,125536,926,151556,146425,75007,,1047,2,530,38158,344,43390,41491,21125,798,52124,321,67116,64887,34541,1236,99951,632,126378,122930,67065,3311,256482,1560,347133,334315,178978,1793,151908,1546,186222,179764,93972,528,54586,654,69171,67163,36610,961,60775,423,72327,70219,39480,1023,76276,526,83836,80610,40678,432,26389,212,32694,31318,16838,710,34912,296,43702,42598,24273,122,5151,7,325,26892,231,35745,34585,19317
2022-04-30,1405,125575,927,151556,146425,75008,,1047,2,523,38178,345,43390,41491,21125,805,52166,321,67116,64887,34541,1231,99981,632,126378,122930,67065,3309,256636,1560,347133,334315,178989,1779,151977,1547,186222,179764,93973,520,54602,654,69171,67163,36610,957,60814,423,72327,70219,39481,1009,76315,526,83836,80610,40678,435,26403,212,32694,31318,16838,688,34928,296,43702,42598,24273,120,5156,7,325,26898,231,35745,34585,19317
2022-05-01,1406,125597,928,151556,146425,75008,,1047,2,512,38186,345,43390,41491,21125,808,52190,322,67116,64887,34541,1220,100006,632,126378,122930,67065,3226,256689,1561,347133,334315,178995,1751,152024,1547,186222,179764,93973,514,54625,654,69171,67163,36610,950,60822,423,72327,70219,39481,1000,76323,526,83836,80610,40678,435,26408,213,32694,31318,16838,683,34938,296,43702,42598,24273,120,5159,7,325,26905,231,35745,34585,19317
2022-05-02,1392,125626,928,151556,146425,75008,,1047,2,502,38203,345,43390,41491,21125,804,52224,323,67116,64887,34541,1218,100027,632,126378,122930,67068,3271,256871,1562,347133,334315,179001,1753,152090,1548,186222,179764,93973,515,54659,655,69171,67163,36610,944,60844,423,72327,70219,39481,1001,76353,528,83836,80610,40679,438,26414,214,32694,31318,16838,666,34947,296,43702,42598,24274,110,5164,7,321,26911,232,35745,34585,19317
