date,deceased.age.female.0-3,deceased.age.female.4-18,deceased.age.female.19-31,deceased.age.female.32-41,deceased.age.female.42-51,deceased.age.female.52-61,deceased.age.female.62-71,deceased.age.female.72+,deceased.age.male.0-3,deceased.age.male.4-18,deceased.age.male.19-31,deceased.age.male.32-41,deceased.age.male.42-51,deceased.age.male.52-61,deceased.age.male.62-71,deceased.age.male.72+
2015-02-18,,,,,,1,1,34,,,,1,,1,3,22
2015-02-19,,,,,,,5,26,,,,,,1,3,29
2015-02-20,,1,,,,1,1,30,,,,,1,3,2,20
2015-02-21,,,,,2,1,1,34,,,,,1,2,4,24
2015-02-22,,,,,,1,2,26,,,1,,,2,5,31
2015-02-23,,,,,,,6,27,,,,,,2,9,30
2015-02-24,,,,,,1,1,31,,,,,,2,3,28
2015-02-25,,,,,,,,30,,1,,1,2,2,5,27
2015-02-26,,,,,,1,4,25,,,,1,,3,1,27
2015-02-27,,,,,,1,,27,,,,1,,1,10,27
2015-02-28,,,,,1,,,35,,,,,1,1,3,18
2015-03-01,,,,,,,2,33,,,,,2,3,5,27
2015-03-02,,,,,,1,2,30,,,,1,2,1,4,30
2015-03-03,,,,,,2,,31,,,,,2,,7,17
2015-03-04,,,,,,1,6,30,,,,,1,,6,20
2015-03-05,,,,,,1,,33,,,,,2,2,1,16
2015-03-06,,,,,,,,31,,,,,,3,6,15
2015-03-07,,,,,,,2,24,,,1,,,4,1,23
2015-03-08,,,,,1,1,,23,,,,,,1,2,18
2015-03-09,,,,,,,3,24,,,1,,2,1,7,30
2015-03-10,,,,,,2,1,23,,,,1,1,2,7,31
2015-03-11,,,,,,,2,31,,1,,,5,1,6,26
2015-03-12,,,,,1,,2,30,,,,,,,7,22
2015-03-13,,,,,,2,1,25,,,,,1,1,3,23
2015-03-14,,,,,,,3,26,,,,3,,,4,32
2015-03-15,,,,1,,2,4,26,,1,,1,,1,4,20
2015-03-16,,,,,,,1,27,,,,,,1,2,20
2015-03-17,,,,1,,,4,32,,,,,,2,4,23
2015-03-18,,,,,,,1,26,,,,,,4,6,17
2015-03-19,,,,,1,,2,26,,,,,,,9,22
2015-03-20,,,,,1,,2,28,,,,,2,4,7,29
2015-03-21,,,,,,,3,28,,,,1,1,1,5,24
2015-03-22,,,,,,2,2,31,,,,,,1,8,29
2015-03-23,,,,1,,1,2,30,,,,1,,2,6,28
2015-03-24,,,,,1,,2,30,,,,,,2,4,30
2015-03-25,,,,,1,,1,37,,,2,,1,2,3,23
2015-03-26,,,,,1,3,5,28,,,,1,2,1,3,27
2015-03-27,,1,,,,,3,29,,,,1,,1,3,30
2015-03-28,,,,,,2,1,25,,,,,1,1,5,22
2015-03-29,,,,,,,3,27,,,,,3,3,6,27
2015-03-30,,,,1,,2,2,39,,,,,,,3,26
2015-03-31,,,,1,,1,3,26,,,,,1,4,2,22
2015-04-01,,,,,,1,2,33,,,,,,3,3,25
2015-04-02,,,,,,1,,38,,,,,1,2,10,24
2015-04-03,,,,,,1,1,28,,1,,,,3,10,30
2015-04-04,,,,,,,3,24,,,,,1,2,6,20
2015-04-05,,,1,,,,,20,,,,2,1,1,8,30
2015-04-06,,,,,,1,1,28,,,1,,3,1,7,23
2015-04-07,,,,,,,4,33,,,,,,1,10,31
2015-04-08,,,,,,1,2,26,,1,,,,1,2,20
2015-04-09,,,,,,,3,28,,,,,1,,5,23
2015-04-10,,,,,,,2,30,,,1,,2,2,1,20
2015-04-11,,,,1,,,1,26,,,,,,2,5,26
2015-04-12,,,,,,,1,26,,,2,1,,1,4,29
2015-04-13,,,,,,1,1,43,,,,1,1,2,4,26
2015-04-14,,,,,,,2,37,,,,,,3,6,29
2015-04-15,,,,,,,,23,,,1,,1,1,4,26
2015-04-16,,,,,,1,2,28,,1,1,,,1,2,21
2015-04-17,,,,,,2,3,31,,1,,1,,1,3,15
2015-04-18,,,,,,,2,33,,,,,,2,4,26
2015-04-19,,,,,,,1,28,,,,,,,3,20
2015-04-20,,,,,,2,2,29,,,,1,1,3,7,21
2015-04-21,,1,,,,1,4,33,,,,1,,3,4,31
2015-04-22,,,,,,,2,26,,,,,,1,7,18
2015-04-23,,,,,,3,3,28,,,,1,1,2,4,16
2015-04-24,,,,,,,1,19,,,,,1,2,6,18
2015-04-25,,,,,,,,21,,,,,4,2,1,21
2015-04-26,,,,,1,,2,25,,,1,,1,1,5,26
2015-04-27,,,,,,1,2,27,,,1,,,2,3,21
2015-04-28,,,,,,,1,28,,,,,,,6,19
2015-04-29,,,,,,1,4,24,,,,,1,1,3,30
2015-04-30,,,,,,2,3,29,,,,,,,4,20
2015-05-01,,,,,,,2,20,,,,,,2,6,28
2015-05-02,,,,,1,,4,28,,,,,1,4,4,21
2015-05-03,,,,,,1,1,28,,,,,,1,2,19
2015-05-04,,,,,,,2,22,,,,,,1,6,18
2015-05-05,,,,,,,3,24,,,,,1,1,6,28
2015-05-06,,,,,,,1,18,,,,1,,2,5,17
2015-05-07,,,,,,,2,23,,,,,,,2,19
2015-05-08,,,1,,,1,3,25,,,,,2,4,5,23
2015-05-09,,,,,1,,3,20,,,,,,,3,17
2015-05-10,,,,,,,1,35,,,,,,1,4,28
2015-05-11,,,,,1,,5,25,,,,1,,1,3,18
2015-05-12,,,,,1,1,4,22,,,,,,2,3,11
2015-05-13,,,,,,3,2,17,,,,,2,4,3,20
2015-05-14,,,,,,1,1,23,,,,,1,,2,16
2015-05-15,,,,,,,4,34,,,,,,,2,9
2015-05-16,,,,,,,,26,,,,,,1,6,26
2015-05-17,,,,,,,4,18,,,,,1,,1,20
2015-05-18,,,,,1,1,3,29,,,1,,1,2,3,24
2015-05-19,,,,,,,1,20,,,1,,1,1,3,21
2015-05-20,,,,,,,2,23,,,,,1,,4,17
2015-05-21,,,,,,1,3,17,,,,,1,2,4,11
2015-05-22,,,,,1,1,,29,,,,1,,1,6,13
2015-05-23,,,,1,,1,,24,,,1,,,,3,20
2015-05-24,,,,,,,2,23,,,,,,2,1,10
2015-05-25,,,,,,,1,19,,,,,,2,4,14
2015-05-26,,,,,1,1,,23,,,1,,,1,4,15
2015-05-27,,,,,,,2,28,,,,,,1,2,13
2015-05-28,,,,1,,,,17,,,,,,3,6,21
2015-05-29,,,,,,1,2,22,,,,,1,2,8,18
2015-05-30,,,,,,1,2,26,,,1,1,2,4,3,19
2015-05-31,,,1,,1,2,2,27,,,,,,4,4,16
2015-06-01,,,,,,,1,35,,,,1,1,,6,27
2015-06-02,,,,,,2,2,22,,,,,1,2,2,19
2015-06-03,,,,,,2,1,29,,,,,,2,3,16
2015-06-04,,,,,,1,,25,,,,1,,1,3,21
2015-06-05,,,,,,1,7,16,,,,1,,4,5,15
2015-06-06,,,,,,2,1,20,,,,,1,3,5,18
2015-06-07,,,,,,,,34,,,,,1,1,4,13
2015-06-08,,,,,,2,,28,,,1,,,3,2,22
2015-06-09,,,1,,,1,1,25,,,,,,2,4,13
2015-06-10,,1,,,,1,,23,,,,,,1,5,15
2015-06-11,,,1,,,1,2,22,,,,,,,1,19
2015-06-12,,,,,,2,1,25,,,,,2,,2,28
2015-06-13,,,,,,,4,18,,,1,,,1,2,17
2015-06-14,,,,,1,,1,25,,,,,1,1,,20
2015-06-15,,,,,,,2,20,,,,1,,3,5,14
2015-06-16,,,,,1,,3,26,,1,,1,,1,2,25
2015-06-17,,,,,,1,,28,,,,,,1,2,19
2015-06-18,,,,1,,1,4,22,,,,1,1,,1,14
2015-06-19,,,,2,,1,1,20,,,,1,2,1,3,20
2015-06-20,,,,,,,,15,,,,,1,2,6,19
2015-06-21,,,,,,,1,18,,,,,1,1,7,24
2015-06-22,,,,,,2,4,20,,,,,2,1,1,24
2015-06-23,,,,,,,,28,,,,,1,2,1,15
2015-06-24,,,,,,,,17,,,,,,1,1,13
2015-06-25,,,,,,1,,20,,,,2,,3,4,26
2015-06-26,,,,1,,,1,27,,,,1,,1,5,12
2015-06-27,,,,,,1,1,20,,,,,,,3,13
2015-06-28,,,,,,,1,21,,,,,2,,8,11
2015-06-29,,,,1,,,3,23,,,,,1,1,5,26
2015-06-30,,,1,,,1,3,31,,,,,,,3,21
2015-07-01,,,,1,,,1,29,,,1,1,2,2,4,21
2015-07-02,,,,,,1,3,22,,,,,2,,3,25
2015-07-03,,,,,,,1,21,,,,,,1,6,20
2015-07-04,,,,,,,3,23,,,,1,2,1,1,20
2015-07-05,,1,,,1,2,3,23,,,,,1,1,8,20
2015-07-06,,,,,,,3,30,,,,1,,,4,12
2015-07-07,,1,,1,,2,,30,,1,,,,,5,17
2015-07-08,,1,,,,1,3,36,,,,,4,1,3,23
2015-07-09,,,,,,,,19,,,1,1,1,1,2,16
2015-07-10,,,,,1,1,2,23,,,1,,,2,2,21
2015-07-11,,,,,,1,1,18,,,,,1,3,6,18
2015-07-12,,,,,,2,,28,,,,,,3,9,26
2015-07-13,,,,,2,,2,26,,2,1,,2,2,3,18
2015-07-14,,,,,,1,3,26,,,,,2,5,3,16
2015-07-15,,,,,,1,1,33,,,,1,,4,1,18
2015-07-16,,,,,,2,1,25,,,,,2,1,9,12
2015-07-17,,,,,,1,1,34,,,,2,1,1,6,23
2015-07-18,,,,,,2,3,19,,,,1,,2,1,24
2015-07-19,,,1,,,,2,29,,,,1,,2,5,21
2015-07-20,,,,,1,,,25,,,,,1,3,9,26
2015-07-21,,,,,,,4,22,,,,,,4,3,18
2015-07-22,,,,,,,1,30,,1,,,2,1,5,18
2015-07-23,,,,,,1,1,20,,,,1,1,,4,24
2015-07-24,,,,,,,1,36,,1,,,1,2,2,19
2015-07-25,,,,,1,2,,35,,,,,1,,3,26
2015-07-26,,,,1,1,1,4,22,,,,,,,7,24
2015-07-27,,,,1,,2,1,25,,,,,1,1,6,18
2015-07-28,,,,,,,1,17,,,,1,1,3,2,25
2015-07-29,,,,1,1,,,31,,,,,1,,3,15
2015-07-30,,1,,,,2,,32,,,1,,,1,1,18
2015-07-31,,,,,,1,3,17,,,,,1,1,2,22
2015-08-01,,,,,,,1,22,,,1,,1,1,1,15
2015-08-02,,,,,,,2,19,,,,,1,1,2,21
2015-08-03,,,,,2,,2,29,,,,,,1,4,23
2015-08-04,,,,,,2,2,23,,,1,3,1,,1,14
2015-08-05,,,,,,1,2,25,,,,,,,3,21
2015-08-06,,,,,1,1,1,20,,,,,2,2,3,18
2015-08-07,,,,,1,1,1,17,,,,,,2,3,20
2015-08-08,,,,,,2,1,20,,1,,2,3,1,6,17
2015-08-09,,,,,1,,2,17,,,1,1,,2,3,17
2015-08-10,,,,,1,,2,23,,,,,1,2,4,23
2015-08-11,,,,,,,1,28,,,,,1,1,3,28
2015-08-12,,,,,1,4,3,27,,,,1,,3,3,12
2015-08-13,,,,1,,,4,18,,,,,,5,5,22
2015-08-14,,,,,1,,,29,,,,2,1,2,2,20
2015-08-15,,,,,,2,2,25,,,1,1,,3,4,18
2015-08-16,,,,,,1,,27,,,1,,,1,3,21
2015-08-17,,,,,,,1,19,,,,,,3,5,15
2015-08-18,,,,,,1,3,27,,,,1,,4,3,18
2015-08-19,,,,,1,,3,24,,,,,,,6,14
2015-08-20,,,,,,,3,22,,,,,1,3,3,17
2015-08-21,,1,1,,1,1,,19,,1,,,1,2,6,20
2015-08-22,,,,,,,1,15,,2,,,,3,6,21
2015-08-23,,,,1,,1,2,24,,,,1,,3,6,24
2015-08-24,,,,,1,,2,13,,1,1,,2,,1,20
2015-08-25,,,,,,1,4,18,,,,2,,1,4,22
2015-08-26,,,,,1,3,,32,,,1,,,5,2,18
2015-08-27,,,,,1,,3,22,,,,,1,2,5,14
2015-08-28,,,,,,,3,19,,,,1,,5,3,23
2015-08-29,,1,,,,1,4,23,,,,,2,,3,15
2015-08-30,,,,,,,,25,,,,,1,2,5,16
2015-08-31,,,,,,,1,29,,,,,,6,5,20
2015-09-01,,,,,,,3,28,,,,,,3,2,20
2015-09-02,,,,,,2,1,19,,,,,,,2,20
2015-09-03,,,1,,1,,,23,,,,,,3,2,16
2015-09-04,,1,,,,1,2,17,,,1,,1,2,2,11
2015-09-05,,,,,,,1,22,,,,,,3,1,17
2015-09-06,,,,,,,2,20,,,,1,,4,2,12
2015-09-07,,,,,,,1,15,,,1,1,1,,6,10
2015-09-08,,,,,,2,1,18,,,,1,,3,4,18
2015-09-09,,,,,,,3,17,,,,,,1,2,17
2015-09-10,,,,,2,,3,26,,,,,,,3,15
2015-09-11,,,,,1,,3,18,,1,,,1,2,4,24
2015-09-12,,,,,,2,1,26,,1,,1,,1,6,18
2015-09-13,,,,,1,2,1,19,,,,1,,,2,14
2015-09-14,,,,,1,1,,27,,,,,,,,20
2015-09-15,,,,1,,,4,24,,,,,,8,3,19
2015-09-16,,,,,,1,,20,,,,,,1,3,19
2015-09-17,,,,,,,1,22,,,,,,,2,25
2015-09-18,,,,,,,2,24,,,1,,1,3,3,18
2015-09-19,,,,,1,1,1,25,,,1,,2,2,8,19
2015-09-20,,,,,,1,4,27,,,,1,3,2,3,25
2015-09-21,,,,,,1,,30,,,,1,1,1,4,22
2015-09-22,,,,,,1,1,17,,,,,,,2,15
2015-09-23,,,,,,1,,23,,,,,,1,7,23
2015-09-24,,,1,,2,,3,29,,,,,,1,4,13
2015-09-25,,,,,,,1,10,,,,,,3,3,23
2015-09-26,,,,,1,2,,22,,,,,1,,5,16
2015-09-27,,,,,,,1,19,,,,,1,,2,20
2015-09-28,,,,1,,2,1,25,,,,,,2,2,15
2015-09-29,,,,,,1,1,20,,,,,,1,1,23
2015-09-30,,,,,,1,1,26,,,,,,2,2,21
2015-10-01,,1,,,,2,,21,,,,1,,7,2,23
2015-10-02,,,,,,1,3,23,,,,,1,,6,17
2015-10-03,,,1,,,,,18,,,,,,,1,22
2015-10-04,,,,1,,,3,26,,1,,,,1,4,20
2015-10-05,,2,,,1,,3,21,,1,,,,1,4,28
2015-10-06,,,,,,1,,26,,,,,1,3,9,25
2015-10-07,,,1,,1,,1,22,,,,1,,1,9,23
2015-10-08,,,,,,,3,26,,,,,,1,5,20
2015-10-09,,,,,,1,,25,,,,1,,1,2,15
2015-10-10,,,,,,,2,29,,,3,2,,2,2,24
2015-10-11,,,,,,,6,29,,,,,,,5,24
2015-10-12,,1,,,1,,2,20,,,,,,2,3,23
2015-10-13,,,,,,,2,25,,,,,,1,9,16
2015-10-14,,,,,,,1,18,,1,,,1,3,1,23
2015-10-15,,,,,,1,2,27,,,1,,1,1,3,28
2015-10-16,,,,,,3,1,35,,,,1,1,2,4,12
2015-10-17,,,,,,,,21,,,2,,,2,3,12
2015-10-18,,,2,,,1,3,32,,,1,,,,1,17
2015-10-19,,,,,,1,4,33,,,,,,,5,27
2015-10-20,,,,1,,1,3,25,,,,,,5,4,22
2015-10-21,,,,,,1,1,24,,,,1,1,2,4,26
2015-10-22,,,,,,,1,23,,1,,,1,2,4,17
2015-10-23,,,,,,1,3,36,,,,,1,1,3,16
2015-10-24,,,,,,,1,21,,,,,1,,7,13
2015-10-25,,,,,,,5,32,,,,,,1,5,24
2015-10-26,,,,,,1,2,27,,,,,,1,3,20
2015-10-27,,,,,,,3,25,,,,,1,1,5,38
2015-10-28,,,1,,,2,2,29,,,,,,3,5,16
2015-10-29,,,2,,,,3,26,,,2,,1,,12,24
2015-10-30,,,,,,2,2,23,,,,1,,2,6,21
2015-10-31,,,,,,2,,30,,,,,1,4,5,16
2015-11-01,,,,,1,1,1,22,,,,2,,1,3,22
2015-11-02,,,,,,1,2,24,,,,,,2,7,23
2015-11-03,,,,,,,1,20,,,,,,2,2,26
2015-11-04,,,,,,,1,27,,1,,,,2,5,28
2015-11-05,,,,,,,1,29,,,,,2,1,3,15
2015-11-06,,,,,,,2,29,,,,1,2,1,1,19
2015-11-07,,,,,1,2,3,32,,,,1,,,3,14
2015-11-08,,,,,,2,,26,,,3,,2,,1,23
2015-11-09,,,,,1,,2,35,,,,,2,2,2,20
2015-11-10,,1,,,2,2,1,26,,,,,1,2,7,20
2015-11-11,,,,,,1,2,30,,,,,1,1,,21
2015-11-12,,,,,,,3,28,,,,,1,,3,21
2015-11-13,,,,1,1,2,3,21,,1,,,,1,4,20
2015-11-14,,,,,,,1,27,,1,,,2,4,7,14
2015-11-15,,1,,,,,,25,,1,,,,2,4,12
2015-11-16,,,,,,1,2,21,,1,,,,1,3,11
2015-11-17,,,,,,1,6,30,,,,,3,,1,21
2015-11-18,,,,,,1,3,22,,1,1,,1,1,5,15
2015-11-19,,,,,,3,1,19,,,,,,1,4,21
2015-11-20,,,,1,1,1,3,19,,,,1,1,4,1,22
2015-11-21,,,,,1,1,,40,,,1,,1,2,6,20
2015-11-22,,,,,,,1,22,,,,,,3,5,21
2015-11-23,,,,1,,1,,31,,,,,,1,5,11
2015-11-24,,,,,,2,1,24,,,,1,,,8,20
2015-11-25,,,,,,,2,27,,,,1,,4,2,24
2015-11-26,,,,,,,3,24,,,1,1,1,1,3,32
2015-11-27,,,,,,1,4,25,,,,1,,1,1,22
2015-11-28,,,,,,,,22,,,2,,1,2,5,32
2015-11-29,,,,,,1,4,19,,,,,,,6,18
2015-11-30,,1,,,,1,1,32,,,,,,2,8,20
2015-12-01,,,,,,,2,22,,,1,,,3,2,16
2015-12-02,,,1,,,,3,22,,,,,,2,1,15
2015-12-03,,,,1,,,2,23,,,,,,3,3,21
2015-12-04,,,,1,,1,2,22,,,,,1,,4,24
2015-12-05,,,,,,,1,30,,,,,1,2,13,22
2015-12-06,,1,,,,3,1,22,,,,,,2,2,23
2015-12-07,,,,,1,,3,38,,,,,,5,4,27
2015-12-08,,,,,,3,6,23,,,,,1,2,2,22
2015-12-09,,1,,,,3,1,23,,,,,2,1,8,26
2015-12-10,,,,,1,1,1,28,,,,,1,5,6,24
2015-12-11,,,,,,1,3,25,,,,,1,1,3,21
2015-12-12,,,,,,,5,28,,,,,,3,4,19
2015-12-13,,,,,1,,5,31,,,1,1,1,2,7,21
2015-12-14,,,,,,,,20,,,,,,1,7,16
2015-12-15,,,,,1,,1,25,,,,1,1,6,5,21
2015-12-16,,,,,,,,25,,,,,,,4,18
2015-12-17,,,1,,,,1,25,,,,,,2,3,30
2015-12-18,,,,,1,,3,21,,,,,1,2,6,25
2015-12-19,,,1,,,3,1,25,,,,1,1,3,4,19
2015-12-20,,,,,,1,,18,,,,,,5,2,24
2015-12-21,,,,,1,,4,24,,,,,,4,1,18
2015-12-22,,,,,,,,24,,,,,2,1,3,16
2015-12-23,,,,,,1,,25,,,1,,2,1,9,17
2015-12-24,,,,,,1,2,24,,,,,,1,3,26
2015-12-25,,,1,,,1,1,28,,,,,,3,3,15
2015-12-26,,,,,,,1,18,,,,,,2,2,20
2015-12-27,,,,1,,2,2,24,,,,,,,2,25
2015-12-28,,,,,,,1,31,,,,,,,1,25
2015-12-29,,,,,,1,1,35,,,,,2,,,17
2015-12-30,,,,,1,,3,26,,,,,1,1,,28
2015-12-31,,,,,,,1,19,,,1,1,1,3,9,24
2016-01-01,,,,,1,,,27,,,1,1,,,3,21
2016-01-02,,,,,,,,36,,,,,1,1,2,22
2016-01-03,,1,,,,,,33,,,,,,2,6,33
2016-01-04,,,,,,1,1,27,,1,,,,1,3,23
2016-01-05,,,,,,2,1,30,,,1,,,1,5,18
2016-01-06,,1,,,,2,2,23,,,,1,,1,5,23
2016-01-07,,,,,1,2,5,34,,,,,,1,6,27
2016-01-08,,,,,,1,1,33,,,,,1,3,7,28
2016-01-09,,,,,,1,1,28,,1,1,,1,4,7,27
2016-01-10,,,,,,3,5,45,,1,,,1,2,4,24
2016-01-11,,,,,,,1,39,,,,,,2,4,33
2016-01-12,,,,,1,1,4,24,,,,,1,2,5,25
2016-01-13,,,,,,1,3,35,,,,,,1,3,25
2016-01-14,,,,,,,2,31,,,,1,,2,8,25
2016-01-15,,,,,,1,1,26,,,,,1,2,5,26
2016-01-16,,,,,,1,2,23,,,,,1,2,6,25
2016-01-17,,,1,,1,,4,24,,,,1,,3,3,22
2016-01-18,,,,,1,,1,30,,,,,,3,3,26
2016-01-19,,,,,,,4,36,,,,,,5,4,28
2016-01-20,,,,,,1,2,22,,,,,,1,2,26
2016-01-21,,,,,1,2,1,23,,,,,,2,2,14
2016-01-22,,,,1,,,2,21,,,,2,2,,4,26
2016-01-23,,,,,,2,1,25,,,,,,2,2,24
2016-01-24,,,,,,2,2,32,,,,,1,5,3,25
2016-01-25,,,,,,,,27,,,,1,,,3,28
2016-01-26,,,,,,2,4,33,,,,,1,,8,33
2016-01-27,,,,,,2,2,32,,,,1,,3,6,19
2016-01-28,,,,,,,1,31,,,,,,2,2,29
2016-01-29,,,,,,2,,37,,,,,1,,3,24
2016-01-30,,,1,,,1,2,36,,,,2,1,,8,21
2016-01-31,,,,,,1,3,37,,,,,1,,3,21
2016-02-01,,,,,,,1,51,,1,,,1,1,6,28
2016-02-02,,,,,,,2,28,,,,,1,1,10,24
2016-02-03,,,,,,1,,36,,,,,,,5,17
2016-02-04,,,,,,1,3,30,,,,,,,2,25
2016-02-05,,,,,1,1,1,18,,,,,,2,2,28
2016-02-06,,1,,,,1,1,32,,,,1,,2,6,20
2016-02-07,,,,,2,1,2,31,,,,1,,1,2,27
2016-02-08,,1,,,,,1,31,,,1,,,,5,19
2016-02-09,,1,,,,,2,34,,,,1,,,2,30
2016-02-10,,,,,,1,1,29,,,,,1,,3,21
2016-02-11,,,,,,,2,32,,,,1,1,,3,24
2016-02-12,,,,,,2,1,30,,,,,1,2,6,16
2016-02-13,,,,,1,1,1,24,,,1,,,2,3,27
2016-02-14,,,,,1,1,5,34,,,,,,,2,31
2016-02-15,,,,1,,,1,42,,,,,3,,1,25
2016-02-16,,,,,1,,2,16,,,,,,,7,27
2016-02-17,,,,,,,1,23,,,,,,2,4,25
2016-02-18,,,,,,,1,35,,,,,,2,2,22
2016-02-19,,,1,,,2,1,28,,,1,2,1,1,3,19
2016-02-20,,1,,,1,1,3,32,,,1,1,,1,7,25
2016-02-21,,,,,,1,1,32,,,,,,4,4,26
2016-02-22,,,,,,,1,30,,,,,,,5,20
2016-02-23,,,1,,,2,3,35,,,,,1,2,3,19
2016-02-24,,,1,,,2,3,33,,,1,1,1,,7,22
2016-02-25,,,,,,,,25,,,,,,3,3,24
2016-02-26,,,,,,2,,28,,,,1,,1,4,26
2016-02-27,,,,,,1,1,31,,,,,1,2,5,18
2016-02-28,,,,,,,1,38,,,,,,1,3,20
2016-02-29,,,,,,1,4,24,,,,1,,,6,31
2016-03-01,,,,,,1,2,30,,1,,1,,3,10,26
2016-03-02,,,,,,2,2,15,,,,,,1,5,29
2016-03-03,,,,,,3,2,37,,,,,1,1,3,21
2016-03-04,,,,,,1,,33,,,2,1,1,2,7,23
2016-03-05,,,,,,1,3,35,,,,,1,2,3,18
2016-03-06,,,,,,2,2,23,,,,1,2,1,2,22
2016-03-07,,,,1,,1,1,26,,,,,,,4,24
2016-03-08,,,,,1,,3,26,,,,1,,1,,32
2016-03-09,,,,,,1,3,26,,,1,,1,1,5,21
2016-03-10,,,,,,2,2,19,,,,,,1,2,21
2016-03-11,,,,,,,2,32,,,,1,,2,3,17
2016-03-12,,,,,,1,1,39,,,,,,3,6,24
2016-03-13,,,,,,1,3,45,,,,,1,1,3,22
2016-03-14,,1,,,,2,4,31,,,,,1,1,5,27
2016-03-15,,,,,,,1,27,,,,,,2,5,10
2016-03-16,,,,,,,1,23,,,,,1,2,4,22
2016-03-17,,,,,1,2,2,31,,,,,,3,5,24
2016-03-18,,,,,,1,3,40,,,,,1,2,10,17
2016-03-19,,1,1,,,,2,26,,,1,,1,1,5,19
2016-03-20,,,,1,1,,2,24,,,2,1,,4,3,18
2016-03-21,,,,,,,1,37,,,,,2,2,5,15
2016-03-22,,,,,,,1,30,,,,,1,2,6,17
2016-03-23,,,,1,,,1,32,,,1,,,,3,20
2016-03-24,,,,,,,3,21,,,,,,,3,25
2016-03-25,,,,,1,2,3,28,,,,,,2,1,20
2016-03-26,,,,,,1,1,33,,,,,,2,5,22
2016-03-27,,,,,1,1,1,22,,,1,,,3,3,29
2016-03-28,,,,,,,1,33,,,1,1,,1,6,27
2016-03-29,,,,,,3,,36,,,,,,1,7,19
2016-03-30,,,,,,,1,21,,,,1,1,1,4,21
2016-03-31,,,,,1,,,36,,,,,,3,8,23
2016-04-01,,,,1,1,,2,40,,1,,,1,2,4,29
2016-04-02,,1,1,1,1,1,1,32,,,1,,,3,3,19
2016-04-03,,,,,,,2,30,,,1,,2,1,4,17
2016-04-04,,,,,,1,1,32,,2,,,,2,4,23
2016-04-05,,,,,,,3,33,,,,1,,,3,20
2016-04-06,,,,,,,4,31,,,1,,2,1,3,20
2016-04-07,,,,,1,1,2,23,,,,,,,6,19
2016-04-08,,,,,1,2,2,20,,,,,1,1,3,21
2016-04-09,,,,,,1,,28,,,1,,,1,1,20
2016-04-10,,,,,1,1,,18,,,1,1,1,3,2,18
2016-04-11,,,,,1,,1,20,,,2,,,1,3,22
2016-04-12,,,,,,,2,34,,,,,,2,6,13
2016-04-13,,,,1,,,,21,,,,1,1,1,5,13
2016-04-14,,,,1,,,,22,,,,1,,1,5,24
2016-04-15,,,,,,,,20,,,1,,,5,5,18
2016-04-16,,,,,,1,3,34,,,,,2,1,4,18
2016-04-17,,,,,,1,1,19,,,,,1,4,3,17
2016-04-18,,,,,,,3,31,,,,,2,2,6,14
2016-04-19,,,,,,,2,30,,,,,1,4,5,33
2016-04-20,,,,,,1,1,24,,,1,1,2,2,4,19
2016-04-21,,,,,2,2,1,38,,,,,,,5,24
2016-04-22,,,,,,1,4,22,,,,,1,2,2,19
2016-04-23,,,,,1,,5,31,,,,,1,2,4,19
2016-04-24,,,,,,1,3,17,,,,,,,5,20
2016-04-25,,,,,,,2,23,,,,1,,1,5,15
2016-04-26,,,,,,,1,21,,,,,2,2,3,18
2016-04-27,,,,,,2,2,24,,,1,,,,1,18
2016-04-28,,,,,,2,2,24,,1,,,,,3,23
2016-04-29,,,,1,,1,4,24,,,,,,2,6,19
2016-04-30,,,,,,1,1,27,,,1,,,1,3,21
2016-05-01,,1,,,,,1,36,,1,1,,,3,5,14
2016-05-02,,,,,,,3,27,,,,,,1,,24
2016-05-03,,,,,1,,,24,,,,,1,,3,16
2016-05-04,,,,,,1,1,24,,,,,1,2,8,21
2016-05-05,,,,,1,2,4,26,,,,,,3,4,22
2016-05-06,,,,,,2,2,25,,,,,2,1,4,22
2016-05-07,,,,,,1,2,27,,,,,,1,4,23
2016-05-08,,,,,,1,2,22,,,2,1,1,1,3,16
2016-05-09,,,,1,,1,4,19,,,,4,2,,7,24
2016-05-10,,,,,,,4,33,,,,,,2,8,20
2016-05-11,,,1,,1,,1,30,,,,,,,,20
2016-05-12,,,,,,,1,22,,,,,1,1,4,17
2016-05-13,,,,,,,5,23,,,,,,4,5,20
2016-05-14,,,,,,,1,20,,,,,,2,3,15
2016-05-15,,,,,,1,,16,,,,1,,2,4,19
2016-05-16,,,,,,1,,22,,,,,,1,7,20
2016-05-17,,,,,,,2,14,,,,1,1,1,5,9
2016-05-18,,,,,,,1,26,,,,,1,1,4,24
2016-05-19,,,,,,1,2,28,,,,,2,1,5,14
2016-05-20,,,,,,1,2,31,,,,,,,1,20
2016-05-21,,,,,,1,,30,,1,1,,1,6,3,19
2016-05-22,,,,,,1,4,14,,,,1,1,1,1,24
2016-05-23,,,,,,,3,14,,,,,2,4,1,24
2016-05-24,,,,,,,1,18,,,,,1,9,3,8
2016-05-25,,,,,,,2,16,,,,,,3,5,19
2016-05-26,,,,,3,,4,22,,,1,,,2,5,23
2016-05-27,,,,,1,,,23,,,,,,3,7,28
2016-05-28,,,,,,,,23,,1,,2,1,3,3,32
2016-05-29,,,,,1,,,23,,,,,1,3,2,22
2016-05-30,,,,,,,,27,,,1,1,,3,4,19
