date,deceased.age.female.0-3,deceased.age.female.4-18,deceased.age.female.19-31,deceased.age.female.32-41,deceased.age.female.42-51,deceased.age.female.52-61,deceased.age.female.62-71,deceased.age.female.72+,deceased.age.male.0-3,deceased.age.male.4-18,deceased.age.male.19-31,deceased.age.male.32-41,deceased.age.male.42-51,deceased.age.male.52-61,deceased.age.male.62-71,deceased.age.male.72+
2018-12-17,,,,1,,1,3,28,,,,1,2,1,6,27
2018-12-18,,,,,1,1,1,33,,,,,2,2,9,17
2018-12-19,,,,,,,3,22,,,,,1,,5,19
2018-12-20,,,,,,,2,26,,,,,,6,4,34
2018-12-21,,,,,1,,3,29,,,,,,3,5,25
2018-12-22,,,,,,1,3,31,,,,,1,3,4,27
2018-12-23,,,,,3,2,4,32,,2,1,,1,3,5,19
2018-12-24,,,,,,1,6,22,,,,2,1,2,5,15
2018-12-25,,,,,,1,2,18,,,,,,1,4,27
2018-12-26,,,,,,,5,23,,,,,1,1,11,35
2018-12-27,,,,1,1,,1,33,,,,1,,5,6,25
2018-12-28,,,,,,,4,29,,,,,1,2,2,29
2018-12-29,,,,1,,,3,33,,,,,,,10,21
2018-12-30,,,,,,2,3,23,,1,,,,2,3,18
2018-12-31,,,,,2,,2,25,,,,,2,,3,24
2019-01-01,,,,,,4,4,34,,,3,1,1,2,5,29
2019-01-02,,,,,,2,2,32,,,2,,,3,6,24
2019-01-03,,,,,,2,3,35,,,,,1,3,5,20
2019-01-04,,,,,,1,1,28,,,,1,,,6,30
2019-01-05,,,,,,,3,31,,,,1,1,1,10,29
2019-01-06,,,,,,1,,43,,,,2,4,1,2,22
2019-01-07,,1,,,,3,4,53,,,,,2,1,2,22
2019-01-08,,,,,,3,4,31,,,,,2,2,2,19
2019-01-09,,,,,,1,5,23,,,,,2,3,5,27
2019-01-10,,,,,1,,4,35,,1,,,1,2,6,29
2019-01-11,,,,,,3,3,35,,,,,,2,9,24
2019-01-12,,,,,2,2,3,33,,,,,,2,5,34
2019-01-13,,,,,,2,2,29,,,1,,,3,7,18
2019-01-14,,,,,,,3,22,,1,,1,3,2,7,28
2019-01-15,,,,1,,1,6,27,,,,1,1,1,3,28
2019-01-16,,,,,1,,3,39,,,,,2,1,4,22
2019-01-17,,,,,,1,7,43,,,,,,6,3,21
2019-01-18,,,,,,,1,40,,,,,1,1,10,29
2019-01-19,,,,,,,,29,,,2,,1,5,5,18
2019-01-20,,1,,,,1,2,32,,,,1,,3,6,22
2019-01-21,,,,,,2,1,35,,,,,1,,7,30
2019-01-22,,,,,,1,5,28,,,,1,1,3,6,20
2019-01-23,,,,,1,,4,47,,,,,,4,5,25
2019-01-24,,,,,1,,,37,,1,,1,2,2,9,21
2019-01-25,,,,,,,4,33,,,,,1,1,8,19
2019-01-26,,,,,,,3,24,,,,,1,1,4,29
2019-01-27,,,,,,,2,25,,1,,,,,2,25
2019-01-28,,,2,,,1,1,33,,,,,2,4,4,28
2019-01-29,,,,,1,,2,23,,,,,1,3,4,31
2019-01-30,,1,,,,2,1,30,,,,,1,2,5,34
2019-01-31,,,,,,,,35,,,1,1,,1,7,24
2019-02-01,,,1,1,1,2,1,30,,1,,,,3,6,34
2019-02-02,,,,,,3,1,31,,,,1,3,3,6,25
2019-02-03,,,,,,3,5,29,,,,2,,3,9,34
2019-02-04,,,,,1,3,1,34,,1,,,1,4,6,21
2019-02-05,,,1,1,,1,4,33,,,,,,2,8,25
2019-02-06,,,,,2,1,3,31,,,,,,4,10,21
2019-02-07,,,,,,1,,43,,,,,,2,13,20
2019-02-08,,,,,,,3,38,,,,1,1,,8,35
2019-02-09,,,,,2,1,2,29,,,,,,2,5,21
2019-02-10,,,,,,3,5,36,,,,1,1,,3,30
2019-02-11,,,,,,,3,44,,,,,2,1,5,28
2019-02-12,,,,,,,3,18,,,,,2,1,4,27
2019-02-13,,,1,,1,1,3,28,,,,1,,1,4,29
2019-02-14,,,,,1,2,2,39,,1,1,,,3,5,18
2019-02-15,,,,,1,,4,33,,,,,,,10,20
2019-02-16,,,,,,,5,25,,1,,,,1,8,27
2019-02-17,,,,,1,,3,39,,,2,,,2,6,30
2019-02-18,,,,,,1,4,21,,,,,,2,7,26
2019-02-19,,,,,,,4,24,,,,,1,8,8,32
2019-02-20,,,,,1,1,5,35,,,,,1,,6,27
2019-02-21,,,,,,1,2,37,,,,1,,3,7,17
2019-02-22,,,1,1,1,1,2,38,,,,1,1,,5,19
2019-02-23,,,,,1,2,1,32,,,,2,1,,6,21
2019-02-24,,,,,,,1,33,,1,,,1,1,3,36
2019-02-25,,,,,,1,1,23,,,1,,3,3,5,21
2019-02-26,,,,,,1,,34,,,,,,2,4,23
2019-02-27,,,,,,1,2,26,,,,1,,,6,33
2019-02-28,,,,,1,2,1,42,,,,1,,4,6,23
2019-03-01,,,,,1,1,4,26,,,,,2,1,5,22
2019-03-02,,,,,,1,8,32,,,,,,3,7,28
2019-03-03,,,,,1,1,3,34,,,1,,,3,4,28
2019-03-04,,,,,,,6,20,,,,2,,1,7,24
2019-03-05,,,1,,,,3,40,,,,1,1,2,7,19
2019-03-06,,,,,,3,2,27,,,1,1,,3,2,26
2019-03-07,,,,,1,1,1,21,,1,,,,1,9,23
2019-03-08,,,,,,3,1,27,,,,1,,2,10,17
2019-03-09,,,,,,,2,29,,1,,,,3,5,20
2019-03-10,,,,,,1,3,23,,,,,1,2,5,14
2019-03-11,,,,,,1,4,32,,,,,2,2,4,25
2019-03-12,,1,,,,2,1,27,,,1,,2,,6,26
2019-03-13,,,,1,,,1,35,,,,,1,1,3,27
2019-03-14,,1,,,,,4,34,,,,,1,2,8,22
2019-03-15,,,,,1,,,35,,,2,,,1,,22
2019-03-16,,,,1,,2,2,37,,,,,2,,6,26
2019-03-17,,,,,,1,3,21,,,,2,,2,6,23
2019-03-18,,,,,1,,5,26,,,,,1,2,3,24
2019-03-19,,,,,1,2,3,30,,,,,,4,2,19
2019-03-20,,,,,,2,1,23,,,,,,1,5,28
2019-03-21,,,,,,,2,28,,,,,1,3,1,22
2019-03-22,,,,,,4,1,40,,,2,1,3,2,5,25
2019-03-23,,,,,,,2,25,,,,,,4,6,18
2019-03-24,,,,1,1,1,6,26,,,,1,2,4,7,19
2019-03-25,,,,1,,2,2,24,,,,,1,2,6,18
2019-03-26,,,,,1,,3,27,,,,,1,,3,15
2019-03-27,,,,,,1,1,30,,,,,1,,4,17
2019-03-28,,,,,,1,4,38,,,,2,,1,6,23
2019-03-29,,,,,,1,1,27,,,,,,1,2,14
2019-03-30,,,,,1,,4,25,,,,1,,6,,18
2019-03-31,,,,,1,,,26,,,,,,3,5,18
2019-04-01,,,,,1,,3,23,,1,,,,4,5,32
2019-04-02,,,,,,2,2,30,,1,,,,,6,20
2019-04-03,,,1,,1,,,29,,,,,1,,1,22
2019-04-04,,,,,,2,3,27,,,,,,2,7,20
2019-04-05,,,,,,2,,32,,,1,1,1,3,4,27
2019-04-06,,,,1,1,,5,19,,,,,1,2,5,19
2019-04-07,,,,1,,,3,31,,,,,1,,1,18
2019-04-08,,,1,,1,,2,18,,1,,1,2,1,5,20
2019-04-09,,,,,3,3,,24,,,,,,2,2,18
2019-04-10,,,,,2,1,3,21,,,,,1,4,7,24
2019-04-11,,,,,,1,3,21,,,,1,,2,6,15
2019-04-12,,,,1,,1,3,17,,,,1,1,1,6,24
2019-04-13,,,,,1,2,1,15,,,,2,,3,,22
2019-04-14,,,,,1,1,1,15,,,1,,1,1,6,9
2019-04-15,,,,,,,4,25,,,,,,3,5,17
2019-04-16,,,,,1,1,4,24,,,,,2,2,2,28
2019-04-17,,,,,,1,3,33,,1,,,,,7,22
2019-04-18,,1,,,,1,3,28,,,,,1,1,7,19
2019-04-19,,,,,,,3,23,,1,,,1,5,5,21
2019-04-20,,,,1,1,,1,22,,,,,,2,16,14
2019-04-21,,,,,,,,29,,1,,,,,9,15
2019-04-22,,,,,1,,2,33,,1,,,1,2,5,18
2019-04-23,,,,,,,1,22,,1,,,1,3,8,19
2019-04-24,,,,,,,3,23,,,,,3,1,6,18
2019-04-25,,,,,,,,36,,,,,,1,2,21
2019-04-26,,,,,,,2,20,,,,,1,2,7,22
2019-04-27,,,,,1,5,,24,,,,,1,2,3,15
2019-04-28,,,,,,1,2,38,,,,,,3,6,20
2019-04-29,,,,,,1,2,29,,,,,,4,7,14
2019-04-30,,,,1,,,5,20,,,,2,1,4,3,15
2019-05-01,,,,,,,2,23,,1,,1,,4,3,19
2019-05-02,,,,1,,1,1,18,,,,,,2,3,19
2019-05-03,,1,,,,,5,21,,,,1,2,3,3,15
2019-05-04,,1,,1,,,2,15,,,,,,3,8,30
2019-05-05,,,,1,,,5,25,,,,1,1,2,4,24
2019-05-06,,,,,,2,1,23,,,,1,4,,6,18
2019-05-07,,,,,,1,2,27,,,,,1,9,3,15
2019-05-08,,,,,,,1,21,,,,1,,1,3,21
2019-05-09,,,,,,,3,17,,,,,1,1,5,24
2019-05-10,,,,,,,2,27,,,,,,,2,17
2019-05-11,,,1,,1,,1,29,,,,,1,2,7,10
2019-05-12,,,,,2,,1,30,,,,1,,,7,20
2019-05-13,,,,,,1,4,22,,,,,,2,6,17
2019-05-14,,,,,,,1,28,,,1,1,1,3,5,26
2019-05-15,,,,,1,1,1,18,,,,,1,2,3,18
2019-05-16,,,,,,1,7,23,,,,,1,,4,21
2019-05-17,,,,,,2,2,27,,,,1,,2,6,21
2019-05-18,,,,,1,1,6,32,,1,,,,1,6,19
2019-05-19,,,,,,1,,23,,1,,,2,2,6,25
2019-05-20,,,,,,,1,19,,,,,1,4,5,20
2019-05-21,,,,,1,1,3,24,,,,,,3,5,28
2019-05-22,,,,,,,4,25,,,,1,1,2,7,14
2019-05-23,,1,,,1,4,,28,,,,,1,2,4,19
2019-05-24,,,,,,1,1,20,,,,,,1,6,27
2019-05-25,,,,,,,6,30,,,,1,2,3,3,22
2019-05-26,,,,,,,2,32,,,,1,2,2,6,22
2019-05-27,,,,,,2,3,24,,,,1,,2,6,23
2019-05-28,,,,1,,1,2,27,,,,1,,,5,20
2019-05-29,,,,,,,1,18,,,,,,,4,16
2019-05-30,,,,,,,2,30,,,1,,,1,5,12
2019-05-31,,,,,1,1,1,15,,,,,,,2,16
2019-06-01,,1,,1,1,1,2,22,,,,1,1,4,5,28
2019-06-02,,,,2,,4,2,20,,,,,,,9,15
2019-06-03,,,,1,,,3,15,,1,,,2,,4,20
2019-06-04,,,,,,,2,22,,,1,,2,1,6,17
2019-06-05,,,,,,1,2,15,,,,,1,1,4,18
2019-06-06,,,,,,1,2,22,,,,,,2,2,13
2019-06-07,,,,,,1,2,21,,1,,,1,2,6,27
2019-06-08,,,,,,1,2,26,,,,,1,1,4,19
2019-06-09,,,,,1,,,21,,,,,,2,4,12
2019-06-10,,,,,,1,4,20,,1,1,1,1,1,3,24
2019-06-11,,,,,,,3,22,,,,,3,1,3,18
2019-06-12,,,,,,1,2,24,,,,,,2,1,24
2019-06-13,,,,,,,1,23,,,,,,,5,16
2019-06-14,,,,,1,,3,18,,,,,2,2,8,10
2019-06-15,,,,,,2,1,22,,,,,,2,7,16
2019-06-16,,,,,,3,2,29,,,,,,1,4,19
2019-06-17,,,,,,,5,19,,,,,1,3,6,20
2019-06-18,,1,,,,2,5,27,,,,,1,2,4,23
2019-06-19,,,,,,1,3,25,,,,1,,5,6,15
2019-06-20,,,,,,2,2,24,,,,,3,4,4,12
2019-06-21,,,,,,1,2,14,,,1,,1,3,3,22
2019-06-22,,2,,,,2,1,29,,,1,2,,1,7,14
2019-06-23,,,,1,,2,6,20,,1,1,,1,3,3,14
2019-06-24,,,,,,,3,16,,,,,2,1,3,23
2019-06-25,,,,,,,4,16,,,,,,2,4,15
2019-06-26,,,,,2,,2,25,,,1,1,2,2,6,14
2019-06-27,,,,,,4,5,28,,,,,1,,5,22
2019-06-28,,,,,1,2,3,26,,1,,,1,1,1,10
2019-06-29,,,,1,,,2,19,,,,,,,4,14
2019-06-30,,,,,,,2,31,,,,,,1,6,13
2019-07-01,,,,,,2,1,22,,,,1,,5,4,16
2019-07-02,,,,,1,1,1,19,,,,1,1,3,2,19
2019-07-03,,,1,1,,,3,18,,,2,,,3,5,9
2019-07-04,,,,1,,,,30,,1,,,,1,10,17
2019-07-05,,1,,,,1,2,17,,,,,,,4,16
2019-07-06,,,1,,,1,,19,,,,,1,1,2,19
2019-07-07,,,,,,1,5,25,,,,,1,,8,26
2019-07-08,,,,,,1,3,21,,,,,1,2,5,10
2019-07-09,,,,1,,,4,22,,,1,1,,3,2,17
2019-07-10,,,,,,,3,18,,,,,2,4,6,28
2019-07-11,,,,1,,1,1,13,,1,,,,1,3,18
2019-07-12,,,,,1,,2,23,,,,1,2,5,2,18
2019-07-13,,,,,,1,4,18,,,1,,,4,,21
2019-07-14,,,,,,,3,21,,,,,,6,,18
2019-07-15,,,,,,,3,16,,,3,,1,,3,29
2019-07-16,,,,,,,2,20,,,1,,,1,3,14
2019-07-17,,,,,,2,2,24,,,,,,1,4,17
2019-07-18,,,,,,1,2,23,,,,1,,2,2,19
2019-07-19,,,,,,,6,28,,,,,,3,1,19
2019-07-20,,,1,,,2,3,22,,,,,2,,8,19
2019-07-21,,,,,,1,2,22,,1,,1,1,1,,25
2019-07-22,,,,,,1,5,15,,,,,,1,4,20
2019-07-23,1,,,,1,,1,24,1,,,1,1,2,6,21
2019-07-24,,,,,,,2,34,,,,2,,3,10,26
2019-07-25,,,,,,,1,24,,,,1,3,2,5,26
2019-07-26,,,,1,1,1,,29,,,,,1,1,6,29
2019-07-27,,,,,,,5,29,,,1,2,3,2,5,15
2019-07-28,,,,,,1,2,29,,,,,,,7,12
2019-07-29,,1,,,1,,3,26,,,,,1,5,4,22
2019-07-30,,,1,,,,3,20,,,,,,1,7,17
2019-07-31,,,,1,1,1,1,18,,,,,,3,4,17
2019-08-01,,,,,1,1,2,28,,,,,1,4,6,24
2019-08-02,,,,,1,1,4,18,,,,,1,1,5,25
2019-08-03,,,,,,2,3,20,,,2,1,,2,5,20
2019-08-04,,,,,1,2,2,20,,,1,,,,1,20
2019-08-05,,,,,,3,3,24,,,,,2,2,7,20
2019-08-06,,,,,,,3,23,,,,2,,3,5,24
2019-08-07,1,,,,,1,1,23,,1,,,2,1,2,19
2019-08-08,,,,,,1,,21,,,,,1,4,6,13
2019-08-09,,,,,1,1,2,28,,,1,1,2,3,2,14
2019-08-10,1,,,,,2,3,26,,,,,1,1,7,20
2019-08-11,,,,,,3,6,22,,,,,1,2,5,16
2019-08-12,,,,,,1,3,25,,,,,2,2,9,20
2019-08-13,,,,,,3,4,22,,1,,,1,,5,20
2019-08-14,,,,,,,2,25,,,,1,2,2,4,17
2019-08-15,,,,,1,,5,16,1,,,1,,3,4,21
2019-08-16,,,,,1,,3,23,,,,2,2,1,3,19
2019-08-17,,,,,,,1,26,,,,,,1,7,14
2019-08-18,,,,,1,2,2,18,,,,,,1,3,13
2019-08-19,,,,,,,3,32,,,,,3,2,4,26
2019-08-20,,,,,,,1,17,,,,1,,2,5,22
2019-08-21,,,,,,,6,21,,,,1,4,2,1,24
2019-08-22,,,,,,,2,18,,,2,1,1,2,1,20
2019-08-23,,,,,,1,3,20,,,1,,1,2,6,19
2019-08-24,,,,,1,,4,30,,,,,,3,8,24
2019-08-25,,,,,,1,4,19,,,,,1,1,6,18
2019-08-26,,,,,,,1,25,,,1,,,2,5,18
2019-08-27,,,,,,1,2,21,,,,,1,2,4,18
2019-08-28,,,,,,,3,27,,,,1,,3,4,12
2019-08-29,,,,,,1,2,34,,,,,1,2,5,22
2019-08-30,,,,,,1,2,9,,,,,1,1,4,17
2019-08-31,,,,1,,2,3,16,,,1,,2,1,5,21
2019-09-01,,,,,1,,3,27,,,,,1,2,2,15
2019-09-02,,,,,,2,2,21,,,,,,5,9,16
2019-09-03,1,,,,,,2,25,1,,,,,1,1,15
2019-09-04,,,,,,2,1,17,,,2,,1,1,4,14
2019-09-05,,,,,2,1,3,29,,,,1,,1,3,24
2019-09-06,,,,,,2,2,26,,,,,,1,7,16
2019-09-07,,,,,,,1,19,,,,1,,1,7,18
2019-09-08,,,,,,,1,18,,,,,1,1,4,19
2019-09-09,,,,,1,,2,30,,,,1,,2,6,14
2019-09-10,,,,,1,,6,35,,,,,,,2,22
2019-09-11,,,,,,1,2,29,,,,,,1,6,11
2019-09-12,,,,,,1,3,21,,,,,,1,4,26
2019-09-13,1,,,,,2,4,26,,,,1,2,2,7,21
2019-09-14,1,,,,,1,,21,,,1,,3,3,7,21
2019-09-15,,,,,,1,3,17,,,,,1,2,6,19
2019-09-16,,1,,,,6,3,28,,,,,1,3,2,13
2019-09-17,,,,,,,1,11,,,,,,1,6,10
2019-09-18,,,,,1,,,35,,,,,1,1,1,16
2019-09-19,,,,,,,3,21,,,,,,2,4,20
2019-09-20,,,,1,,1,4,14,,,,,2,4,3,23
2019-09-21,,,2,,,2,2,20,,,1,1,1,2,7,15
2019-09-22,,,,,1,,2,27,,,,,,,9,21
2019-09-23,,,,,,,1,30,,,1,,,1,4,21
2019-09-24,,,,,,1,,24,,,,,1,1,7,17
2019-09-25,,,,,1,1,7,32,,,,,,3,5,18
2019-09-26,,,,1,1,,1,21,,,1,,1,1,3,10
2019-09-27,,,,,,1,2,27,,,1,,3,3,4,17
2019-09-28,,,,1,,,4,18,,,,1,,,5,22
2019-09-29,,,,,,1,5,28,,,,1,,1,2,23
2019-09-30,,,,1,,1,2,21,,,,,1,1,4,28
2019-10-01,,,,,,,1,19,,,,1,1,1,7,16
2019-10-02,,,,,,1,2,25,,,,1,,,3,25
2019-10-03,,,,2,,1,4,26,,,,,,,6,12
2019-10-04,,1,,,1,1,2,26,,,,,,1,5,21
2019-10-05,,,,,1,1,2,28,,,1,,1,1,6,21
2019-10-06,,,,,,2,3,32,,,,,,1,4,20
2019-10-07,,,,,1,,2,37,,,,,1,2,8,12
2019-10-08,,,,,,1,2,24,,,1,,,3,5,21
2019-10-09,,,,,,,3,22,,,,,,2,7,20
2019-10-10,,,,,,,,29,,,1,1,,3,5,17
2019-10-11,,,,,,2,3,31,,,,,,3,1,15
2019-10-12,,,,,,,1,24,,,,,,4,6,15
2019-10-13,,,,,,,3,27,,,,,1,,3,22
2019-10-14,,,,,1,,3,27,,,,1,,1,3,27
2019-10-15,,,,,,2,3,30,,,,,1,2,,17
2019-10-16,,,,,1,,4,29,,,,,2,1,7,20
2019-10-17,,,,,,,4,21,,,,,,1,4,27
2019-10-18,,,,,,2,1,23,,,1,,,4,7,16
2019-10-19,,,,,,2,2,24,,,,1,1,2,1,17
2019-10-20,,,,1,,1,2,27,,,,,,2,8,13
2019-10-21,,,,,1,1,4,26,,,3,,1,,3,16
2019-10-22,,,,,,,6,24,,,,1,1,,2,19
2019-10-23,,,,,,,2,29,,,1,1,,3,6,21
2019-10-24,,,,1,,,3,31,,,,,2,2,3,19
2019-10-25,,,,,,2,1,29,,,,,,1,7,16
2019-10-26,,,,,,,,27,1,1,1,,1,2,3,12
2019-10-27,,,,,,,3,19,,,,,,3,5,17
2019-10-28,,,,,,2,5,12,,,,,,2,2,17
2019-10-29,,,,,,1,1,18,,,,,2,4,2,18
2019-10-30,,,,,,3,3,23,,,,1,1,,6,17
2019-10-31,,,,,,,1,15,,,2,1,,1,1,17
2019-11-01,,,,,2,,2,22,,,,,,,3,25
2019-11-02,,1,,1,,2,3,19,,,,1,1,,2,24
2019-11-03,,,,,1,,5,23,,,,1,,3,3,25
2019-11-04,,,,,,,2,30,,1,1,1,,1,4,21
2019-11-05,,,,,,,2,39,,,,,1,3,3,17
2019-11-06,,,,,,,,25,,,,1,2,3,8,18
2019-11-07,,,,,,1,2,22,,1,1,1,,,9,22
2019-11-08,,,,,,2,1,24,,,,,2,1,6,25
2019-11-09,,,,,,1,,29,,,,,1,1,4,13
2019-11-10,,,,,,,4,17,,1,1,,1,3,5,19
2019-11-11,,,,,1,,6,33,,1,,,2,3,3,20
2019-11-12,,,,,,,,26,,,1,,,4,12,18
2019-11-13,1,,,,1,,1,26,,,,1,1,5,7,19
2019-11-14,,,,,,1,3,18,,,,2,2,2,3,17
2019-11-15,,,,,,,,38,,,,1,,1,2,21
2019-11-16,,,,,1,1,1,27,,,,,4,2,7,15
2019-11-17,,,,,,,4,30,,,,,,1,6,15
2019-11-18,,,1,,,2,1,20,,,,1,,4,6,8
2019-11-19,,,,,,,1,26,,,1,,,6,2,17
2019-11-20,,,,,,,2,28,,,,,2,2,6,19
2019-11-21,,,,,1,,3,23,,,,,2,1,3,23
2019-11-22,,,,,,1,,28,,,1,,,4,2,25
2019-11-23,,,,,,,1,21,1,,,2,,1,3,20
2019-11-24,,,,,,1,2,25,,,,,,4,9,17
2019-11-25,,,,,1,1,3,27,,,,,1,3,3,21
2019-11-26,,,,,1,,1,21,,,,1,,3,8,19
2019-11-27,,,,1,,1,2,24,,,,1,,3,7,21
2019-11-28,,,,,1,1,,23,,,2,,,1,2,14
2019-11-29,,,,,,1,3,27,,,,,3,,4,12
2019-11-30,,,,,,,3,25,,,,,,1,3,16
2019-12-01,,,,1,,2,,17,,,,,,2,10,27
2019-12-02,,,,,,1,2,40,,,,2,,2,7,22
2019-12-03,,,,1,,,5,23,,,,1,3,1,4,21
2019-12-04,,,,,,2,4,20,,,,,,1,6,24
2019-12-05,,,,,,,3,23,,,,1,2,3,8,25
2019-12-06,,,,,,2,3,33,,,1,1,1,2,6,23
2019-12-07,,,,,1,1,5,20,,,,,,2,8,25
2019-12-08,,,,,,1,2,30,,,,1,,1,2,23
2019-12-09,1,,,,,,,26,,,,1,2,,7,18
2019-12-10,,,,,,1,2,34,,,,,1,2,3,19
2019-12-11,,,,2,,,,26,1,,1,,,1,5,25
2019-12-12,,,,,1,2,5,26,,,,,,,2,25
2019-12-13,,,,,1,1,3,23,,,,,1,2,7,32
2019-12-14,,,,,,,1,39,1,,,,,2,2,26
2019-12-15,,,,1,,3,6,31,,,,,1,5,6,25
2019-12-16,,,,,,2,5,28,,,,1,1,2,5,22
2019-12-17,,,,,,,3,33,,,,,1,3,6,27
2019-12-18,,,,,,,2,25,,,,1,,1,2,22
2019-12-19,,,,,,,5,25,,,,1,2,2,7,20
2019-12-20,,,,1,,1,3,22,,,,,,1,9,21
2019-12-21,,,,,,,2,14,,,1,,,1,10,38
2019-12-22,,,,,,,1,33,,,,1,3,1,3,27
2019-12-23,,,,,1,2,5,26,,,,2,,,5,19
2019-12-24,,,,1,,1,2,33,,,,1,1,1,2,19
2019-12-25,,,,,,,2,26,,,,,,2,3,16
2019-12-26,,,,,,,2,33,,,,,1,2,6,28
2019-12-27,,,,1,,1,4,30,,,,,1,1,4,24
2019-12-28,,,,,,,2,17,,,,,1,1,4,20
2019-12-29,,,,,,1,5,29,1,,,,1,1,7,15
2019-12-30,,,,,,1,2,23,,,,,1,1,8,19
2019-12-31,,,,,1,1,,17,,,,,2,3,6,22
2020-01-01,,,1,,,,1,26,,,1,,2,4,9,25
2020-01-02,,,,,,,4,40,,,,1,,3,6,22
2020-01-03,,,1,,,4,2,31,,,,,2,2,6,19
2020-01-04,,,,,1,1,1,26,,,,,1,3,7,16
2020-01-05,,,,,1,1,2,26,,,,,2,1,5,26
2020-01-06,,,,,,1,2,39,,,,,4,2,11,24
2020-01-07,,,,,,,1,29,,,,1,2,1,5,18
2020-01-08,,,1,1,,1,4,29,,1,,,,2,6,27
2020-01-09,,,,,,2,2,21,,,,1,,3,3,28
2020-01-10,,,,,,1,1,30,,,,,,,10,24
2020-01-11,,,,,1,1,,26,,,,1,2,,6,18
2020-01-12,,,1,,,,,30,,,,,,1,5,22
2020-01-13,,,,,,1,1,31,,,,,1,,4,18
2020-01-14,,,,,2,1,2,33,,,,1,,3,6,18
2020-01-15,,,,,,1,1,25,,,,,1,,8,15
2020-01-16,,,,,,1,2,43,,,,,1,4,4,27
2020-01-17,,,,,,2,6,32,,,,1,1,2,7,27
2020-01-18,,,,,,,,21,,,,,1,2,6,21
2020-01-19,,,,,,1,2,28,,,,,,1,5,25
2020-01-20,,,,,,,3,28,1,,,,1,1,8,26
2020-01-21,,,1,,,1,,22,,,1,1,1,4,5,25
2020-01-22,,,,,,1,1,34,,,,,1,4,7,24
2020-01-23,,,,2,,1,6,29,,,,,,1,6,30
2020-01-24,,,,,,2,1,31,,,,,,4,4,33
2020-01-25,,,,,,1,2,33,,1,,,2,1,4,21
2020-01-26,,,,,,,,27,,,,,2,2,5,25
2020-01-27,,,,,2,1,5,29,,1,,,,3,4,23
2020-01-28,,,,,,2,1,36,1,,,,,3,7,23
2020-01-29,,,,,,2,5,33,,,1,,1,4,4,23
2020-01-30,,,,,1,1,2,30,,,2,,2,3,7,29
2020-01-31,,,,1,,,3,33,,,1,,1,,4,20
2020-02-01,,,,,1,,4,18,,,,,1,2,3,31
2020-02-02,,,,,1,2,2,37,,,,,1,2,5,27
2020-02-03,,,,,,,6,35,,,,,,4,4,23
2020-02-04,,,,,,1,1,28,,,1,,,3,3,26
2020-02-05,,,,1,,1,2,41,,,,1,,2,3,14
2020-02-06,,,,,1,1,1,33,,,,1,,2,4,36
2020-02-07,,,,,1,,3,25,,1,,,,1,7,20
2020-02-08,,,,,,1,3,40,,,,,1,3,5,19
2020-02-09,,,,,1,1,4,30,,,,,,1,5,17
2020-02-10,,,,,,,3,36,,,,,1,4,6,25
2020-02-11,,,,,,2,4,35,,,,1,1,4,5,38
2020-02-12,,,1,,,1,5,29,,,,,1,1,3,34
2020-02-13,,,,,,2,1,26,,,,,,5,5,23
2020-02-14,,,,,,,5,30,,,,1,,2,5,23
2020-02-15,,,,,1,,2,29,,,,,2,2,12,28
2020-02-16,,,,,,,2,46,,,,,,4,4,15
2020-02-17,,,,,,,4,35,,,,,1,5,4,30
2020-02-18,,,,,,1,1,35,,,,,1,1,13,19
2020-02-19,,,,,1,1,3,28,,,,2,,1,4,27
2020-02-20,,,,,,1,2,22,,,1,,,3,3,23
2020-02-21,,,,,1,1,4,22,,,,,4,,5,24
2020-02-22,,,,,1,,5,31,,,,,3,2,3,21
2020-02-23,,,1,,,1,2,32,,,,,1,3,6,10
2020-02-24,,,,,,1,2,33,,,,,,2,4,19
2020-02-25,,,,,1,,,41,,,,,,,9,22
2020-02-26,,,,,,2,1,35,,,,,,1,6,26
2020-02-27,,,,,,1,2,24,,,,,1,1,5,22
2020-02-28,,,,,,,1,30,,,,,3,2,6,24
2020-02-29,,1,,,1,,1,23,,,,,3,2,5,22
2020-03-01,,,1,,1,,1,30,,,,,,6,3,19
2020-03-02,,,,,,1,3,32,,,,,,2,5,30
2020-03-03,,,,,,2,,21,1,,1,,1,4,7,18
2020-03-04,,,,,,,2,26,,,,1,1,4,5,21
2020-03-05,,,,,1,1,2,31,,,,,,7,7,18
2020-03-06,,,,,,2,2,22,,,,,1,2,5,20
2020-03-07,,,,,1,1,1,23,,,,,1,1,9,23
2020-03-08,,,,1,,2,2,29,,,,,2,3,6,23
2020-03-09,,,,1,1,2,,22,,,,,,2,4,22
2020-03-10,,,,,,1,,30,2,,,1,1,1,4,18
2020-03-11,,,,,,,5,33,,,,,1,1,5,21
2020-03-12,,,,,,,11,27,,,,,2,4,5,21
2020-03-13,1,,,,,1,2,35,,,,,,1,7,28
2020-03-14,,,,,,1,1,28,,,2,2,3,2,5,24
2020-03-15,,,,,,,4,37,,,,,1,1,3,23
2020-03-16,,,,,,,2,28,,,,,,5,3,14
2020-03-17,,,,,,,4,41,,,,,,3,5,22
2020-03-18,,,,,1,,3,28,,,1,,1,1,10,23
2020-03-19,,,,,2,2,4,21,,,1,,,3,3,28
2020-03-20,,,,,,2,2,26,,,,,1,3,6,35
2020-03-21,1,,,,2,,5,29,,,,1,1,,4,20
